id,created_at,updated_at,school_id,user_id,name,slug,description,is_default,is_shared,layout_config,widget_configs,filters,refresh_interval_seconds,metadata
6a357c36-e050-4f83-d1b3-73e25ac66be6,2026-04-04T15:37:58.311Z,2025-10-23T18:03:34.875Z,7006fd96-e3f8-4225-33e4-be34d610ffbb,074f3f9d-1d98-495a-36ce-ea4c10de32e7,Mountain View Cafe,sample_text_8302,sample_text_4474,false,false,sample_text_8742,sample_text_8642,sample_text_1612,941,sample_text_8526
ae43ca45-ad13-4bd4-5510-cdbd2db07d73,2025-12-27T10:18:45.390Z,2025-06-25T11:22:08.031Z,b1160aa4-615e-46be-c33f-53b664f1618f,4983674c-e15e-4015-0eb3-50b01d7810f8,Sunrise Bistro,sample_text_4162,sample_text_2475,false,true,sample_text_6983,sample_text_4175,sample_text_9517,844,sample_text_3123
fe3d12ea-a681-4ab3-823f-c6147ebbcde2,2026-03-31T19:04:27.979Z,2026-01-26T14:03:27.633Z,2a4e5e57-fab3-47be-aa17-438ff8cedd26,699866f4-eda9-4222-4727-7702d9d050eb,Firebird Pizza,sample_text_1734,sample_text_264,true,false,sample_text_5039,sample_text_3108,sample_text_666,352,sample_text_6969
2b7fcaa8-6264-42fe-247b-3f92bdb7161a,2025-12-21T14:07:19.442Z,2025-06-27T18:46:05.445Z,219980cb-3f77-4414-faeb-5f70b1472a36,1f8bb59a-e0eb-4b2b-fe13-07a0c2675cb8,Stone Oven Bakery,sample_text_2361,sample_text_3626,false,true,sample_text_5164,sample_text_718,sample_text_4671,729,sample_text_2872
472f1831-d088-4741-744d-b19fb485f1d1,2025-10-25T04:29:23.161Z,2025-11-07T20:24:17.404Z,13f8f388-7de1-4383-f922-a0d8a397e76c,234b0627-79ac-4de2-9e5f-3deaab1f438f,City Kitchen,sample_text_278,sample_text_2531,true,true,sample_text_4715,sample_text_7278,sample_text_9104,754,sample_text_8062
e59f12f4-d950-4458-4630-6d45ee600a54,2025-08-22T20:00:39.548Z,2025-12-18T09:41:04.788Z,b1160aa4-615e-46be-c33f-53b664f1618f,54566fd8-2ce9-43f1-d9c4-3262fe0540e9,The Local Table,sample_text_9184,sample_text_6663,false,false,sample_text_324,sample_text_9237,sample_text_3648,383,sample_text_3207
993cb96d-8ded-498d-e02e-f3014e9457bc,2025-06-04T17:38:46.779Z,2025-12-19T00:43:58.822Z,f3e56a9d-701d-4138-17b4-468168466ac1,616cd82a-150d-43e4-e90b-50dd3877886b,Maple Street Diner,sample_text_6261,sample_text_8364,false,false,sample_text_3673,sample_text_1198,sample_text_6192,693,sample_text_5663
27b16d05-c63f-4982-e1f1-a62287d0892b,2025-05-17T08:45:22.954Z,2026-03-09T23:54:19.891Z,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,7275a4a2-65a3-47ed-3d1e-7026f453021d,Golden Plate,sample_text_731,sample_text_2809,false,false,sample_text_705,sample_text_5656,sample_text_7967,998,sample_text_4795
240c4aaf-380a-47d1-8f0f-086120615015,2026-02-27T10:15:01.444Z,2025-07-11T09:20:58.772Z,aed83b90-feeb-480d-e57c-176768104c81,8a0aa082-f148-423d-fd6f-c28d86c0215a,Luna Restaurant,sample_text_4972,sample_text_8455,true,true,sample_text_396,sample_text_567,sample_text_9003,651,sample_text_7201
d0a61320-84bb-4744-ce46-2699aabfe65d,2026-03-16T03:22:31.282Z,2025-04-17T00:58:08.886Z,b1160aa4-615e-46be-c33f-53b664f1618f,4b5660c5-6ded-4e88-5938-1722c262ea15,Luna Restaurant,sample_text_5026,sample_text_3804,false,true,sample_text_6592,sample_text_4767,sample_text_2276,938,sample_text_2623
8f05ddfa-0f63-457e-7dca-fcedf544da44,2025-09-21T22:33:42.160Z,2026-04-07T05:12:51.833Z,661bcb95-f84e-4871-e1c4-675bf8171439,65b719d4-a6d4-4c9f-1165-ea0ebe168811,City Kitchen,sample_text_8319,sample_text_1124,false,false,sample_text_3762,sample_text_586,sample_text_1173,723,sample_text_3743
6fa48fd6-09bb-42b0-4eeb-1c3c9b49d696,2025-09-07T09:21:13.310Z,2026-03-18T14:56:59.358Z,2d706e75-fd47-4d6b-cc14-10a1bf804d62,3bfa1ef4-6a42-4cc6-e6e5-1989f79cca90,Mountain View Cafe,sample_text_5355,sample_text_7014,false,false,sample_text_2194,sample_text_9170,sample_text_9903,297,sample_text_5300
a0b5c875-9872-4297-aa9e-ead00971d30e,2025-11-26T17:54:28.913Z,2025-06-30T11:31:38.761Z,fecc715c-91cf-4144-4e6d-27d53565cfa5,91481a49-39f6-4c85-9a87-3de01f285177,Maple Street Diner,sample_text_6322,sample_text_839,false,false,sample_text_9168,sample_text_2438,sample_text_1779,493,sample_text_4453
f9d1ebbe-f100-474d-a950-26c9831f3a29,2025-07-14T21:52:40.241Z,2025-09-09T13:20:06.709Z,2bd4f3bc-df4b-49c7-997f-c11868da495a,c99158d6-bd93-42cc-6585-6fedbda473c8,Maple Street Diner,sample_text_185,sample_text_7314,true,false,sample_text_4702,sample_text_4829,sample_text_8113,830,sample_text_9044
7939d205-73dd-4d89-b1cb-af90e8ead858,2025-09-05T12:44:59.110Z,2025-07-30T17:48:58.414Z,921679af-a07e-442d-b254-00f81e5f665d,1f944d7a-c145-4606-b226-ca59addffefd,Stone Oven Bakery,sample_text_9772,sample_text_8206,false,false,sample_text_4805,sample_text_8767,sample_text_53,983,sample_text_6198
d0dd195c-1a38-4c05-e855-16a156c9a22a,2025-11-10T05:01:09.028Z,2026-03-26T14:16:38.985Z,615ffcad-04ca-4584-4505-45cbefd50d58,02eac898-e03e-4ede-7167-c2b3f40e7d1a,The Brass Tap,sample_text_8465,sample_text_9404,false,true,sample_text_6666,sample_text_8791,sample_text_9331,430,sample_text_5618
bd12d2ea-a264-4ff7-adf7-1ada9bbb800f,2026-02-01T06:25:39.226Z,2025-10-08T13:19:07.644Z,4c81bc97-321d-48c5-d316-8243b2e8187e,367ec86b-33cc-4e1c-99be-6d4f3680b591,Fresh & Co,sample_text_5390,sample_text_6413,true,false,sample_text_2725,sample_text_1243,sample_text_2234,208,sample_text_1748
ff14edd9-36a0-49c9-b063-1362a882d23a,2026-03-07T02:28:06.098Z,2026-02-06T23:47:18.071Z,7006fd96-e3f8-4225-33e4-be34d610ffbb,cb8fa579-1a0f-4b56-d0df-17115e069361,Oak & Vine,sample_text_7272,sample_text_5873,false,true,sample_text_2278,sample_text_5853,sample_text_5718,490,sample_text_3469
93767a17-3cd9-4f18-82b9-b3da9021bc62,2026-02-28T11:17:57.828Z,2025-07-04T12:50:52.661Z,820e0d69-1dec-4fa2-7dff-4973e37417e7,ea49fb72-2050-42e2-81c3-091e5dbcc276,Maple Street Diner,sample_text_8026,sample_text_3134,false,true,sample_text_9872,sample_text_345,sample_text_6646,171,sample_text_1502
31ab62e7-59df-488e-61ad-8047fa2c461a,2026-04-07T18:27:02.374Z,2025-11-12T14:12:58.535Z,837a9baf-7fed-4fe4-630e-eeaf60164bcb,72571b3c-f6ea-4a2a-2118-2d3a77def4dd,Sunrise Bistro,sample_text_1831,sample_text_7620,false,true,sample_text_1179,sample_text_7170,sample_text_3096,663,sample_text_2149
533a6bda-7dca-40b2-f7b3-a537462f681f,2025-09-07T05:05:38.478Z,2025-08-05T08:36:35.389Z,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,234b0627-79ac-4de2-9e5f-3deaab1f438f,Stone Oven Bakery,sample_text_1762,sample_text_3052,false,false,sample_text_3722,sample_text_7474,sample_text_394,753,sample_text_3786
19dc699e-dbe4-4730-8dc9-6230426ef049,2025-05-28T23:34:17.811Z,2025-06-30T17:09:06.493Z,4f68cba7-6170-4ab1-21f9-a7a23a74f8c0,02eac898-e03e-4ede-7167-c2b3f40e7d1a,Firebird Pizza,sample_text_2477,sample_text_9182,false,false,sample_text_4907,sample_text_8268,sample_text_2335,855,sample_text_3586
665ce57e-5fb1-4be6-db4f-f6ee0226314c,2025-06-13T20:36:46.912Z,2026-03-26T10:28:56.383Z,1eca3985-996e-497f-4644-294968d742b8,faab496b-a78d-4496-aa0f-1f0957801a80,Maple Street Diner,sample_text_9119,sample_text_3165,false,false,sample_text_6361,sample_text_8522,sample_text_2215,460,sample_text_1539
e7e841a1-cb0a-465e-7eeb-9ffd24d7bf1b,2026-02-19T01:49:14.641Z,2025-05-21T21:05:29.031Z,219980cb-3f77-4414-faeb-5f70b1472a36,c99158d6-bd93-42cc-6585-6fedbda473c8,The Local Table,sample_text_7655,sample_text_5000,true,false,sample_text_9563,sample_text_2082,sample_text_8943,632,sample_text_1447
2c744cb8-efd5-4fd9-bc33-f91fd83f27d9,2025-04-30T23:16:14.782Z,2025-09-10T20:36:35.529Z,7cc152ca-2334-4efd-8c58-4327009bcdb6,e2e59b60-b37d-4442-b14f-f66ec99cab25,Firebird Pizza,sample_text_8310,sample_text_7722,false,false,sample_text_354,sample_text_8803,sample_text_8180,934,sample_text_4548
169d064f-9982-41e9-7d72-34c1126c47e2,2025-12-18T22:10:01.219Z,2026-04-04T15:40:02.499Z,e394ca10-b5a0-45cc-8730-3524aff8641a,cb8fa579-1a0f-4b56-d0df-17115e069361,The Local Table,sample_text_5711,sample_text_2182,false,true,sample_text_1406,sample_text_8157,sample_text_832,81,sample_text_6541
627ec26d-8ffa-4d36-58da-5e150288380a,2026-04-08T09:57:29.386Z,2025-07-01T04:08:57.168Z,521d1584-627e-495f-893e-82a12f5344be,8ac01f7d-9c30-4771-a900-d8fc5dd68b28,Mountain View Cafe,sample_text_9160,sample_text_6813,true,true,sample_text_4772,sample_text_4376,sample_text_9937,386,sample_text_4253
3f311862-1729-4e26-157e-794136dbd14b,2025-10-05T21:28:48.192Z,2025-10-05T19:34:15.074Z,3a19d003-2447-4c77-d435-69866c42a3e8,9eaa373f-8df1-4b6c-b2c9-c62b6f3363fe,City Kitchen,sample_text_6273,sample_text_9305,false,true,sample_text_6591,sample_text_6073,sample_text_7266,992,sample_text_1750
94426d87-e40e-42ad-2384-6535b6e31838,2025-10-27T06:35:45.576Z,2025-07-07T18:02:14.111Z,930d6afd-4225-4c87-6245-39cb7a7a0d26,ade33206-8c00-4f20-4bf1-7781c1eb9609,Green Leaf Bistro,sample_text_9833,sample_text_7839,false,false,sample_text_4935,sample_text_2000,sample_text_5280,73,sample_text_3492
541052cf-7497-47ae-943a-aeb08631aaf5,2025-05-28T04:59:02.736Z,2026-03-29T15:44:55.191Z,94519cc1-bdc7-4549-769e-8964efcea7c6,5b22fa71-538f-4f40-5599-52754e6eb443,The Local Table,sample_text_6973,sample_text_7433,true,true,sample_text_7052,sample_text_5319,sample_text_7016,718,sample_text_2152
36223c09-bbb0-4d8f-be6e-bcd21b6c9b00,2025-10-31T01:24:19.855Z,2025-06-27T01:22:01.385Z,fe4720c1-f369-4760-b122-6b324f08f3a3,621e454c-d590-4953-4dc4-27d658cef254,Golden Plate,sample_text_9512,sample_text_5835,false,true,sample_text_3881,sample_text_4422,sample_text_5112,344,sample_text_9819
517ea4be-7921-412f-ab01-2b2767df4e3e,2026-03-06T16:53:58.072Z,2026-04-04T05:36:45.227Z,8fcce2e7-79c7-439d-1c00-1a62a46a56f2,faab496b-a78d-4496-aa0f-1f0957801a80,Oak & Vine,sample_text_2825,sample_text_8214,false,true,sample_text_5987,sample_text_8237,sample_text_2798,455,sample_text_7110
8ed1513e-3b12-485c-6692-9e6bb7b2620a,2025-07-15T19:00:16.182Z,2025-05-14T02:03:45.275Z,343e4691-d779-4742-a9b6-c828fbb55b61,54566fd8-2ce9-43f1-d9c4-3262fe0540e9,The Rustic Fork,sample_text_7709,sample_text_963,false,true,sample_text_8096,sample_text_4549,sample_text_3941,103,sample_text_2654
8cdbaeef-f898-4ac6-d125-965031853907,2025-11-18T06:11:11.824Z,2025-10-31T07:39:04.079Z,1612581f-ee93-42bd-8ca1-106ca3f5fb8d,0a5b5544-8433-485d-8477-4051a66c59da,Red Pepper Thai,sample_text_3464,sample_text_8266,false,false,sample_text_5743,sample_text_3043,sample_text_3113,242,sample_text_9363
8bfc32a8-0fab-4492-2a90-06684a4f219a,2026-04-06T09:46:25.532Z,2026-03-17T13:08:30.456Z,c0b731c7-72d6-4cbc-7d82-0603fe27478a,074f3f9d-1d98-495a-36ce-ea4c10de32e7,Mountain View Cafe,sample_text_1796,sample_text_8836,true,false,sample_text_9703,sample_text_4803,sample_text_1423,730,sample_text_8634
854dbe64-0c8d-4c88-ae4e-9964e96c12c6,2025-11-19T05:30:42.672Z,2025-12-13T18:08:35.163Z,aed83b90-feeb-480d-e57c-176768104c81,6601188e-454e-46f8-39d3-12e3a2450d73,Luna Restaurant,sample_text_9974,sample_text_9510,true,true,sample_text_1032,sample_text_8797,sample_text_1854,373,sample_text_9488
8022618f-fbcc-4f43-ada3-56f947faa1ac,2025-05-06T02:48:23.132Z,2025-08-17T22:53:37.948Z,eb97341d-2385-4175-9a86-c3256608e18e,ade33206-8c00-4f20-4bf1-7781c1eb9609,Red Pepper Thai,sample_text_2014,sample_text_7216,true,false,sample_text_9255,sample_text_4189,sample_text_1683,395,sample_text_4464
f5cdf32c-e553-4187-785d-b451b24db830,2026-01-18T18:57:03.858Z,2025-12-22T05:09:51.586Z,2bd4f3bc-df4b-49c7-997f-c11868da495a,6601188e-454e-46f8-39d3-12e3a2450d73,Firebird Pizza,sample_text_4459,sample_text_1509,true,false,sample_text_3762,sample_text_5022,sample_text_3056,635,sample_text_5412
937e95c6-82b5-4d49-5649-dc97d9daa8d5,2025-12-19T18:40:01.002Z,2025-09-28T07:06:17.776Z,343e4691-d779-4742-a9b6-c828fbb55b61,ea49fb72-2050-42e2-81c3-091e5dbcc276,The Brass Tap,sample_text_1035,sample_text_2199,false,true,sample_text_9627,sample_text_2907,sample_text_1499,690,sample_text_730
dfd5fa5f-b0fb-4272-4721-3fbdb34e7754,2025-07-20T16:52:57.016Z,2025-05-20T11:34:10.505Z,f0fe80e2-ee98-4631-fd46-bedaa4937130,b941f6ec-4ce0-4310-9221-6be0482727a0,The Rustic Fork,sample_text_7169,sample_text_4919,false,true,sample_text_1022,sample_text_4370,sample_text_4298,257,sample_text_8178
147dc3ea-518c-4ccd-0f7b-cc8a4c810d93,2025-05-28T10:41:05.166Z,2026-04-07T23:27:12.960Z,baeb778f-0236-4ea0-497b-a0d46e5c6619,4983674c-e15e-4015-0eb3-50b01d7810f8,Red Pepper Thai,sample_text_2235,sample_text_5985,true,false,sample_text_7424,sample_text_5061,sample_text_8031,22,sample_text_2400
f88f9e54-985b-4cee-2929-39f6d270983d,2026-01-28T15:21:21.630Z,2025-11-04T16:15:32.536Z,219980cb-3f77-4414-faeb-5f70b1472a36,7eb2d58e-90b4-4cb6-235b-f52575ca8c43,Red Pepper Thai,sample_text_8378,sample_text_7445,false,false,sample_text_1945,sample_text_3272,sample_text_5780,377,sample_text_7346
db7b6f52-b650-4c4f-3a2b-85f6ace01664,2026-01-17T05:38:47.313Z,2025-06-04T22:36:31.383Z,a41d4030-6171-4181-a953-5d0104c592fd,b8378524-c3b6-4652-6983-adbddb7aa9dd,Cloud Nine Cafe,sample_text_7803,sample_text_6773,true,false,sample_text_5294,sample_text_9315,sample_text_7377,374,sample_text_3702
89b2f4ae-8443-4801-975e-0092e48e3794,2025-07-20T03:35:09.747Z,2025-06-13T23:51:42.979Z,930d6afd-4225-4c87-6245-39cb7a7a0d26,7275a4a2-65a3-47ed-3d1e-7026f453021d,Firebird Pizza,sample_text_9294,sample_text_2337,false,false,sample_text_3658,sample_text_4848,sample_text_6984,872,sample_text_7121
ad02f55e-02a7-4656-6d64-27b30ece1e62,2026-02-20T05:17:25.644Z,2025-09-12T16:06:07.890Z,aed83b90-feeb-480d-e57c-176768104c81,d686c193-7466-44fb-b1a6-37325154df4c,Golden Plate,sample_text_2575,sample_text_3779,false,true,sample_text_6972,sample_text_6364,sample_text_4838,870,sample_text_3293
47ee391b-459d-4aee-0e6b-9eb5dc4abd6b,2026-01-10T19:24:34.504Z,2025-08-22T15:43:25.606Z,2d706e75-fd47-4d6b-cc14-10a1bf804d62,367ec86b-33cc-4e1c-99be-6d4f3680b591,The Brass Tap,sample_text_6951,sample_text_818,false,true,sample_text_1560,sample_text_979,sample_text_8456,382,sample_text_7559
db15e87b-6ee7-4560-85d1-20b13439f4fe,2025-07-31T01:11:53.505Z,2025-08-11T07:41:49.376Z,13f8f388-7de1-4383-f922-a0d8a397e76c,65b719d4-a6d4-4c9f-1165-ea0ebe168811,Fresh & Co,sample_text_366,sample_text_6608,false,false,sample_text_5057,sample_text_259,sample_text_7210,323,sample_text_8917
de5be1db-c248-4856-4c75-6a7be00724a0,2025-06-04T15:11:59.318Z,2025-05-23T01:21:55.302Z,5b1b6bbb-ac85-477d-9a11-d480281a4b21,699866f4-eda9-4222-4727-7702d9d050eb,The Brass Tap,sample_text_860,sample_text_337,false,false,sample_text_4699,sample_text_930,sample_text_1854,608,sample_text_2857
bf5c0098-4937-4ac3-2f88-2cc891c2f699,2025-12-18T22:25:11.963Z,2026-02-09T08:42:48.346Z,b1160aa4-615e-46be-c33f-53b664f1618f,db60da3b-65f5-43f8-0cf6-3a1af6e416bd,Firebird Pizza,sample_text_6369,sample_text_3953,true,false,sample_text_7204,sample_text_3955,sample_text_6627,382,sample_text_8395
d796390b-b86f-40da-a377-5610f98a3eb2,2025-07-18T14:36:00.870Z,2025-06-12T07:09:55.630Z,f56bd850-ae1d-4c12-1f67-ecd289df1620,8a0aa082-f148-423d-fd6f-c28d86c0215a,Harbor Grill,sample_text_421,sample_text_5501,true,false,sample_text_1491,sample_text_8914,sample_text_3848,570,sample_text_7951
a8499494-bed7-480c-b931-3fca0c92e8c4,2026-04-07T15:29:14.031Z,2026-01-18T13:06:17.129Z,b9a92613-a49f-49ac-02ac-12389b77c55c,9eaa373f-8df1-4b6c-b2c9-c62b6f3363fe,Fresh & Co,sample_text_5901,sample_text_8984,true,false,sample_text_2463,sample_text_8679,sample_text_4730,766,sample_text_9344
7d8890d8-67c1-451e-b6f5-4771eb2289e8,2025-05-16T02:20:12.005Z,2025-12-10T05:23:12.640Z,b9a92613-a49f-49ac-02ac-12389b77c55c,b3ab5a31-3db7-455f-604b-d752ad0d37c7,Fresh & Co,sample_text_6535,sample_text_648,false,true,sample_text_9261,sample_text_3605,sample_text_3826,697,sample_text_7679
e2fe965d-80de-446c-f2c1-b3dea5e6a7fa,2025-04-18T14:47:24.567Z,2025-10-28T03:25:36.313Z,e536d26c-1212-499f-3401-979cc6978147,621e454c-d590-4953-4dc4-27d658cef254,Corner Deli,sample_text_8284,sample_text_9553,false,true,sample_text_6938,sample_text_9205,sample_text_7800,444,sample_text_7642
909ae622-e554-48a7-fc14-ac2c74002c2b,2025-06-27T18:57:59.150Z,2026-03-24T05:51:35.820Z,eb97341d-2385-4175-9a86-c3256608e18e,621e454c-d590-4953-4dc4-27d658cef254,Corner Deli,sample_text_1687,sample_text_1118,true,true,sample_text_4624,sample_text_5906,sample_text_3910,760,sample_text_2065
03f3b403-c7cb-4aee-da72-ddcd554de294,2025-09-20T18:26:30.060Z,2025-12-06T16:18:56.682Z,76fb7096-3d5c-4180-3013-e7a55c8b02bb,b68d9d85-277a-4f14-1564-cbb9598388f9,The Local Table,sample_text_7479,sample_text_7716,true,false,sample_text_1132,sample_text_378,sample_text_1446,108,sample_text_7094
1c4333e6-f01f-45bb-2f6a-ffd15e2f7967,2025-10-07T13:08:47.989Z,2026-02-03T21:41:18.707Z,7d85b267-ac94-499b-94c1-eff3632a4d8b,e4a45791-4bec-432e-83c4-834772750abf,Fresh & Co,sample_text_6259,sample_text_6703,false,true,sample_text_9393,sample_text_9460,sample_text_320,646,sample_text_9812
a062de6f-3dd6-4807-f5bd-889ce266039f,2025-11-23T11:05:39.413Z,2025-11-22T05:52:54.620Z,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,65b719d4-a6d4-4c9f-1165-ea0ebe168811,Maple Street Diner,sample_text_1467,sample_text_2342,false,true,sample_text_6187,sample_text_1695,sample_text_77,644,sample_text_6825
