id,student_id,school_id,config_id,risk_score,risk_level,previous_level,level_changed,risk_factors,trajectory,confidence_level,recommended_actions,metrics_snapshot,trigger_type,computed_at,created_at
8c2cf410-849c-449c-c4a3-2684990da2a6,974aa30d-547e-4e21-86d6-1f3c34623f7f,c41be56c-1b03-4f83-3798-7ff82c84c273,b0782916-21a5-481a-97bd-7ef718c52928,149.19,watch,watch,false,sample_text_9453,declining,295.27,sample_text_9104,sample_text_1946,batch_nightly,2025-07-01T00:40:28.883Z,2025-12-16T09:46:00.699Z
b1fd2412-84b1-4094-78a7-6f859842a4e8,2d6bfb42-752b-4b9d-3444-de223d3aae60,32a1daeb-123e-4dbe-b622-aea59b73722d,6102968b-897d-437a-890b-316f2bce9016,918.55,at_risk,critical,false,sample_text_6924,improving,44.67,sample_text_4292,sample_text_6084,manual,2026-03-31T23:38:36.872Z,2025-12-18T08:43:11.315Z
8824db45-3376-4a99-9b4d-fa1d3b9eccc4,b913d05c-d452-4b8d-58bc-5af42ecc92ad,1612581f-ee93-42bd-8ca1-106ca3f5fb8d,4208b9fe-1dc2-4cf1-348a-6018e91e4ab5,528.36,watch,at_risk,false,sample_text_2369,declining,112.18,sample_text_2279,sample_text_5623,manual,2026-01-16T16:24:39.944Z,2025-06-19T17:14:59.286Z
0be0b683-bc5c-4f0b-8377-518865d05387,5ad3d718-54d7-4cd2-1fcf-87aea33287e9,fe4720c1-f369-4760-b122-6b324f08f3a3,b6b48427-ef43-4c99-d43d-03d0dfbc0dae,383.54,watch,watch,true,sample_text_801,stable,863.34,sample_text_647,sample_text_6325,manual,2025-06-02T08:46:48.982Z,2025-12-17T05:07:09.069Z
bf5b2674-cb91-4ebb-83d2-e4fb3d01527d,fb441a9a-76af-4633-ef6e-1ccf7e88caa7,e112e16e-d7d4-47de-a1f6-038db1f702ae,9be48baf-ea62-428b-5314-b93e866b53ee,247.21,at_risk,watch,true,sample_text_8859,stable,148.3,sample_text_9789,sample_text_9698,sync_event,2025-08-19T20:20:00.904Z,2025-07-06T09:21:15.808Z
fb5795c0-3d24-48eb-b296-8012a1d4d129,4335fda9-afa6-493e-0026-1aa0263939a5,73370ee3-24e1-494c-b530-e79710873eeb,6957b173-8384-43f0-f5c0-00651e3558ed,941.55,critical,on_track,true,sample_text_7680,improving,197.88,sample_text_7499,sample_text_8028,manual,2025-08-14T06:53:07.858Z,2025-12-11T05:43:36.334Z
bf11cf2c-f716-46c7-1eb6-486110ece0de,4459d0bc-ac12-45e0-2241-37b73184e150,32a1daeb-123e-4dbe-b622-aea59b73722d,dea171a2-9f22-43d0-5d21-68fd32193d85,654.93,critical,on_track,true,sample_text_7013,improving,931.32,sample_text_1053,sample_text_5265,sync_event,2025-07-07T07:52:31.000Z,2025-09-15T22:41:43.384Z
36f9780f-037f-443b-bc8c-6b69ac8d1f0d,ca649c96-10ee-4d76-dcea-e4beca9603df,24557b57-0c13-4c0c-a3e9-39903a1a94a3,9be48baf-ea62-428b-5314-b93e866b53ee,734.48,watch,on_track,false,sample_text_2114,stable,619.72,sample_text_3108,sample_text_5719,batch_nightly,2026-03-20T05:45:48.160Z,2025-10-10T14:47:07.207Z
798680ef-54c4-4f96-9e09-99c392b049e9,73e655b7-927f-4010-5d38-ed87d5958465,4f68cba7-6170-4ab1-21f9-a7a23a74f8c0,7e11bf19-f618-405d-a65a-b71fca80e360,357.24,critical,watch,true,sample_text_9248,improving,119.18,sample_text_8446,sample_text_5351,sync_event,2025-08-12T09:11:45.641Z,2025-09-09T09:20:52.259Z
88051589-ff5b-4af0-2bab-37ca91510a39,4f6d2f72-e04a-4494-a2d8-a7c9330625ec,c8bf5171-97bd-4a3c-df89-c4059e1474e2,f7be2c0e-c24c-46c4-da0f-acd1a398cf5f,449.16,critical,at_risk,false,sample_text_9835,stable,237.85,sample_text_9942,sample_text_8016,batch_nightly,2025-10-13T20:15:32.693Z,2025-07-31T05:19:41.854Z
029add31-516d-4977-fc77-dd164533d8e3,152072c0-f075-4a77-bebe-aaa40d5c36c5,0898bc8a-8083-4b0c-faf9-0f5d0224e73e,2e70929f-4dd3-4571-4318-39fb8f6dd2a5,244.26,on_track,at_risk,false,sample_text_115,improving,734.7,sample_text_9318,sample_text_3573,manual,2025-08-21T02:53:35.565Z,2026-04-09T07:40:31.892Z
4d2e0947-f33e-4981-4a9c-de361886c27d,7e8ad38f-d17c-4824-3c91-c8579a6b5e5f,13f8f388-7de1-4383-f922-a0d8a397e76c,03214f9a-c5a4-4460-ced2-c112d1bb3fd7,778.77,on_track,critical,false,sample_text_8880,stable,45.31,sample_text_2641,sample_text_2347,batch_nightly,2025-12-23T06:02:36.584Z,2025-10-02T04:02:46.390Z
3d17cd5a-1059-4d10-bfcd-f9bd0f7d5591,08c9d53b-5bb4-4a4e-3e69-2fcd9679e99e,c41be56c-1b03-4f83-3798-7ff82c84c273,c66275ef-e983-4492-b064-baf99e43dc48,88.44,on_track,on_track,true,sample_text_2377,improving,300.84,sample_text_1887,sample_text_2828,sync_event,2026-01-08T06:43:13.597Z,2026-01-07T10:37:46.949Z
ef44a58a-4ef2-466f-656f-85d5119aa1c1,2815d421-fa85-4846-4e67-32f2b052db68,16c0f045-ad9e-4d23-8922-374a2534b914,0722a489-b5ae-44b9-6098-f053ba33cb34,485.52,critical,critical,false,sample_text_6273,improving,802.09,sample_text_8575,sample_text_1064,batch_nightly,2025-07-01T06:38:37.989Z,2025-05-03T12:04:25.614Z
7a56de0f-fa86-409f-f213-7bf993f18339,09e8d1ef-f5f0-41fa-38f3-10bac079d03c,921679af-a07e-442d-b254-00f81e5f665d,17910787-3bc0-4405-6348-eb717ba43c68,759.22,at_risk,watch,true,sample_text_1578,improving,656.64,sample_text_1025,sample_text_8920,sync_event,2025-09-03T08:50:35.313Z,2025-07-14T14:06:30.203Z
6ffb74f4-ff72-4502-d755-efdc40b8f7c6,974aa30d-547e-4e21-86d6-1f3c34623f7f,1eca3985-996e-497f-4644-294968d742b8,4596734f-0db4-436c-549e-7e7f79d36af2,27.7,watch,critical,true,sample_text_6081,stable,430.32,sample_text_9294,sample_text_3482,sync_event,2026-03-05T06:39:26.043Z,2025-07-16T22:13:26.219Z
2aea477a-e481-499d-3646-8e78012420c5,3e334f12-6fd2-4fbe-3f23-a1309343356d,e112e16e-d7d4-47de-a1f6-038db1f702ae,fb6fe658-e43e-4bab-f33d-cdc88cf6d009,778.39,at_risk,watch,false,sample_text_719,stable,403.27,sample_text_1634,sample_text_9703,manual,2025-04-13T19:02:30.236Z,2025-05-05T21:22:48.298Z
9a0bb43f-0beb-47fc-a659-2bba50d74fa6,09e8d1ef-f5f0-41fa-38f3-10bac079d03c,f3e56a9d-701d-4138-17b4-468168466ac1,bc9b64c3-7ac2-47be-b6ba-88c69cdd4231,109.81,at_risk,at_risk,false,sample_text_5635,declining,295.29,sample_text_7432,sample_text_7290,manual,2025-10-26T18:09:03.398Z,2025-12-23T22:44:45.293Z
cb8de073-90bd-4b8b-a943-fe7536b16602,230051a7-77f6-49c9-6d7a-c1c341da56c9,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,e1d67455-26d0-42b8-8392-6c93f05c405f,198.47,watch,critical,true,sample_text_5230,improving,676.36,sample_text_8272,sample_text_5187,batch_nightly,2025-09-25T19:16:47.220Z,2025-11-11T23:28:01.985Z
36eec1eb-076d-46b4-0b30-faf80e438b95,2de16969-104d-43a0-bfd9-fe690d9d6eac,7cc152ca-2334-4efd-8c58-4327009bcdb6,65f06e81-ac89-4cf7-22de-983490e0ebd8,583.59,watch,at_risk,false,sample_text_55,improving,854.17,sample_text_8587,sample_text_862,manual,2025-08-29T10:29:59.087Z,2025-06-26T21:28:15.203Z
e7fcc6c8-4dc7-43c7-b7cb-d11b198a3d52,e66f5152-bb91-495c-70a1-919b8657aacd,4c81bc97-321d-48c5-d316-8243b2e8187e,0f169150-4a9e-4c9e-a5a7-2a87c95cb619,396.25,watch,at_risk,true,sample_text_2772,improving,347.81,sample_text_1931,sample_text_7464,sync_event,2025-11-01T05:47:17.395Z,2026-01-07T16:14:20.967Z
c42b1f4d-e49f-4b9d-947c-a0c7b575a5b1,afb57115-93e2-41e4-19fb-726afc7dc847,c8bf5171-97bd-4a3c-df89-c4059e1474e2,74c04875-f227-4b95-b8e1-02b3e360c29a,933.03,at_risk,at_risk,false,sample_text_7878,improving,493.66,sample_text_3089,sample_text_5827,sync_event,2026-01-01T00:30:12.229Z,2026-03-26T07:35:06.472Z
09c84f43-bc2e-470e-ec1d-6ac444a8a17a,4f6d2f72-e04a-4494-a2d8-a7c9330625ec,921679af-a07e-442d-b254-00f81e5f665d,4bd78a73-fe22-48ea-15fa-41d669387bca,356.47,on_track,critical,false,sample_text_8336,improving,498.11,sample_text_3172,sample_text_1736,manual,2025-08-16T07:04:22.624Z,2025-04-17T16:12:12.130Z
e7f3bb50-3298-4e3a-7743-9c97cf79b72a,5bcd0cf0-44a3-4e73-1c78-3d3c73e703b3,921679af-a07e-442d-b254-00f81e5f665d,6102968b-897d-437a-890b-316f2bce9016,665.61,watch,watch,false,sample_text_6781,improving,63.15,sample_text_2364,sample_text_3258,batch_nightly,2025-05-28T03:23:57.601Z,2025-05-11T05:54:56.578Z
6414c0aa-0370-49fc-1832-be0a349c1bb4,4f78a299-95cc-4ebc-45f5-de09ee40e0da,3f4d6f7d-05f7-4310-de9f-ae93e46984db,19db1755-d84d-444d-e869-b9575b91a188,869.16,at_risk,at_risk,false,sample_text_4050,stable,620.32,sample_text_4582,sample_text_3311,manual,2025-12-20T22:39:34.829Z,2025-10-28T12:53:28.515Z
61b73d02-7b90-47e0-813e-4bce6a6a703d,98dc63d7-8988-4ff8-b7ca-2ab8d1f39352,521d1584-627e-495f-893e-82a12f5344be,4392a6e2-b231-4942-8243-57426e266e6b,295.84,on_track,on_track,true,sample_text_8530,declining,845.36,sample_text_2302,sample_text_4376,batch_nightly,2025-07-16T08:38:29.376Z,2026-04-10T01:18:51.176Z
5a1435ec-1760-459d-d2a0-7cbf9d1107ec,44e91cce-ea65-438a-461a-9f0cf86acc81,2d706e75-fd47-4d6b-cc14-10a1bf804d62,16da0aa9-712e-4a53-68eb-adf5203ce5f3,131.32,at_risk,on_track,true,sample_text_5590,stable,9.37,sample_text_7098,sample_text_6594,manual,2026-01-04T22:10:28.257Z,2025-09-06T03:13:20.916Z
efd9d40a-e65b-4d75-47ca-0c05d9259a97,63b3d997-8d4b-4027-f32c-5ba74efdff76,e112e16e-d7d4-47de-a1f6-038db1f702ae,b7295d46-5a93-4d59-2ad8-1c9c45690419,529.35,watch,watch,true,sample_text_1119,stable,290.71,sample_text_5565,sample_text_842,batch_nightly,2025-07-03T16:33:22.085Z,2025-06-28T14:55:35.726Z
c916a787-cdb3-43fb-e2d9-6d8a1b11086b,0ba497e7-4a6e-4b40-b8d5-7f23952ad2cd,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,d9793c21-775d-4d32-a5ae-7643b038b83e,616.03,critical,at_risk,true,sample_text_8753,improving,174.8,sample_text_7505,sample_text_4159,sync_event,2025-11-25T18:47:14.271Z,2025-07-22T07:12:44.388Z
2f47f7e6-8840-45b7-92de-86d5b6c35486,942582d6-df90-465e-0a7c-344463dcc5fc,76fb7096-3d5c-4180-3013-e7a55c8b02bb,bc9b64c3-7ac2-47be-b6ba-88c69cdd4231,908.89,on_track,at_risk,true,sample_text_133,declining,34.64,sample_text_7500,sample_text_1347,batch_nightly,2026-01-15T01:25:45.148Z,2025-08-19T05:08:22.750Z
a0cd1d62-27c4-4bd6-b7fc-5764a410fcb7,19b0ce65-5cea-46af-9685-0855cb090984,2d706e75-fd47-4d6b-cc14-10a1bf804d62,d7bed816-0ade-4251-cbdc-a5d286cd022b,852.28,watch,critical,false,sample_text_7785,improving,576.25,sample_text_8519,sample_text_5004,manual,2025-12-21T05:26:23.152Z,2026-01-20T13:11:36.692Z
b669a4fb-cddd-47e4-5e4d-4b6b8ff53ae7,ca649c96-10ee-4d76-dcea-e4beca9603df,343e4691-d779-4742-a9b6-c828fbb55b61,e1d67455-26d0-42b8-8392-6c93f05c405f,277.7,at_risk,critical,true,sample_text_5045,improving,560.97,sample_text_3892,sample_text_6735,batch_nightly,2025-08-08T07:43:20.038Z,2025-08-17T23:14:22.934Z
c3a6d507-7163-46af-5824-82b9f5a2d2d5,e66f5152-bb91-495c-70a1-919b8657aacd,b1160aa4-615e-46be-c33f-53b664f1618f,be21f9b6-f267-456a-fb98-0c6914011166,709.78,watch,at_risk,false,sample_text_8219,improving,427.45,sample_text_1561,sample_text_7746,sync_event,2025-07-30T08:48:20.274Z,2025-06-24T15:32:30.307Z
436e241b-f0b8-4734-f74c-ca74458e1f15,44e96aef-1775-4e8c-e285-02e0cadba8e3,baeb778f-0236-4ea0-497b-a0d46e5c6619,0722a489-b5ae-44b9-6098-f053ba33cb34,954.71,critical,watch,false,sample_text_6658,improving,545.22,sample_text_1948,sample_text_6557,sync_event,2025-05-19T14:33:30.460Z,2025-06-16T06:17:34.052Z
9fb8c08a-3272-4d2f-c185-7570eb41754a,4459d0bc-ac12-45e0-2241-37b73184e150,921679af-a07e-442d-b254-00f81e5f665d,d4fea4ac-b3e9-4659-e0f5-b45888289cae,935.44,at_risk,watch,true,sample_text_1462,improving,624.3,sample_text_7648,sample_text_2109,sync_event,2026-02-06T20:24:42.028Z,2026-03-10T20:45:16.166Z
aa22c13d-87ee-4b88-39de-df2e524d0e58,5bcd0cf0-44a3-4e73-1c78-3d3c73e703b3,e394ca10-b5a0-45cc-8730-3524aff8641a,6519c351-b899-4ce9-c8be-1ccc1f8e4278,491.07,at_risk,on_track,true,sample_text_3615,improving,977.31,sample_text_4611,sample_text_3470,manual,2025-11-23T08:07:21.319Z,2026-01-02T06:37:54.495Z
e68f8c95-8f88-4368-2e1e-f6fa66151225,09e8d1ef-f5f0-41fa-38f3-10bac079d03c,3f4d6f7d-05f7-4310-de9f-ae93e46984db,8b5951ea-ddd1-437f-b1f8-d3d2cea21166,461.18,on_track,critical,false,sample_text_8934,stable,453.34,sample_text_2248,sample_text_7064,manual,2025-09-11T06:05:35.006Z,2025-09-30T21:29:18.319Z
24aab6b7-1c54-41f1-08a5-d7472519a229,9a9475d1-a832-46dc-d803-59feef06073e,10539e4e-19ad-49ff-5fb1-13c6a13a9cc0,3a77b0f7-9043-4e12-8e52-ece087207c29,811.64,on_track,on_track,false,sample_text_5103,improving,591.82,sample_text_3483,sample_text_302,sync_event,2025-07-31T13:37:49.253Z,2025-10-15T14:33:22.569Z
0430838c-6174-4503-9c3f-c14492cdb5f6,0ba497e7-4a6e-4b40-b8d5-7f23952ad2cd,7cc152ca-2334-4efd-8c58-4327009bcdb6,17910787-3bc0-4405-6348-eb717ba43c68,187.07,critical,at_risk,true,sample_text_3998,improving,493.29,sample_text_9226,sample_text_1589,manual,2026-03-23T21:31:03.955Z,2025-04-30T15:27:25.689Z
e473173c-1232-406a-3575-363b542b03b0,cd416869-1efc-4398-0a2a-903b79ed2d98,2e858920-a13b-46d3-3f94-8050bb03f098,d7bed816-0ade-4251-cbdc-a5d286cd022b,794.17,at_risk,critical,false,sample_text_1943,improving,339.45,sample_text_8797,sample_text_8105,sync_event,2026-02-11T00:30:54.060Z,2026-02-26T07:30:09.500Z
35505bfc-f374-42dc-f16b-8dd7b5f89419,40dc6875-50a3-4da6-8104-124ea7a529fb,aed83b90-feeb-480d-e57c-176768104c81,2e70929f-4dd3-4571-4318-39fb8f6dd2a5,964.67,watch,critical,false,sample_text_521,improving,320.05,sample_text_651,sample_text_8930,batch_nightly,2025-04-23T19:10:14.564Z,2025-11-19T03:36:10.003Z
42f3f2e0-8ad5-4ecc-e040-08711295c0d2,19b0ce65-5cea-46af-9685-0855cb090984,f902ac6e-7076-46f8-2ee0-d0970401682b,e0c305f7-fc0e-4d62-d8da-63606b5c6081,512.67,on_track,critical,false,sample_text_6016,improving,689.14,sample_text_4880,sample_text_6674,batch_nightly,2025-09-12T07:53:58.739Z,2025-12-12T00:07:46.531Z
c991dcf3-576c-4620-cfc0-0fc16d8734e1,ca649c96-10ee-4d76-dcea-e4beca9603df,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,25223466-997d-46a5-5751-e9815d48ac30,70.68,watch,on_track,true,sample_text_5005,stable,23.16,sample_text_1180,sample_text_5034,manual,2026-04-08T02:49:03.902Z,2025-06-24T00:09:27.442Z
5794bdb7-23bd-422e-64a9-a4c0d9f16e89,43a0c009-5096-4beb-ceb2-2e90d29fa6d1,c41be56c-1b03-4f83-3798-7ff82c84c273,54d489cf-62fb-4a40-2267-3f3268b52600,903.66,at_risk,on_track,true,sample_text_3022,stable,251.07,sample_text_4741,sample_text_6698,sync_event,2026-01-02T03:49:03.199Z,2025-07-01T21:45:04.457Z
b6c16064-b6ee-4429-9b33-08fdb973ae3e,4361747f-bbcd-4426-e55e-5ac00ba3e695,f902ac6e-7076-46f8-2ee0-d0970401682b,dffdd978-57a2-4bc6-4cf1-3898c2c49169,181.74,critical,critical,false,sample_text_4833,improving,298.3,sample_text_613,sample_text_5108,sync_event,2025-12-31T08:05:44.809Z,2025-11-30T21:32:33.699Z
1fb34f52-1556-4251-7d57-7df3c6d13cca,4335fda9-afa6-493e-0026-1aa0263939a5,343e4691-d779-4742-a9b6-c828fbb55b61,0fd6242e-8a30-4b49-a97a-911986bbba77,26.09,at_risk,on_track,true,sample_text_257,stable,593.69,sample_text_3354,sample_text_2397,batch_nightly,2026-03-01T19:40:49.071Z,2025-06-22T15:32:43.633Z
2d8cd409-e5e9-4bb3-5882-19b0edc5dbd1,cfed3b67-1de3-46ea-e76f-c89d08ec289a,16c0f045-ad9e-4d23-8922-374a2534b914,5a06f1dd-ce21-4cb4-285a-7642ffe451bf,836.64,critical,critical,false,sample_text_7340,stable,849.6,sample_text_2897,sample_text_1267,batch_nightly,2025-08-30T01:34:01.559Z,2026-03-01T23:41:07.503Z
5f55e5da-8ce9-44f0-5df6-eb69c6351ebe,12c936b7-76a2-4244-3342-f64b193771af,4ca6797c-e546-4f8b-df90-dbb08907d99e,bc9b64c3-7ac2-47be-b6ba-88c69cdd4231,717.24,watch,at_risk,true,sample_text_3310,improving,229.32,sample_text_6011,sample_text_8992,sync_event,2025-11-12T20:17:16.128Z,2025-04-28T01:05:55.522Z
1d47d7ea-13cc-41cc-4dbe-2c2857f61f11,3e4e588f-bb13-48f9-ae27-231d699b174f,2e858920-a13b-46d3-3f94-8050bb03f098,25223466-997d-46a5-5751-e9815d48ac30,981.36,at_risk,watch,false,sample_text_2939,stable,430.95,sample_text_1021,sample_text_4805,batch_nightly,2025-06-06T02:14:56.818Z,2026-02-23T14:57:39.407Z
4e4e86a7-86f6-441f-5448-32a1acde9372,73e655b7-927f-4010-5d38-ed87d5958465,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,2e70929f-4dd3-4571-4318-39fb8f6dd2a5,138.81,at_risk,watch,false,sample_text_4924,improving,702.68,sample_text_2781,sample_text_1889,manual,2025-04-24T12:25:09.489Z,2026-04-10T13:55:29.647Z
c10218c6-292a-4045-4adf-564dd30b3117,f3bdc0f5-709a-4443-3bcd-690202dcd619,521d1584-627e-495f-893e-82a12f5344be,74c04875-f227-4b95-b8e1-02b3e360c29a,482.34,at_risk,critical,true,sample_text_9114,stable,66.15,sample_text_9990,sample_text_2510,manual,2025-11-21T12:01:41.031Z,2025-07-25T16:04:04.958Z
5fd2cde9-8bc5-4474-9226-7eaf3dcbfdff,49c0f8d8-fcc1-4c41-a548-3ff914a66692,343e4691-d779-4742-a9b6-c828fbb55b61,ea5d2f06-29bd-4fae-c4bb-c2ede950d9ab,831.5,critical,watch,false,sample_text_6508,stable,876.98,sample_text_2020,sample_text_886,sync_event,2026-04-03T10:29:37.171Z,2025-08-12T11:05:18.286Z
a4fea8a7-00e2-4ec9-31d2-7d44cb21697c,08c9d53b-5bb4-4a4e-3e69-2fcd9679e99e,b1160aa4-615e-46be-c33f-53b664f1618f,13f8f080-7294-4084-b8b0-e9f602a28092,737.37,at_risk,at_risk,false,sample_text_8056,improving,751.45,sample_text_6258,sample_text_1805,manual,2025-11-18T11:21:22.384Z,2025-07-23T19:37:31.590Z
9b239fa4-5988-4ec3-b23f-505bdd92ea72,40dc6875-50a3-4da6-8104-124ea7a529fb,76fb7096-3d5c-4180-3013-e7a55c8b02bb,54ade2d1-7dfd-4112-f5a3-e8fd47e1621d,980.37,critical,at_risk,false,sample_text_2777,stable,40.23,sample_text_8815,sample_text_6712,batch_nightly,2025-12-18T15:03:32.158Z,2026-02-07T13:03:01.361Z
80b081aa-c548-43d8-0876-758756a3dbc8,31e6dcd8-7b5b-4c54-b419-66da1259c0d7,837a9baf-7fed-4fe4-630e-eeaf60164bcb,74c04875-f227-4b95-b8e1-02b3e360c29a,330.86,on_track,at_risk,true,sample_text_5103,stable,82.61,sample_text_1313,sample_text_9915,batch_nightly,2025-05-05T18:44:55.221Z,2025-12-26T18:41:06.234Z
46acb15a-87bd-4297-cb45-074fe0842a12,ca649c96-10ee-4d76-dcea-e4beca9603df,2a4e5e57-fab3-47be-aa17-438ff8cedd26,d4fea4ac-b3e9-4659-e0f5-b45888289cae,525.03,on_track,watch,false,sample_text_2222,improving,49.42,sample_text_9081,sample_text_1633,manual,2025-06-23T04:45:03.211Z,2026-01-16T12:21:45.351Z
2aba6205-d457-4cd4-7d3e-eedae15fade0,3e334f12-6fd2-4fbe-3f23-a1309343356d,aed83b90-feeb-480d-e57c-176768104c81,ba3c335f-0f94-42bd-b920-49b7e4cc9f58,881.03,at_risk,at_risk,true,sample_text_7735,declining,780.44,sample_text_9926,sample_text_6914,manual,2025-12-08T10:57:48.035Z,2025-12-04T19:26:31.572Z
b0a2f50b-4f83-4c40-aa6d-94333da60eb6,7b4e9cee-f4ce-4983-6f42-9424ff347d5a,b017f20d-2b75-45dd-64d2-722f145a78d0,f7be2c0e-c24c-46c4-da0f-acd1a398cf5f,336.47,on_track,on_track,false,sample_text_9388,improving,589.35,sample_text_4128,sample_text_2424,sync_event,2025-07-27T06:15:46.102Z,2025-10-27T16:41:04.415Z
7e5a1f76-768f-4abd-1362-35434291d9e7,f3bdc0f5-709a-4443-3bcd-690202dcd619,59faa8f0-e266-467f-aa62-7fd97008cad7,5a06f1dd-ce21-4cb4-285a-7642ffe451bf,854.06,at_risk,at_risk,true,sample_text_1574,improving,26.3,sample_text_6749,sample_text_8114,batch_nightly,2025-08-23T07:13:12.036Z,2025-12-09T04:23:16.081Z
bf8fc72d-ae78-4b7e-536f-84f571f21a33,08c9d53b-5bb4-4a4e-3e69-2fcd9679e99e,b017f20d-2b75-45dd-64d2-722f145a78d0,6102968b-897d-437a-890b-316f2bce9016,197.54,on_track,at_risk,false,sample_text_906,declining,539.7,sample_text_6889,sample_text_6531,sync_event,2026-03-24T22:41:20.707Z,2025-11-14T02:27:22.855Z
43c1fa0f-a749-49a1-9510-81da0136c8f8,8a50d483-aa92-4384-4deb-3d5c6bf0f0f7,291d99ad-c85c-4557-8915-25527607d5cf,ea5d2f06-29bd-4fae-c4bb-c2ede950d9ab,699.63,on_track,at_risk,false,sample_text_371,improving,356.23,sample_text_634,sample_text_276,manual,2025-10-05T22:02:20.372Z,2025-07-18T07:25:57.188Z
07192094-6dc3-4d9d-f597-8be0b052a57e,43a0c009-5096-4beb-ceb2-2e90d29fa6d1,c8bf5171-97bd-4a3c-df89-c4059e1474e2,be21f9b6-f267-456a-fb98-0c6914011166,296.07,on_track,critical,false,sample_text_3161,declining,967.85,sample_text_3649,sample_text_2089,manual,2026-02-14T11:54:01.485Z,2026-02-26T09:10:22.914Z
