id,created_at,school_id,user_id,type,priority,title,message,action_url,action_label,related_student_id,related_intervention_id,is_read,read_at,is_dismissed,dismissed_at,expires_at,metadata
8e8f8788-9a63-41e8-1e99-b7183b311c19,2025-07-07T14:38:35.934Z,4c81bc97-321d-48c5-d316-8243b2e8187e,65b719d4-a6d4-4c9f-1165-ea0ebe168811,system,high,Intervention review due,sample_text_9117,sample_text_6288,sample_text_8796,f3bdc0f5-709a-4443-3bcd-690202dcd619,22a0a6d0-f90a-40bf-5c2c-2c0d989b6a0d,true,2025-10-30T20:35:10.653Z,false,2026-01-03T22:26:12.873Z,2026-04-05T02:43:09.426Z,sample_text_2988
ef3ca747-c800-4ea8-ae32-c4fac9c77ab5,2025-06-12T02:14:19.164Z,930d6afd-4225-4c87-6245-39cb7a7a0d26,cb8fa579-1a0f-4b56-d0df-17115e069361,insight,low,Intervention review due,sample_text_6108,sample_text_5327,sample_text_2115,73e655b7-927f-4010-5d38-ed87d5958465,02921be7-21ab-4274-eb8c-fd17367ef932,true,2025-11-04T13:20:23.390Z,false,2025-08-25T11:07:51.892Z,2025-11-09T20:57:31.275Z,sample_text_1658
35ed3973-51d5-4d9f-774e-676bc0378ab5,2025-06-27T23:03:17.722Z,c8bf5171-97bd-4a3c-df89-c4059e1474e2,c6fb6b4b-9efd-4a20-fd85-28ef5167ab5d,insight,medium,Assessment results available,sample_text_4733,sample_text_1415,sample_text_6265,3aaad658-14e8-4861-52c9-2341f1d4e7da,aafbdce4-b166-4344-e700-6fcd4aaa8f29,true,2026-03-30T06:46:10.217Z,false,2026-03-23T09:30:06.600Z,2025-10-04T03:46:05.396Z,sample_text_6643
0061fa8e-98e6-49e1-1794-0a3782571c7b,2025-05-26T21:49:08.854Z,24557b57-0c13-4c0c-a3e9-39903a1a94a3,034eaa7e-6ebe-4134-5494-fbfbc43c72ec,action,low,Weekly risk summary ready,sample_text_7939,sample_text_8577,sample_text_6080,e66f5152-bb91-495c-70a1-919b8657aacd,04f767dc-1a7c-43e8-2019-c5577d3ae052,false,2025-10-21T03:36:50.511Z,false,2026-04-05T16:35:42.792Z,2025-11-08T22:56:59.585Z,sample_text_685
34ed7c99-1007-4d04-75bb-474d2e3685de,2025-07-15T13:07:29.352Z,fecc715c-91cf-4144-4e6d-27d53565cfa5,01576ed3-e96e-415a-7c79-d2b4e79c9251,alert,medium,Weekly risk summary ready,sample_text_1317,sample_text_9405,sample_text_5953,857fcefe-5faf-4a3c-df5d-917321d0ed26,e5536f1d-70a4-4729-c482-8f7e415dd89b,true,2026-04-02T18:32:26.067Z,false,2025-08-04T14:11:35.820Z,2025-09-15T09:20:11.273Z,sample_text_3629
b9f269eb-6d3f-4217-842c-80f20753ba2f,2025-06-29T07:32:40.026Z,10539e4e-19ad-49ff-5fb1-13c6a13a9cc0,616cd82a-150d-43e4-e90b-50dd3877886b,insight,urgent,Weekly risk summary ready,sample_text_7340,sample_text_4701,sample_text_7242,ca649c96-10ee-4d76-dcea-e4beca9603df,02921be7-21ab-4274-eb8c-fd17367ef932,false,2025-08-25T18:09:01.858Z,true,2025-05-30T15:24:09.425Z,2025-06-03T17:45:45.427Z,sample_text_5251
362bde32-9d8d-4947-fbdf-fb1873826a65,2025-12-14T23:49:24.126Z,c0b731c7-72d6-4cbc-7d82-0603fe27478a,52f0edcc-bfb7-4f33-ad2e-fd54c484c769,insight,high,Data sync completed,sample_text_3321,sample_text_1646,sample_text_7319,a9f9f807-e129-4f29-9091-c45f8770da1a,093f659d-b7ea-45cd-f8d9-33ac23698fa0,false,2026-03-22T01:28:13.873Z,true,2025-11-18T10:37:57.369Z,2025-06-02T07:25:38.761Z,sample_text_453
db0c146e-9652-43df-1f75-5d18bebd3eb3,2025-06-07T01:33:25.479Z,a41d4030-6171-4181-a953-5d0104c592fd,7a4c360c-bb74-4deb-f15e-c8b948e7a622,action,medium,Intervention review due,sample_text_1150,sample_text_6859,sample_text_9324,36fa19ad-37fd-44f9-4a36-73f18ecfe5f4,c9e85a3d-88f7-4ead-d63e-86c9e54e124f,false,2026-03-17T17:42:32.726Z,false,2025-04-21T12:50:49.898Z,2026-03-21T02:27:13.170Z,sample_text_1125
7e19b2fd-731a-46c4-fd44-5c1028035182,2025-12-11T23:51:54.137Z,2a4e5e57-fab3-47be-aa17-438ff8cedd26,7275a4a2-65a3-47ed-3d1e-7026f453021d,alert,high,Data sync completed,sample_text_4639,sample_text_7585,sample_text_2499,98dc63d7-8988-4ff8-b7ca-2ab8d1f39352,f9139713-caa6-44fc-57f8-54d13d1981b1,true,2025-12-28T14:58:11.405Z,false,2025-04-22T05:59:38.715Z,2025-10-12T04:47:45.460Z,sample_text_8767
0bde36c1-42a5-41ba-bcd6-6bb70d3c9e80,2025-08-19T23:18:54.548Z,c41be56c-1b03-4f83-3798-7ff82c84c273,d1707a15-e071-4bbb-65ff-4dfa7f902567,system,high,Data sync completed,sample_text_3155,sample_text_1197,sample_text_8053,2de16969-104d-43a0-bfd9-fe690d9d6eac,1b16683a-98b0-4954-e675-86e26360065f,true,2025-08-07T16:30:20.659Z,true,2025-06-19T05:18:02.325Z,2026-02-10T09:09:00.932Z,sample_text_9471
ca8b775d-3401-4711-3e36-5365507f74cf,2025-05-22T09:53:34.127Z,7e8192d3-756a-4974-209e-dc1ea1cca26e,91481a49-39f6-4c85-9a87-3de01f285177,action,low,Attendance alert,sample_text_7972,sample_text_65,sample_text_8657,09e8d1ef-f5f0-41fa-38f3-10bac079d03c,a9d01c6e-83df-4c25-d0c3-0543543bbe63,true,2025-10-20T02:19:26.328Z,true,2025-05-18T16:37:13.378Z,2026-02-17T16:28:19.946Z,sample_text_1811
fe692c59-57da-4b2b-433f-f3ef24556e2e,2025-05-12T20:12:42.579Z,4fab3abf-dd8f-4d4b-ef39-52d4314418ca,b8378524-c3b6-4652-6983-adbddb7aa9dd,alert,medium,Assessment results available,sample_text_5203,sample_text_4921,sample_text_4935,43a0c009-5096-4beb-ceb2-2e90d29fa6d1,e2e17755-5579-455b-5775-badd073cd6e2,false,2025-07-31T10:41:25.813Z,true,2026-01-16T00:10:24.972Z,2026-02-27T13:16:38.319Z,sample_text_2471
ea420be2-22ab-4fbd-5a1c-41bfa57d295e,2026-01-04T05:22:35.419Z,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,6cd68fef-f7ed-4b57-a09f-e6e7ee2302bd,action,high,Weekly risk summary ready,sample_text_1419,sample_text_7614,sample_text_9066,0519f110-4080-47f1-0e4d-53c0e3b18659,aafbdce4-b166-4344-e700-6fcd4aaa8f29,false,2025-11-17T07:41:23.765Z,true,2025-06-24T19:15:59.884Z,2025-05-13T17:17:30.625Z,sample_text_5945
ad194bb0-1892-44b7-2859-c24d8894c659,2025-09-14T14:16:03.635Z,eb97341d-2385-4175-9a86-c3256608e18e,62a9a1d7-9f49-48d7-cd45-e5cf69a2994c,system,urgent,Assessment results available,sample_text_6315,sample_text_3212,sample_text_164,4ca4247e-c61f-4837-bf77-9c36a300d1a6,5650edea-48a1-43b0-e4d1-f31c189db61d,true,2025-05-05T05:57:06.211Z,false,2025-11-26T02:40:30.269Z,2026-04-11T14:18:12.317Z,sample_text_4109
fcc47346-2354-4b35-c825-6c3bef48807e,2025-08-11T22:36:43.894Z,94519cc1-bdc7-4549-769e-8964efcea7c6,47f67693-54d3-499f-af1f-6dc1264f95f8,insight,low,Data sync completed,sample_text_116,sample_text_7959,sample_text_6159,0ba497e7-4a6e-4b40-b8d5-7f23952ad2cd,3821dac3-4b74-4883-4b91-de100fbd6258,true,2025-06-27T18:20:02.817Z,false,2025-10-16T09:19:27.113Z,2026-03-31T00:58:01.909Z,sample_text_1970
cd3a15eb-297e-4c4f-99f2-88b4299505da,2026-02-05T23:13:23.401Z,59faa8f0-e266-467f-aa62-7fd97008cad7,034eaa7e-6ebe-4134-5494-fbfbc43c72ec,action,high,Weekly risk summary ready,sample_text_316,sample_text_3603,sample_text_2162,3e4e588f-bb13-48f9-ae27-231d699b174f,db0d14ad-557f-4320-7a13-8a2d95908763,false,2026-01-10T14:30:52.845Z,true,2025-04-12T10:19:49.056Z,2025-08-28T02:34:06.884Z,sample_text_7265
04b002e3-7789-47f3-2b28-6f7e9cbb44be,2026-02-11T06:20:28.897Z,469af544-bb26-4d4c-4b28-ab15c4812991,62a9a1d7-9f49-48d7-cd45-e5cf69a2994c,alert,medium,Attendance alert,sample_text_942,sample_text_3351,sample_text_4724,440eba09-b8a9-4df2-7ce2-88916df0536d,b99d9240-0c15-492c-bcb5-5dab6f5707ac,true,2026-01-28T19:48:01.253Z,true,2026-03-01T19:04:56.923Z,2026-02-13T21:47:13.378Z,sample_text_9097
343821f9-feaf-4fae-0d7b-842275f5dc2e,2026-02-05T10:10:23.887Z,5eca5363-069f-462b-ef13-7dba299c99d9,52f0edcc-bfb7-4f33-ad2e-fd54c484c769,action,medium,Intervention review due,sample_text_2065,sample_text_7441,sample_text_378,c679812d-8719-424c-f810-c17bf20e8d10,1324442d-05e7-4e13-b8ac-4c2aea5d1728,true,2026-02-01T06:08:46.531Z,true,2026-02-11T18:20:48.582Z,2025-10-27T06:17:28.171Z,sample_text_393
334131dc-f7ec-4570-4412-63d07cf27745,2025-08-30T20:26:33.349Z,7e8192d3-756a-4974-209e-dc1ea1cca26e,74bd910d-f592-4d1d-0e88-4bd9512f610b,system,urgent,Intervention review due,sample_text_961,sample_text_3552,sample_text_3056,63b3d997-8d4b-4027-f32c-5ba74efdff76,0a6828b5-4d55-4c26-d7ba-a1b99663b2fe,true,2025-08-22T07:36:41.896Z,false,2025-07-10T10:45:39.946Z,2025-06-27T14:28:57.210Z,sample_text_1514
5ddd8de6-2ae1-4cdb-7929-db6447614fec,2025-12-16T19:29:26.385Z,3f4d6f7d-05f7-4310-de9f-ae93e46984db,1f944d7a-c145-4606-b226-ca59addffefd,alert,high,Weekly risk summary ready,sample_text_814,sample_text_2812,sample_text_1089,5cca90e9-35ef-4b60-da97-176e79a801fd,6db61a4b-84a8-461f-cebe-88f07baaac2d,true,2025-10-20T11:32:59.914Z,true,2026-02-25T19:12:04.553Z,2025-10-13T10:08:23.715Z,sample_text_5887
bd063459-a71a-44b0-ac88-7a7f1ae7b79b,2025-05-03T09:10:58.715Z,00e48b05-b6cb-410f-1525-6668c44bdb40,4b5660c5-6ded-4e88-5938-1722c262ea15,action,medium,Assessment results available,sample_text_9144,sample_text_1251,sample_text_899,19b0ce65-5cea-46af-9685-0855cb090984,5859fef3-05c8-484e-150b-75f6cf06c810,false,2025-09-20T10:48:24.932Z,false,2025-10-04T21:46:19.707Z,2025-05-26T00:44:10.796Z,sample_text_9318
ebb5ac18-3ba5-4b61-df35-7ae6628975af,2026-03-30T14:06:54.566Z,2e842555-494e-4eac-25b2-d2a4430cc9ed,b3ab5a31-3db7-455f-604b-d752ad0d37c7,system,high,Assessment results available,sample_text_1187,sample_text_8798,sample_text_9228,ef30f378-ae06-4200-e466-b63a46dd4365,239d70c0-edab-4bf4-a388-f3e9c190ee86,true,2025-04-15T08:49:44.473Z,true,2025-05-05T01:59:55.101Z,2025-08-25T21:34:51.843Z,sample_text_9691
30fb2429-4103-4411-d4b7-1ae6d28aac47,2026-01-18T21:03:41.668Z,7d85b267-ac94-499b-94c1-eff3632a4d8b,fa8263d2-b6b1-4514-4f07-6307b13d93f7,action,urgent,Intervention review due,sample_text_2906,sample_text_3477,sample_text_6206,440eba09-b8a9-4df2-7ce2-88916df0536d,81bdd85f-842c-462f-80f2-77e9a08b68bb,false,2026-02-09T06:12:12.537Z,false,2025-05-29T06:49:11.909Z,2026-03-18T03:28:57.958Z,sample_text_5282
81bca65e-bb13-4eea-8bb1-c6fbd54da037,2025-09-13T14:21:19.362Z,1c4d8e9f-05af-4567-fc15-60738335dd73,2f694710-7063-42cd-b6b6-33ab87581536,action,medium,Intervention review due,sample_text_8371,sample_text_2396,sample_text_5347,8ec11999-7a20-466e-84f7-f134e29d20eb,ba7a4b0f-ab5c-4d6a-5299-a5cc023c573d,false,2026-03-30T16:19:57.528Z,false,2025-08-08T15:41:38.260Z,2025-08-28T22:41:36.663Z,sample_text_8141
0d29c2de-5c90-42f2-9716-8dabb7d8d6cc,2025-10-21T04:55:35.228Z,e394ca10-b5a0-45cc-8730-3524aff8641a,cb8fa579-1a0f-4b56-d0df-17115e069361,alert,high,New at-risk student identified,sample_text_6062,sample_text_6896,sample_text_8743,a37257b2-9391-4433-6110-687c09f379ec,35da515d-35a2-4861-590b-fb685b51a2fd,false,2025-06-25T16:29:36.619Z,true,2026-01-27T14:24:24.162Z,2025-08-11T05:10:36.995Z,sample_text_5527
513edf82-e2f9-4971-2a12-c834b4744ca7,2025-07-23T03:15:46.395Z,1c4d8e9f-05af-4567-fc15-60738335dd73,b8378524-c3b6-4652-6983-adbddb7aa9dd,insight,medium,Weekly risk summary ready,sample_text_8897,sample_text_3729,sample_text_9608,ca649c96-10ee-4d76-dcea-e4beca9603df,53916321-ba31-43c5-4662-702e1f8fc3b9,true,2026-03-24T21:41:22.511Z,true,2025-12-06T17:29:59.121Z,2025-07-08T05:02:34.738Z,sample_text_7190
e880606e-5563-497e-6daa-d49faed23472,2025-05-20T11:20:28.753Z,219980cb-3f77-4414-faeb-5f70b1472a36,5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a,insight,high,Assessment results available,sample_text_4299,sample_text_1610,sample_text_3832,2815d421-fa85-4846-4e67-32f2b052db68,0fe15401-d8c6-475b-c190-0d88ceee9427,true,2025-08-27T16:50:04.297Z,false,2026-01-14T16:05:21.186Z,2026-03-07T18:19:07.938Z,sample_text_2498
0c9e06fb-9b26-491c-cc3c-fc5851d1bc27,2026-02-02T12:50:59.147Z,32a1daeb-123e-4dbe-b622-aea59b73722d,e2e59b60-b37d-4442-b14f-f66ec99cab25,system,low,Assessment results available,sample_text_2004,sample_text_2902,sample_text_1101,0519f110-4080-47f1-0e4d-53c0e3b18659,d2bb5682-7c2b-4eb6-8b8c-1743ca39b9ae,true,2025-06-08T05:02:47.778Z,true,2025-06-06T08:42:36.778Z,2025-07-28T23:38:39.782Z,sample_text_5873
ba515c72-f074-4adc-f5eb-1c01911eed1e,2025-05-26T08:24:23.749Z,fe4720c1-f369-4760-b122-6b324f08f3a3,6601188e-454e-46f8-39d3-12e3a2450d73,action,low,Intervention review due,sample_text_9731,sample_text_3809,sample_text_4619,afb57115-93e2-41e4-19fb-726afc7dc847,6f646e24-7167-4f14-1525-7476ae2c26ef,false,2025-11-12T22:56:23.445Z,false,2025-06-01T17:15:52.703Z,2025-12-14T15:50:00.303Z,sample_text_8215
e98ef168-cc3f-434e-4973-3ce2347f5553,2026-02-04T01:57:21.694Z,2e858920-a13b-46d3-3f94-8050bb03f098,b3ab5a31-3db7-455f-604b-d752ad0d37c7,alert,high,Data sync completed,sample_text_2267,sample_text_8324,sample_text_9562,0e77db3f-7cdc-48b3-e10c-c05d74f5b464,b99d9240-0c15-492c-bcb5-5dab6f5707ac,false,2025-06-30T11:45:39.250Z,false,2025-12-25T21:03:42.026Z,2025-09-25T20:02:25.847Z,sample_text_8908
78a88f26-dbd3-4510-f1b1-29a8ed3037fb,2025-10-09T20:41:14.098Z,545d1106-2b34-4e12-24da-7673253ca1d7,addfc86c-41af-41c3-ce53-f3cc7fcccdf6,insight,medium,New at-risk student identified,sample_text_5148,sample_text_2848,sample_text_6667,230051a7-77f6-49c9-6d7a-c1c341da56c9,e0b5f5e4-afd9-462e-ec04-fb5455b210a3,true,2025-08-02T17:35:34.114Z,false,2025-06-07T08:49:09.137Z,2025-09-03T22:02:45.501Z,sample_text_1813
0918b611-d357-437e-af6d-6cf3fd181ce0,2026-04-08T17:35:44.662Z,837a9baf-7fed-4fe4-630e-eeaf60164bcb,621e454c-d590-4953-4dc4-27d658cef254,action,urgent,Data sync completed,sample_text_8670,sample_text_6939,sample_text_2111,6ca9565d-394f-4984-5af6-b337411ec843,da56bf9e-670d-458d-06b7-c28efe44bae9,true,2025-06-07T11:45:46.437Z,true,2026-03-26T10:58:33.136Z,2026-03-18T13:19:15.531Z,sample_text_2894
9109c1d3-ca45-4ee7-b9e2-e673d6e463cb,2025-11-09T20:21:16.782Z,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,5b22fa71-538f-4f40-5599-52754e6eb443,action,high,Assessment results available,sample_text_3980,sample_text_2189,sample_text_286,4361747f-bbcd-4426-e55e-5ac00ba3e695,354a8aed-8ff3-48d7-00fd-76a6427a85cc,false,2025-05-26T21:40:19.945Z,true,2025-11-26T04:49:10.822Z,2025-08-21T16:27:03.029Z,sample_text_764
c4858b66-5903-47af-ef43-31b4a6818eca,2025-10-19T16:39:10.716Z,521d1584-627e-495f-893e-82a12f5344be,65b719d4-a6d4-4c9f-1165-ea0ebe168811,insight,medium,Weekly risk summary ready,sample_text_8831,sample_text_971,sample_text_5632,2d6bfb42-752b-4b9d-3444-de223d3aae60,cc19aa3d-8df7-4ba6-943a-ebbf9970c3bc,false,2025-07-19T21:46:45.088Z,true,2025-05-16T07:27:31.528Z,2025-11-08T02:13:27.519Z,sample_text_8915
6e81c864-daf4-4e91-c99a-14ce28e9e4b9,2025-05-20T06:05:07.420Z,343e4691-d779-4742-a9b6-c828fbb55b61,034eaa7e-6ebe-4134-5494-fbfbc43c72ec,action,urgent,Attendance alert,sample_text_1914,sample_text_2074,sample_text_2843,4f6d2f72-e04a-4494-a2d8-a7c9330625ec,7cd8bff5-4341-4461-ae03-af249bc974f9,false,2025-12-04T21:55:43.848Z,false,2026-01-11T02:53:10.633Z,2025-07-06T06:17:28.689Z,sample_text_2571
743398d3-1f47-4ec2-a913-67f3cabc914c,2025-08-31T00:07:19.301Z,94519cc1-bdc7-4549-769e-8964efcea7c6,af45888d-3cda-415b-1d81-91022a417bde,alert,high,Data sync completed,sample_text_5315,sample_text_7826,sample_text_5973,5bcd0cf0-44a3-4e73-1c78-3d3c73e703b3,02921be7-21ab-4274-eb8c-fd17367ef932,false,2025-04-24T03:06:43.217Z,true,2025-09-14T04:28:22.711Z,2025-07-25T06:03:11.103Z,sample_text_5040
8a0e3071-984e-4522-4995-0aba364b3775,2025-10-19T17:35:25.780Z,7e8192d3-756a-4974-209e-dc1ea1cca26e,13815186-454f-4056-c0e4-2d163f76617d,insight,urgent,Assessment results available,sample_text_5476,sample_text_5928,sample_text_6541,4b7cf6ad-bee5-43d3-4470-e6643cf6983e,e4e629c5-87d4-4ff9-a454-60a9e53957d8,true,2025-10-29T15:57:15.771Z,true,2025-08-07T18:45:22.950Z,2026-01-06T04:16:13.010Z,sample_text_5718
1690ed08-17a4-4eb6-afd0-59baee5546e4,2025-11-30T00:45:57.990Z,76fb7096-3d5c-4180-3013-e7a55c8b02bb,760e9861-7716-4fc7-6676-f5213f248cda,insight,high,Assessment results available,sample_text_6158,sample_text_3479,sample_text_1161,8e053e88-8c6b-4a2d-0248-e26f6841348e,ec23acc1-d133-44fb-ce18-66435eb26d60,false,2025-09-09T21:34:45.155Z,true,2025-08-17T23:57:32.019Z,2025-09-19T15:31:30.744Z,sample_text_4043
b51bb63f-07ae-4b6a-19c5-ddced82985cb,2025-10-27T14:52:47.826Z,00e48b05-b6cb-410f-1525-6668c44bdb40,2fd3b0e9-a8a5-42ef-ecf1-96898dccef87,alert,medium,Weekly risk summary ready,sample_text_1357,sample_text_1805,sample_text_5459,ef30f378-ae06-4200-e466-b63a46dd4365,01063723-1de5-41a1-e5d1-0089f90f19b6,false,2026-01-10T18:34:13.426Z,true,2025-07-30T00:54:16.881Z,2025-08-10T20:42:48.807Z,sample_text_802
add131be-97ea-4ab3-6a58-82abd51503b1,2025-06-09T00:23:03.309Z,8fcce2e7-79c7-439d-1c00-1a62a46a56f2,cb8fa579-1a0f-4b56-d0df-17115e069361,insight,high,Attendance alert,sample_text_9703,sample_text_997,sample_text_7613,c679812d-8719-424c-f810-c17bf20e8d10,d2bb5682-7c2b-4eb6-8b8c-1743ca39b9ae,false,2026-03-11T20:15:43.175Z,true,2025-07-02T20:46:17.713Z,2025-06-13T17:13:00.816Z,sample_text_7928
ac7da8c4-62a3-4308-18d4-d4df26869098,2025-08-30T15:46:10.097Z,fe4720c1-f369-4760-b122-6b324f08f3a3,ade33206-8c00-4f20-4bf1-7781c1eb9609,insight,medium,Weekly risk summary ready,sample_text_5269,sample_text_7713,sample_text_4515,2de16969-104d-43a0-bfd9-fe690d9d6eac,e3365cd7-81d6-41a6-c786-86fd08bb2298,true,2025-10-25T09:30:03.069Z,true,2025-07-28T02:07:17.163Z,2026-02-01T07:39:40.912Z,sample_text_3074
f9073a9f-2364-4b85-8de1-a832c246b7c2,2026-03-01T11:50:50.976Z,921679af-a07e-442d-b254-00f81e5f665d,2f694710-7063-42cd-b6b6-33ab87581536,alert,low,Weekly risk summary ready,sample_text_5869,sample_text_6901,sample_text_337,83c0f5a4-11a8-4b1f-5064-e6047d878674,6d2954e1-a294-4f4c-a73e-cd9374c16466,true,2025-07-24T08:28:02.480Z,true,2025-06-18T23:32:59.466Z,2025-05-04T19:34:48.968Z,sample_text_7938
9eb19877-4296-4859-762d-2b96f593cff2,2025-06-23T14:07:42.522Z,1c4d8e9f-05af-4567-fc15-60738335dd73,02eac898-e03e-4ede-7167-c2b3f40e7d1a,system,high,Intervention review due,sample_text_5721,sample_text_9740,sample_text_6717,5ad3d718-54d7-4cd2-1fcf-87aea33287e9,31fb5354-049b-46e1-41fa-bbca63b07359,true,2026-02-08T06:43:53.521Z,true,2025-11-19T03:58:22.170Z,2025-12-25T19:46:18.163Z,sample_text_926
0c27be52-53cb-4bb1-6dcc-6ee93d834ce1,2025-05-18T00:59:58.023Z,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,1f8bb59a-e0eb-4b2b-fe13-07a0c2675cb8,insight,high,Assessment results available,sample_text_3404,sample_text_3308,sample_text_5519,2815d421-fa85-4846-4e67-32f2b052db68,db0d14ad-557f-4320-7a13-8a2d95908763,false,2025-06-17T07:07:48.881Z,true,2025-09-25T22:38:45.435Z,2026-02-20T06:36:27.478Z,sample_text_7751
60d0eea0-a1de-4ccf-27f8-875d0da9c5a9,2025-08-28T22:20:16.153Z,1eca3985-996e-497f-4644-294968d742b8,74bd910d-f592-4d1d-0e88-4bd9512f610b,action,high,Assessment results available,sample_text_4853,sample_text_2663,sample_text_1004,cd416869-1efc-4398-0a2a-903b79ed2d98,0a6828b5-4d55-4c26-d7ba-a1b99663b2fe,false,2026-03-05T19:15:42.403Z,true,2025-10-02T01:36:15.577Z,2026-04-10T09:56:39.203Z,sample_text_3058
