id,created_at,updated_at,school_id,name,type,provider,connection_config,sync_enabled,sync_frequency_hours,last_sync_at,next_sync_at,sync_status,sync_error,field_mappings,records_synced,last_record_count,is_active,connected_at,disconnected_at,metadata,access_token_encrypted,refresh_token_encrypted,token_expires_at
8eaf783f-e462-418d-9d46-d2bd372dd409,2025-10-21T17:41:01.991Z,2025-10-02T21:53:20.241Z,5eca5363-069f-462b-ef13-7dba299c99d9,Fresh & Co,sample_text_2410,sample_text_5084,sample_text_2172,true,949,2025-11-06T13:53:22.865Z,2026-02-22T18:38:54.519Z,sample_text_7065,sample_text_2260,sample_text_1173,346,5928,false,2025-09-21T09:24:37.588Z,2025-04-22T03:07:37.419Z,sample_text_9314,sample_text_6718,sample_text_4413,2026-03-18T19:40:04.595Z
2ff1903b-2cd7-42b8-8d34-ed9bd5031b21,2026-03-15T20:40:47.783Z,2025-10-15T01:10:42.569Z,820e0d69-1dec-4fa2-7dff-4973e37417e7,Corner Deli,sample_text_7979,sample_text_7549,sample_text_723,true,273,2025-07-03T05:57:21.882Z,2026-01-14T06:15:21.989Z,sample_text_2468,sample_text_8150,sample_text_1640,397,3596,true,2025-09-17T09:14:01.805Z,2025-10-01T07:29:11.990Z,sample_text_4949,sample_text_6446,sample_text_7993,2026-04-04T03:29:05.735Z
b5d8095c-c623-4094-52db-8be413654477,2025-09-16T11:22:47.983Z,2025-08-05T18:02:01.992Z,b017f20d-2b75-45dd-64d2-722f145a78d0,The Local Table,sample_text_4873,sample_text_4219,sample_text_1495,true,386,2026-02-12T19:46:12.035Z,2025-12-04T22:58:28.451Z,sample_text_2761,sample_text_5814,sample_text_1298,394,6434,false,2026-01-11T00:39:22.643Z,2026-03-06T21:30:53.137Z,sample_text_9538,sample_text_6670,sample_text_4176,2025-04-25T15:20:48.463Z
70a54517-6a84-4f2b-0012-e091aea06cfb,2025-11-11T21:27:52.780Z,2025-09-25T08:15:42.044Z,2e858920-a13b-46d3-3f94-8050bb03f098,The Local Table,sample_text_1058,sample_text_6291,sample_text_3338,true,16,2026-02-15T17:00:22.180Z,2026-03-14T05:50:43.630Z,sample_text_2893,sample_text_8535,sample_text_3434,740,4629,false,2026-04-06T07:37:46.940Z,2025-06-11T11:04:26.983Z,sample_text_8929,sample_text_2467,sample_text_9621,2025-12-26T14:59:19.814Z
4e5e66cb-a2d7-469b-1095-23ae5b6f30cb,2026-03-08T01:47:06.234Z,2026-02-06T22:20:23.956Z,16c0f045-ad9e-4d23-8922-374a2534b914,Red Pepper Thai,sample_text_1501,sample_text_4595,sample_text_7865,true,797,2026-03-17T17:24:32.416Z,2025-05-09T02:03:45.976Z,sample_text_7483,sample_text_7273,sample_text_9803,988,9704,false,2026-02-11T18:58:47.117Z,2025-04-27T05:58:02.834Z,sample_text_1208,sample_text_2961,sample_text_8215,2025-09-21T10:09:14.765Z
3e13ebf8-e887-4b06-7012-7edb8239574d,2026-01-13T07:16:40.750Z,2025-06-17T00:24:38.478Z,24557b57-0c13-4c0c-a3e9-39903a1a94a3,Fresh & Co,sample_text_814,sample_text_9183,sample_text_5313,true,37,2026-04-06T12:27:47.708Z,2026-04-02T03:57:03.735Z,sample_text_1453,sample_text_9578,sample_text_5777,785,403,true,2026-03-09T18:07:22.123Z,2025-12-08T10:33:20.184Z,sample_text_9833,sample_text_7778,sample_text_6146,2026-01-11T22:50:05.256Z
bf351d5a-7842-4e1a-cc64-e7ede4824a6f,2025-05-24T00:00:44.274Z,2026-02-26T21:19:51.450Z,13905047-dc05-4f11-21d1-ceb2ff2a4ead,The Brass Tap,sample_text_8447,sample_text_2893,sample_text_394,true,479,2025-09-30T05:47:15.300Z,2025-05-30T06:32:14.315Z,sample_text_231,sample_text_5363,sample_text_2160,468,3025,true,2025-10-13T22:17:40.127Z,2025-12-03T04:25:26.418Z,sample_text_2134,sample_text_4785,sample_text_4767,2026-04-09T03:12:03.085Z
bdf17f3a-c09c-4f63-ac18-85368f790bc6,2026-01-02T05:24:16.813Z,2025-04-22T13:52:04.563Z,661bcb95-f84e-4871-e1c4-675bf8171439,Firebird Pizza,sample_text_3553,sample_text_97,sample_text_3521,false,214,2025-06-14T04:48:52.429Z,2025-09-18T04:06:20.774Z,sample_text_4637,sample_text_4654,sample_text_2397,349,9803,false,2025-09-06T13:09:04.033Z,2026-03-21T08:15:58.917Z,sample_text_7221,sample_text_1020,sample_text_5179,2026-01-29T06:59:01.335Z
5306dc58-8fa2-48b8-1146-880020ee7d2c,2026-02-25T21:44:19.794Z,2025-06-15T15:31:58.779Z,314cdd92-266e-488d-cf88-6e18f6db8ca6,Mountain View Cafe,sample_text_2993,sample_text_3684,sample_text_5245,true,835,2025-10-22T17:41:58.751Z,2026-01-31T12:33:55.585Z,sample_text_3193,sample_text_7650,sample_text_9924,296,2665,true,2026-02-18T05:56:25.573Z,2026-03-16T12:55:57.113Z,sample_text_9192,sample_text_3818,sample_text_8368,2025-09-29T15:30:28.910Z
9d4ad509-b312-4e93-1c15-3a3e8aeed2c0,2025-12-04T09:28:51.470Z,2025-09-05T12:33:17.903Z,291d99ad-c85c-4557-8915-25527607d5cf,Cloud Nine Cafe,sample_text_356,sample_text_9119,sample_text_8516,true,732,2025-12-26T14:29:23.708Z,2025-08-06T23:47:36.703Z,sample_text_3419,sample_text_9165,sample_text_2227,206,4304,true,2026-03-15T17:01:16.628Z,2025-07-04T22:48:36.616Z,sample_text_5169,sample_text_5700,sample_text_8594,2026-01-15T20:28:55.371Z
e040ab3c-f077-4583-30db-32782030d603,2025-11-12T07:17:54.241Z,2025-08-23T11:55:20.361Z,2e842555-494e-4eac-25b2-d2a4430cc9ed,City Kitchen,sample_text_9345,sample_text_347,sample_text_3501,false,773,2025-10-21T01:36:34.882Z,2025-08-25T10:53:14.011Z,sample_text_6199,sample_text_5381,sample_text_5751,919,6543,true,2025-11-11T04:18:15.315Z,2025-09-26T04:47:20.980Z,sample_text_6687,sample_text_2787,sample_text_8343,2026-02-15T13:20:19.762Z
1cf97b53-c321-4446-daf9-fb039e7940c0,2025-05-23T16:23:36.945Z,2025-10-07T10:13:37.470Z,1c4d8e9f-05af-4567-fc15-60738335dd73,Luna Restaurant,sample_text_7169,sample_text_1916,sample_text_9106,false,275,2025-11-09T01:59:46.673Z,2026-04-08T14:14:43.504Z,sample_text_336,sample_text_7406,sample_text_7952,683,767,true,2026-01-27T14:10:35.698Z,2025-06-24T10:16:27.470Z,sample_text_3883,sample_text_5913,sample_text_3475,2025-10-23T02:52:00.903Z
641acc8c-ff63-4644-733b-3aeee767a76d,2025-04-23T23:59:20.834Z,2025-05-12T08:14:37.563Z,73370ee3-24e1-494c-b530-e79710873eeb,City Kitchen,sample_text_285,sample_text_2986,sample_text_9251,false,203,2025-09-22T03:44:24.235Z,2026-02-22T07:27:55.779Z,sample_text_5769,sample_text_7530,sample_text_9934,246,3686,false,2025-06-30T06:04:48.435Z,2025-08-17T15:54:25.181Z,sample_text_2088,sample_text_7096,sample_text_5037,2025-12-16T00:51:16.506Z
a1f30e02-a3b3-4ee1-4e8a-1f2796ca0f17,2025-12-13T09:53:21.300Z,2026-01-24T10:31:06.986Z,469af544-bb26-4d4c-4b28-ab15c4812991,The Local Table,sample_text_4627,sample_text_5387,sample_text_7118,false,198,2025-11-02T20:57:01.076Z,2025-10-06T05:43:31.298Z,sample_text_1890,sample_text_2146,sample_text_1583,258,2732,true,2025-07-11T02:23:41.701Z,2026-01-02T16:47:27.279Z,sample_text_1964,sample_text_265,sample_text_9879,2025-05-26T09:38:34.670Z
62e93f66-9450-4e21-720e-6f8386b196c3,2026-02-26T09:24:08.517Z,2026-03-20T09:29:39.393Z,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,Harbor Grill,sample_text_1069,sample_text_9461,sample_text_6937,false,718,2025-04-17T21:58:06.483Z,2025-08-01T05:33:59.678Z,sample_text_5572,sample_text_2311,sample_text_7166,753,2065,false,2025-04-23T08:19:35.990Z,2025-05-07T13:27:35.054Z,sample_text_871,sample_text_6356,sample_text_979,2025-06-11T13:09:24.513Z
338601fc-d3a3-4a67-3509-9a7caf72e0a7,2026-04-04T13:22:06.735Z,2025-05-31T10:47:18.867Z,1eca3985-996e-497f-4644-294968d742b8,Sage & Thyme,sample_text_7142,sample_text_7802,sample_text_6168,true,234,2025-05-05T22:35:05.002Z,2025-04-27T08:02:31.968Z,sample_text_8811,sample_text_4516,sample_text_3761,315,7404,false,2025-12-21T01:25:15.648Z,2025-04-19T04:18:25.545Z,sample_text_5875,sample_text_4942,sample_text_5226,2025-07-20T17:55:04.133Z
3cc00d58-32eb-4b92-0b84-ab67df685bc2,2025-11-05T12:42:21.316Z,2025-07-06T12:17:00.666Z,c8bf5171-97bd-4a3c-df89-c4059e1474e2,The Brass Tap,sample_text_2901,sample_text_6638,sample_text_7582,false,79,2025-07-27T02:56:12.207Z,2025-06-22T04:15:25.652Z,sample_text_8494,sample_text_2009,sample_text_6861,77,1438,false,2025-08-28T05:59:41.738Z,2025-08-10T12:59:56.821Z,sample_text_6787,sample_text_9796,sample_text_9272,2025-05-03T03:33:30.318Z
8cbff490-9d1a-4e62-9195-9deaabb5abc1,2025-09-22T23:04:30.674Z,2026-03-25T15:18:43.423Z,2e858920-a13b-46d3-3f94-8050bb03f098,Oak & Vine,sample_text_608,sample_text_404,sample_text_9714,false,153,2025-06-12T21:36:14.435Z,2025-04-20T15:07:14.953Z,sample_text_8418,sample_text_6389,sample_text_2061,747,9269,false,2025-12-12T15:45:47.048Z,2025-08-24T03:21:02.780Z,sample_text_6905,sample_text_5330,sample_text_2075,2026-01-02T12:53:01.385Z
99802c72-29db-46cc-83bb-cfbff82cd086,2025-12-20T21:36:11.028Z,2026-03-04T21:04:44.995Z,10539e4e-19ad-49ff-5fb1-13c6a13a9cc0,Mountain View Cafe,sample_text_30,sample_text_300,sample_text_3689,false,396,2025-09-25T03:49:15.078Z,2026-03-23T13:41:38.927Z,sample_text_5676,sample_text_5785,sample_text_3801,886,2469,false,2026-03-20T03:23:05.901Z,2025-08-12T00:15:07.225Z,sample_text_1805,sample_text_8806,sample_text_6617,2025-12-31T06:39:31.268Z
5f849255-6ceb-48bd-5dc9-d5c6d9d59661,2026-03-06T07:19:29.576Z,2025-05-22T16:55:18.036Z,921679af-a07e-442d-b254-00f81e5f665d,The Rustic Fork,sample_text_545,sample_text_5069,sample_text_438,true,771,2026-02-12T17:53:56.703Z,2026-01-28T01:31:47.193Z,sample_text_6845,sample_text_5208,sample_text_6991,515,9494,true,2025-10-09T13:25:28.254Z,2026-01-04T00:04:01.594Z,sample_text_4782,sample_text_8510,sample_text_118,2025-08-07T13:23:04.690Z
68fb14ff-ef93-4dc9-2081-e0a8b9f32fd0,2026-03-21T15:43:19.698Z,2026-01-21T19:51:35.798Z,e112e16e-d7d4-47de-a1f6-038db1f702ae,Harbor Grill,sample_text_9000,sample_text_3373,sample_text_6540,true,837,2025-10-11T02:54:52.554Z,2026-01-14T07:09:08.749Z,sample_text_2630,sample_text_7969,sample_text_2114,358,5919,false,2025-12-24T19:54:03.111Z,2026-03-01T02:20:09.519Z,sample_text_2926,sample_text_2032,sample_text_8293,2025-12-12T00:36:39.248Z
39329d12-3bfe-4809-48ac-bfd9de82b51d,2025-04-15T17:58:26.601Z,2025-08-10T23:06:33.902Z,c41be56c-1b03-4f83-3798-7ff82c84c273,Cloud Nine Cafe,sample_text_973,sample_text_6698,sample_text_6878,false,293,2025-11-30T21:28:59.798Z,2025-12-31T12:39:09.164Z,sample_text_8114,sample_text_5370,sample_text_5939,877,9149,false,2026-02-11T12:49:02.810Z,2026-03-02T01:11:57.972Z,sample_text_3335,sample_text_2439,sample_text_2345,2025-11-20T05:59:39.004Z
aca68b25-3efc-4132-dcb8-0838d618e9f1,2025-08-19T00:20:16.103Z,2025-10-24T07:23:50.619Z,73370ee3-24e1-494c-b530-e79710873eeb,Corner Deli,sample_text_4455,sample_text_4416,sample_text_7257,false,988,2025-08-15T03:38:23.160Z,2025-11-12T18:19:14.999Z,sample_text_3067,sample_text_1228,sample_text_5253,866,939,true,2025-10-28T18:53:42.092Z,2026-02-09T02:24:41.962Z,sample_text_797,sample_text_9417,sample_text_322,2026-03-28T21:22:08.558Z
8e3a08e4-8a8d-4350-dfb1-417ca60f9bb0,2026-02-15T22:28:15.887Z,2025-08-30T12:52:32.052Z,b017f20d-2b75-45dd-64d2-722f145a78d0,The Local Table,sample_text_7362,sample_text_854,sample_text_3287,true,829,2026-03-08T15:30:02.911Z,2026-04-01T01:01:02.651Z,sample_text_904,sample_text_8851,sample_text_8143,433,7662,true,2026-03-18T09:13:09.597Z,2025-12-23T11:40:54.172Z,sample_text_1323,sample_text_6464,sample_text_8443,2025-08-22T16:08:00.435Z
dc90b501-b502-40f5-d807-924e1428083d,2025-12-23T12:21:38.726Z,2025-10-12T06:20:36.509Z,f56bd850-ae1d-4c12-1f67-ecd289df1620,Stone Oven Bakery,sample_text_8117,sample_text_4063,sample_text_355,false,179,2025-12-08T10:37:29.765Z,2025-07-26T15:35:18.903Z,sample_text_4943,sample_text_1196,sample_text_9370,631,6256,false,2025-12-15T13:45:32.086Z,2025-05-14T14:14:35.037Z,sample_text_5509,sample_text_1839,sample_text_2656,2025-07-29T18:32:11.889Z
c19aa16e-fa66-4f77-16fc-deabf85c047f,2025-07-15T23:37:38.445Z,2025-11-06T00:34:16.830Z,820e0d69-1dec-4fa2-7dff-4973e37417e7,Harbor Grill,sample_text_7807,sample_text_9155,sample_text_5994,false,341,2025-04-13T01:22:41.056Z,2026-03-29T03:52:38.200Z,sample_text_9326,sample_text_3304,sample_text_8657,33,4244,false,2025-11-18T22:16:28.403Z,2025-11-03T07:05:01.997Z,sample_text_9148,sample_text_4443,sample_text_1396,2025-05-27T05:49:18.785Z
8333654b-82b4-4314-9a9a-3ffe9f382d76,2025-09-05T00:10:57.729Z,2025-08-25T01:20:36.466Z,f56bd850-ae1d-4c12-1f67-ecd289df1620,Golden Plate,sample_text_5231,sample_text_9031,sample_text_3402,false,903,2026-03-14T12:13:08.134Z,2025-08-06T19:53:27.871Z,sample_text_1254,sample_text_5995,sample_text_6411,202,2210,true,2025-11-29T22:27:57.087Z,2025-06-29T01:14:38.609Z,sample_text_9817,sample_text_5793,sample_text_5207,2026-02-25T21:41:45.248Z
b8949423-75fc-4fc3-92b1-765df791f70b,2025-12-28T00:51:07.385Z,2025-10-30T06:08:52.148Z,f3e56a9d-701d-4138-17b4-468168466ac1,The Brass Tap,sample_text_8798,sample_text_7117,sample_text_2339,true,495,2025-12-26T22:21:51.492Z,2025-04-12T12:42:16.311Z,sample_text_691,sample_text_2022,sample_text_9691,773,6657,false,2025-07-17T18:01:49.028Z,2025-11-18T16:23:18.340Z,sample_text_8998,sample_text_9973,sample_text_3482,2025-10-09T09:33:58.826Z
7f2e7680-177f-4277-a762-6c977ff8aa9e,2025-07-12T17:57:02.144Z,2025-05-01T03:29:26.890Z,f902ac6e-7076-46f8-2ee0-d0970401682b,Blue Ocean Sushi,sample_text_3383,sample_text_5193,sample_text_253,false,115,2025-05-13T00:24:24.943Z,2026-02-13T17:36:38.679Z,sample_text_3657,sample_text_7664,sample_text_897,161,2157,false,2026-01-21T03:44:11.343Z,2025-07-14T20:57:10.873Z,sample_text_3150,sample_text_1781,sample_text_5328,2025-09-21T18:35:26.587Z
b1ae47bd-a9cc-4452-cc1f-6e8a2d2cdd9e,2025-10-06T22:11:32.118Z,2025-05-26T15:33:30.068Z,545d1106-2b34-4e12-24da-7673253ca1d7,The Rustic Fork,sample_text_970,sample_text_5363,sample_text_8463,true,991,2025-11-20T00:45:30.782Z,2025-07-23T07:54:36.679Z,sample_text_4578,sample_text_2301,sample_text_1362,745,4327,false,2025-12-01T20:10:01.268Z,2026-01-28T16:54:29.945Z,sample_text_8268,sample_text_5817,sample_text_4095,2025-06-01T01:47:28.050Z
909260b9-185e-4ce7-db55-59790433a4e8,2026-01-09T18:15:24.822Z,2025-06-24T15:16:13.825Z,aed83b90-feeb-480d-e57c-176768104c81,Stone Oven Bakery,sample_text_1168,sample_text_7861,sample_text_5786,false,961,2026-02-10T00:32:41.037Z,2025-04-28T09:04:28.021Z,sample_text_5134,sample_text_830,sample_text_7075,435,8458,false,2025-08-23T10:35:50.232Z,2025-12-01T07:46:04.438Z,sample_text_7558,sample_text_37,sample_text_2576,2025-11-25T12:30:25.648Z
da3b0395-5367-4023-fdf8-08e751273d3b,2025-12-05T23:25:42.746Z,2025-06-07T22:26:07.313Z,e394ca10-b5a0-45cc-8730-3524aff8641a,The Brass Tap,sample_text_8481,sample_text_8432,sample_text_6464,true,397,2025-09-24T05:05:07.568Z,2026-01-01T03:48:31.488Z,sample_text_8835,sample_text_8001,sample_text_3134,694,5330,true,2025-08-02T22:19:06.320Z,2025-09-11T04:25:41.978Z,sample_text_5110,sample_text_526,sample_text_1173,2025-05-17T16:42:02.615Z
a5633500-6373-4169-7d21-5b951a759811,2026-01-03T07:38:37.455Z,2025-10-27T17:44:46.915Z,baeb778f-0236-4ea0-497b-a0d46e5c6619,The Brass Tap,sample_text_5100,sample_text_3836,sample_text_4348,true,421,2025-04-27T11:49:20.858Z,2025-08-30T02:23:45.579Z,sample_text_5129,sample_text_5074,sample_text_5138,334,1146,true,2026-01-23T07:25:16.227Z,2025-08-31T23:24:44.462Z,sample_text_3560,sample_text_5034,sample_text_9640,2026-01-05T13:17:02.356Z
2224c2f4-90b7-4075-7afa-59b67fbee93b,2025-12-09T09:15:16.935Z,2025-10-28T12:49:14.267Z,615ffcad-04ca-4584-4505-45cbefd50d58,Maple Street Diner,sample_text_7308,sample_text_9523,sample_text_8348,false,281,2025-06-14T00:14:02.261Z,2025-05-27T13:06:58.997Z,sample_text_4077,sample_text_760,sample_text_2867,276,691,false,2025-09-04T21:19:26.768Z,2026-01-02T11:57:05.449Z,sample_text_7264,sample_text_3588,sample_text_2730,2026-01-14T12:54:08.984Z
78bf769c-1eda-459a-5900-22c4952e96e6,2026-02-17T00:28:01.768Z,2026-01-08T17:54:39.216Z,4c81bc97-321d-48c5-d316-8243b2e8187e,Green Leaf Bistro,sample_text_2019,sample_text_4849,sample_text_4854,true,819,2025-08-02T07:06:09.036Z,2025-05-18T12:17:22.754Z,sample_text_6918,sample_text_2576,sample_text_2677,601,9158,true,2025-08-06T21:17:12.795Z,2025-09-25T04:22:38.921Z,sample_text_3821,sample_text_914,sample_text_8227,2026-02-03T10:47:44.308Z
6d23bbfd-cff5-405a-88e5-f9621b8e9356,2025-04-30T13:56:20.720Z,2026-03-10T18:55:47.361Z,7006fd96-e3f8-4225-33e4-be34d610ffbb,Corner Deli,sample_text_3738,sample_text_2757,sample_text_8034,false,14,2025-08-26T06:42:59.314Z,2025-12-04T23:05:29.880Z,sample_text_7608,sample_text_2641,sample_text_783,132,8064,false,2025-06-23T04:11:20.317Z,2025-07-24T20:18:10.591Z,sample_text_3474,sample_text_4165,sample_text_5591,2026-03-29T04:54:57.695Z
0e0f4c01-c760-4d52-7c20-e4755ceb5c97,2025-05-11T23:25:55.022Z,2025-07-04T05:30:52.796Z,4fab3abf-dd8f-4d4b-ef39-52d4314418ca,Blue Ocean Sushi,sample_text_9531,sample_text_5981,sample_text_8706,true,61,2025-10-04T09:53:21.282Z,2025-09-29T16:01:57.017Z,sample_text_3108,sample_text_5181,sample_text_338,649,7311,false,2025-06-12T04:15:21.435Z,2025-10-17T01:56:15.011Z,sample_text_1795,sample_text_6110,sample_text_7825,2026-01-16T17:42:28.638Z
5abeea08-009e-4c2d-c3a4-e50362454af1,2025-06-16T14:39:14.544Z,2025-07-03T12:49:57.802Z,615ffcad-04ca-4584-4505-45cbefd50d58,City Kitchen,sample_text_2973,sample_text_9865,sample_text_6159,false,175,2025-05-10T21:32:40.150Z,2025-08-06T21:11:54.441Z,sample_text_8741,sample_text_5007,sample_text_2144,646,211,false,2026-02-01T15:35:15.074Z,2025-11-16T06:37:48.730Z,sample_text_1531,sample_text_1937,sample_text_4357,2026-02-02T16:43:29.937Z
c05f656e-9bca-4670-843a-7d978b8d66ba,2026-02-08T09:03:10.986Z,2026-02-26T00:38:47.320Z,837a9baf-7fed-4fe4-630e-eeaf60164bcb,The Brass Tap,sample_text_4955,sample_text_2852,sample_text_6260,false,539,2026-03-07T18:08:44.087Z,2025-11-17T22:13:00.686Z,sample_text_7892,sample_text_7418,sample_text_5667,380,6564,true,2025-12-31T01:30:37.254Z,2025-05-29T18:08:29.687Z,sample_text_9126,sample_text_5984,sample_text_5848,2025-10-01T18:46:57.337Z
db59e9fb-9c46-42f7-9297-eae81799e050,2025-08-02T11:30:51.608Z,2025-07-18T00:00:35.177Z,e394ca10-b5a0-45cc-8730-3524aff8641a,The Local Table,sample_text_1548,sample_text_5675,sample_text_4459,true,909,2026-03-26T04:30:17.597Z,2025-11-19T17:49:56.724Z,sample_text_6154,sample_text_5639,sample_text_7309,626,5508,false,2025-12-17T11:13:35.277Z,2025-08-15T03:46:10.776Z,sample_text_1571,sample_text_6804,sample_text_994,2025-05-09T07:37:39.199Z
2264933f-647a-4432-da14-8bac6117dc40,2025-11-08T17:12:42.727Z,2026-01-04T20:30:28.135Z,2e842555-494e-4eac-25b2-d2a4430cc9ed,Golden Plate,sample_text_7996,sample_text_5807,sample_text_4483,true,15,2026-03-12T07:16:53.752Z,2025-07-14T23:04:44.980Z,sample_text_8916,sample_text_6561,sample_text_8305,552,1853,true,2026-01-06T19:29:31.227Z,2025-12-05T22:02:12.621Z,sample_text_2886,sample_text_1785,sample_text_8774,2025-11-07T05:56:23.944Z
84d40715-045e-4f17-73fa-4416bebd67d4,2025-11-18T15:53:41.762Z,2025-07-01T18:44:28.774Z,5eca5363-069f-462b-ef13-7dba299c99d9,The Brass Tap,sample_text_5252,sample_text_8379,sample_text_6362,true,702,2026-01-27T05:46:37.005Z,2026-04-10T17:38:05.275Z,sample_text_6371,sample_text_476,sample_text_1538,127,3947,false,2026-03-09T20:24:18.534Z,2025-08-15T03:40:32.268Z,sample_text_1753,sample_text_4921,sample_text_8730,2025-12-30T19:55:25.422Z
