id,created_at,updated_at,user_id,school_id,module_slug,module_category,is_started,started_at,is_completed,completed_at,sections_completed,total_sections,current_section,time_spent_minutes,is_bookmarked,bookmarked_at,user_notes,metadata
9f77b7fa-2b2e-4b37-2fa3-3be984fad4eb,2025-11-22T19:00:03.089Z,2025-09-02T16:49:11.225Z,47f67693-54d3-499f-af1f-6dc1264f95f8,c8bf5171-97bd-4a3c-df89-c4059e1474e2,sample_text_339,sample_text_2668,true,2025-08-09T10:10:07.290Z,true,2025-06-29T23:05:16.341Z,931,740,162,733,true,2025-12-07T00:45:29.044Z,sample_text_1987,sample_text_8356
60d3c61f-1110-4eb0-eeda-effcb4cd3c72,2025-08-31T20:37:09.692Z,2025-08-23T18:41:39.629Z,8a0aa082-f148-423d-fd6f-c28d86c0215a,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,sample_text_4207,sample_text_1630,false,2025-06-10T22:20:17.485Z,false,2025-09-17T09:41:28.861Z,866,244,790,14,true,2025-10-09T21:28:11.116Z,sample_text_248,sample_text_1139
95781b2b-57db-4dc3-0f8e-72e3a9cd3811,2025-11-28T18:16:03.709Z,2025-05-03T05:34:30.556Z,b3ab5a31-3db7-455f-604b-d752ad0d37c7,f56bd850-ae1d-4c12-1f67-ecd289df1620,sample_text_4851,sample_text_7468,true,2025-11-06T11:15:53.253Z,true,2025-10-12T01:44:10.979Z,658,591,46,921,true,2025-07-16T15:07:10.370Z,sample_text_4485,sample_text_7424
cce6a347-fb54-4736-9ff3-9603eec24948,2026-02-27T01:49:13.774Z,2026-03-24T02:28:01.028Z,62a9a1d7-9f49-48d7-cd45-e5cf69a2994c,7006fd96-e3f8-4225-33e4-be34d610ffbb,sample_text_1023,sample_text_1630,false,2025-12-04T10:14:51.687Z,false,2025-04-13T11:32:49.889Z,990,979,404,893,false,2025-08-01T01:50:32.340Z,sample_text_9287,sample_text_1115
b19750eb-a976-4cee-9c91-c68ee899fc52,2025-10-11T21:40:23.769Z,2025-10-07T10:26:22.343Z,7d07d517-dedd-404d-c698-f00e2aeb820f,24557b57-0c13-4c0c-a3e9-39903a1a94a3,sample_text_5456,sample_text_3900,true,2025-04-14T14:27:45.991Z,true,2025-08-08T20:53:27.179Z,301,707,917,98,true,2025-12-30T04:40:01.790Z,sample_text_9945,sample_text_496
cbf8de57-c9bf-428b-067d-8ffd671e9a65,2026-02-07T20:25:55.596Z,2025-05-24T16:44:17.908Z,faab496b-a78d-4496-aa0f-1f0957801a80,7cc152ca-2334-4efd-8c58-4327009bcdb6,sample_text_1105,sample_text_5350,false,2025-09-05T01:31:21.651Z,true,2025-06-11T00:14:19.757Z,673,721,381,506,true,2026-04-05T09:51:59.150Z,sample_text_4820,sample_text_2866
24e59ed3-3f2b-4baa-5d54-210a65db6fcf,2025-05-31T15:43:50.962Z,2026-02-05T20:13:01.283Z,8ac01f7d-9c30-4771-a900-d8fc5dd68b28,0898bc8a-8083-4b0c-faf9-0f5d0224e73e,sample_text_7561,sample_text_1314,true,2025-08-13T16:21:24.205Z,false,2026-03-18T06:12:04.618Z,969,814,67,352,false,2025-09-03T10:01:59.469Z,sample_text_6554,sample_text_9108
ef651e20-99f0-4bb5-6d8e-316bb08d4a3c,2026-01-11T06:08:33.884Z,2026-03-06T02:19:35.369Z,fa8263d2-b6b1-4514-4f07-6307b13d93f7,2e858920-a13b-46d3-3f94-8050bb03f098,sample_text_840,sample_text_7387,true,2026-01-21T21:28:53.733Z,true,2025-12-21T11:46:09.794Z,1,533,974,270,true,2025-07-23T19:08:39.831Z,sample_text_5688,sample_text_6074
72ae5521-83f7-413e-3675-152c8c665793,2025-06-03T01:35:25.128Z,2025-11-21T22:47:52.642Z,760e9861-7716-4fc7-6676-f5213f248cda,2d706e75-fd47-4d6b-cc14-10a1bf804d62,sample_text_4459,sample_text_5488,false,2025-07-02T18:44:07.919Z,true,2025-04-17T06:59:39.311Z,912,379,679,978,false,2025-05-23T19:33:49.708Z,sample_text_3844,sample_text_8358
89e0bc7d-37a9-4c9a-9e5c-36b273ffddac,2025-10-08T05:18:00.737Z,2025-11-03T13:20:09.494Z,616cd82a-150d-43e4-e90b-50dd3877886b,615ffcad-04ca-4584-4505-45cbefd50d58,sample_text_3279,sample_text_5380,true,2025-08-30T02:57:07.557Z,false,2026-03-13T23:01:06.433Z,754,262,984,524,true,2026-01-24T22:35:17.624Z,sample_text_7890,sample_text_7000
167e602e-c543-4d65-3d4b-9323cefd4db1,2025-05-02T22:32:32.514Z,2025-08-15T11:36:46.072Z,616cd82a-150d-43e4-e90b-50dd3877886b,343e4691-d779-4742-a9b6-c828fbb55b61,sample_text_9716,sample_text_9951,true,2025-07-21T03:49:01.549Z,true,2025-12-28T01:12:58.621Z,718,781,531,847,false,2025-11-30T12:41:12.675Z,sample_text_4609,sample_text_4913
b2a09762-82a5-4113-42ac-338c042cbf2e,2025-08-22T08:26:04.404Z,2025-11-09T05:34:00.004Z,3f95f74e-1bdc-41c3-893d-2d90a62d76bc,921679af-a07e-442d-b254-00f81e5f665d,sample_text_8672,sample_text_3905,true,2025-09-26T18:41:10.223Z,true,2025-11-28T05:26:24.287Z,354,46,649,92,true,2025-11-03T17:10:26.950Z,sample_text_6096,sample_text_4361
d078778b-ecb7-4c85-7400-78b2cbf1701d,2025-08-01T19:45:35.539Z,2025-09-21T00:17:54.560Z,52f0edcc-bfb7-4f33-ad2e-fd54c484c769,f3e56a9d-701d-4138-17b4-468168466ac1,sample_text_3524,sample_text_1000,false,2025-12-20T21:28:22.539Z,true,2025-05-26T03:27:30.569Z,123,555,815,296,false,2025-11-02T12:44:28.892Z,sample_text_22,sample_text_8176
2f921541-7cec-4e41-9d2a-1b91a9e8f65b,2025-06-16T02:26:36.107Z,2025-05-08T04:07:23.919Z,e2e59b60-b37d-4442-b14f-f66ec99cab25,2bd4f3bc-df4b-49c7-997f-c11868da495a,sample_text_8147,sample_text_1593,false,2026-02-20T08:26:15.976Z,true,2025-04-13T05:36:38.200Z,349,518,430,462,true,2026-03-28T02:07:38.472Z,sample_text_1626,sample_text_1730
34135468-37f6-443c-2174-bb2b374af7aa,2026-02-21T08:13:13.661Z,2025-08-29T12:21:05.427Z,72571b3c-f6ea-4a2a-2118-2d3a77def4dd,32a1daeb-123e-4dbe-b622-aea59b73722d,sample_text_3455,sample_text_1038,true,2025-04-20T07:25:04.944Z,true,2026-03-19T09:23:40.042Z,745,708,838,706,true,2026-03-11T00:04:16.561Z,sample_text_4490,sample_text_5517
d17b1135-805c-4c8e-8d61-92716daa8fc4,2025-08-13T14:52:30.759Z,2025-06-02T21:12:54.138Z,8ac01f7d-9c30-4771-a900-d8fc5dd68b28,59faa8f0-e266-467f-aa62-7fd97008cad7,sample_text_591,sample_text_7450,true,2026-01-15T02:49:25.180Z,false,2025-12-08T05:31:32.151Z,839,126,920,715,true,2026-04-10T23:05:07.288Z,sample_text_2037,sample_text_81
83b75ed1-2364-4c7b-72a0-a9018afb08ba,2026-02-25T13:36:10.282Z,2025-07-22T05:04:47.359Z,9eaa373f-8df1-4b6c-b2c9-c62b6f3363fe,661bcb95-f84e-4871-e1c4-675bf8171439,sample_text_7804,sample_text_7368,false,2025-11-17T02:50:44.785Z,true,2026-04-11T02:51:11.932Z,987,204,184,657,true,2026-02-04T00:09:19.824Z,sample_text_43,sample_text_863
6a3c137a-33dc-4add-3e1f-7a7ac5430602,2026-01-25T00:57:28.128Z,2026-04-05T20:50:29.833Z,9b6a74d9-b351-48c9-fd99-3ea43ff586df,94519cc1-bdc7-4549-769e-8964efcea7c6,sample_text_4010,sample_text_8150,true,2026-01-06T23:20:45.155Z,false,2025-12-02T14:44:22.089Z,520,374,736,319,true,2025-04-30T12:57:29.390Z,sample_text_463,sample_text_3935
06fd745b-9f70-4e53-6aaf-ddfdf7534aac,2025-12-12T07:02:08.924Z,2025-11-09T08:54:53.382Z,d9edb57f-a55c-4a07-df66-d6f8356c9964,b017f20d-2b75-45dd-64d2-722f145a78d0,sample_text_3953,sample_text_2273,false,2025-10-22T13:21:16.954Z,false,2025-06-11T02:51:47.451Z,880,445,44,219,true,2025-07-19T00:02:21.681Z,sample_text_5189,sample_text_1116
4dca9814-a2e0-4da3-0d73-b3d76c30dabd,2025-07-22T20:55:13.981Z,2025-07-21T17:59:23.203Z,52f0edcc-bfb7-4f33-ad2e-fd54c484c769,f0fe80e2-ee98-4631-fd46-bedaa4937130,sample_text_3134,sample_text_3170,false,2026-02-18T20:08:47.245Z,true,2025-10-03T12:03:39.955Z,135,628,656,431,false,2025-09-07T05:01:17.905Z,sample_text_2008,sample_text_9286
3c46f6f9-9f92-4380-b3f2-90a037464e1d,2025-08-09T18:11:59.480Z,2025-12-03T05:06:27.105Z,7d07d517-dedd-404d-c698-f00e2aeb820f,c41be56c-1b03-4f83-3798-7ff82c84c273,sample_text_7759,sample_text_796,false,2025-10-17T15:08:38.539Z,true,2025-05-10T13:03:22.013Z,151,794,822,234,true,2026-03-02T12:58:34.823Z,sample_text_5531,sample_text_7552
5713f705-17b2-4cc2-6d76-a9757eb6b944,2026-02-09T04:38:52.528Z,2025-07-12T11:42:39.638Z,699866f4-eda9-4222-4727-7702d9d050eb,0898bc8a-8083-4b0c-faf9-0f5d0224e73e,sample_text_9101,sample_text_1884,true,2025-06-11T21:55:25.619Z,true,2025-04-16T09:32:15.441Z,747,479,867,278,true,2025-10-06T13:09:54.907Z,sample_text_1038,sample_text_8800
6729e287-d4a6-4e49-a770-a582437e233f,2026-02-12T11:11:42.831Z,2025-08-08T06:07:12.665Z,91481a49-39f6-4c85-9a87-3de01f285177,baeb778f-0236-4ea0-497b-a0d46e5c6619,sample_text_5900,sample_text_176,true,2025-06-15T14:49:18.144Z,true,2025-06-19T19:05:05.943Z,513,569,785,998,true,2026-03-30T12:21:41.547Z,sample_text_5300,sample_text_270
8cfc05cf-a9ae-434d-ce87-932cc1f4a521,2025-12-10T22:33:12.415Z,2026-01-31T21:50:04.514Z,6a49f986-fadb-4bcd-512c-c56d68c9b08b,2e858920-a13b-46d3-3f94-8050bb03f098,sample_text_4963,sample_text_4882,true,2025-12-19T06:54:26.545Z,true,2025-04-16T10:07:21.099Z,150,353,245,985,true,2025-12-06T04:11:58.275Z,sample_text_3243,sample_text_3984
227d4075-1f78-4e3f-6191-181c888f273d,2026-02-10T08:26:59.756Z,2025-05-14T05:33:16.339Z,52f0edcc-bfb7-4f33-ad2e-fd54c484c769,fe4720c1-f369-4760-b122-6b324f08f3a3,sample_text_7809,sample_text_7593,true,2025-04-19T19:00:56.459Z,true,2025-08-05T04:46:37.838Z,268,990,121,124,true,2025-07-24T02:10:42.670Z,sample_text_5045,sample_text_184
92879bb4-a72e-47be-810b-de45d0088453,2025-05-24T10:32:33.544Z,2025-10-05T22:28:46.490Z,91481a49-39f6-4c85-9a87-3de01f285177,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,sample_text_8005,sample_text_3022,true,2025-09-11T23:12:34.215Z,false,2025-11-20T07:02:57.662Z,603,208,713,682,false,2025-09-27T09:49:08.609Z,sample_text_806,sample_text_5082
f4be2e98-9332-4fb3-3f7f-6316763bf19c,2025-06-13T04:10:07.187Z,2025-06-30T10:26:35.261Z,af45888d-3cda-415b-1d81-91022a417bde,fe4720c1-f369-4760-b122-6b324f08f3a3,sample_text_9181,sample_text_6749,true,2025-05-01T22:53:43.871Z,true,2025-06-04T05:39:14.679Z,710,763,798,116,true,2025-10-24T08:13:19.973Z,sample_text_4701,sample_text_2403
806a89ec-a945-4bf1-e652-c5eb112c4946,2025-05-16T06:07:11.402Z,2025-08-19T02:46:53.770Z,74bd910d-f592-4d1d-0e88-4bd9512f610b,13f8f388-7de1-4383-f922-a0d8a397e76c,sample_text_5989,sample_text_9237,true,2025-12-09T02:13:04.591Z,false,2025-06-03T06:34:12.376Z,784,4,307,809,false,2025-06-07T02:40:57.698Z,sample_text_2818,sample_text_3305
c746b72f-d53c-428d-8b8e-de817e3f9df9,2025-10-27T04:23:28.426Z,2025-12-25T00:19:47.027Z,5b22fa71-538f-4f40-5599-52754e6eb443,b017f20d-2b75-45dd-64d2-722f145a78d0,sample_text_416,sample_text_6568,false,2025-07-20T23:26:50.118Z,true,2025-12-07T09:02:51.220Z,140,716,906,852,true,2025-05-16T22:05:50.425Z,sample_text_3710,sample_text_9472
3d1b91d9-4738-4bb6-e971-2100efc9504f,2025-08-04T09:14:15.529Z,2026-03-25T21:22:12.582Z,0a5b5544-8433-485d-8477-4051a66c59da,3a19d003-2447-4c77-d435-69866c42a3e8,sample_text_3832,sample_text_6166,false,2025-08-28T17:08:46.728Z,true,2026-01-07T22:13:14.648Z,271,830,110,611,false,2026-03-26T09:07:15.079Z,sample_text_6332,sample_text_9436
41616685-c106-4cf1-4c4e-c98103f9b641,2025-08-31T09:59:49.133Z,2025-07-11T09:00:30.479Z,cb8fa579-1a0f-4b56-d0df-17115e069361,24557b57-0c13-4c0c-a3e9-39903a1a94a3,sample_text_3574,sample_text_6420,true,2025-12-25T10:26:00.419Z,true,2026-01-16T20:18:21.794Z,325,900,232,824,false,2025-04-18T03:47:09.526Z,sample_text_9521,sample_text_7902
62de5a79-474e-4d20-bda0-e6243f2c50c7,2026-02-06T16:55:50.245Z,2025-08-16T12:32:35.125Z,b19a9a30-5bc1-42f9-ac14-0842a27abbe0,16c0f045-ad9e-4d23-8922-374a2534b914,sample_text_5417,sample_text_5731,false,2026-02-19T16:46:21.286Z,false,2025-09-12T05:31:42.621Z,2,596,96,360,true,2025-05-05T13:52:31.644Z,sample_text_2053,sample_text_3228
d0947e1d-37e4-482e-6ff1-4cef225b66ee,2025-09-23T21:58:33.331Z,2025-11-15T00:35:15.950Z,74bd910d-f592-4d1d-0e88-4bd9512f610b,921679af-a07e-442d-b254-00f81e5f665d,sample_text_9723,sample_text_6678,false,2025-04-28T21:59:31.975Z,true,2025-11-10T18:28:35.347Z,537,53,403,157,false,2025-10-12T15:50:07.396Z,sample_text_3258,sample_text_9755
5a38bd1c-3e5e-4153-d2e7-d1ad61249b1f,2025-07-08T22:06:34.170Z,2025-06-14T15:52:30.513Z,fa8263d2-b6b1-4514-4f07-6307b13d93f7,5eca5363-069f-462b-ef13-7dba299c99d9,sample_text_712,sample_text_4367,true,2025-05-05T05:35:44.496Z,true,2025-06-26T00:59:17.344Z,982,49,179,996,true,2025-11-13T20:23:08.992Z,sample_text_3125,sample_text_3604
9020219c-6223-4047-e6ed-293af35e379d,2025-09-02T00:25:53.142Z,2025-05-13T03:14:10.194Z,cb8fa579-1a0f-4b56-d0df-17115e069361,521d1584-627e-495f-893e-82a12f5344be,sample_text_3096,sample_text_2264,true,2025-07-17T02:54:51.955Z,false,2026-02-18T22:32:32.421Z,85,155,979,1,false,2026-01-07T08:33:19.233Z,sample_text_2263,sample_text_5393
1889e1fd-5ea7-44a5-ea97-6bfb641c4bc9,2025-08-25T23:54:53.439Z,2026-03-12T22:15:52.694Z,af45888d-3cda-415b-1d81-91022a417bde,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,sample_text_7281,sample_text_2854,false,2025-06-27T17:50:13.981Z,true,2026-03-13T18:15:29.584Z,761,380,590,65,false,2025-07-05T17:18:32.448Z,sample_text_5194,sample_text_5759
707cb0af-f8dc-4793-ea2c-e8a0958cdebd,2025-09-10T03:42:07.409Z,2026-01-14T11:48:09.144Z,02eac898-e03e-4ede-7167-c2b3f40e7d1a,291d99ad-c85c-4557-8915-25527607d5cf,sample_text_759,sample_text_6987,false,2025-08-04T06:03:53.449Z,true,2025-11-08T23:39:47.351Z,871,791,671,823,false,2025-05-14T19:52:05.343Z,sample_text_5924,sample_text_9954
c428775d-04cf-420e-e413-f556ae426809,2025-12-14T15:51:07.246Z,2026-02-27T08:21:27.606Z,7d07d517-dedd-404d-c698-f00e2aeb820f,4c81bc97-321d-48c5-d316-8243b2e8187e,sample_text_3167,sample_text_4815,false,2025-07-15T00:05:50.680Z,true,2025-08-24T17:48:41.809Z,241,947,316,943,false,2025-08-01T09:14:55.060Z,sample_text_9634,sample_text_4020
a3141036-c742-4f6b-7907-f79d7496cb63,2025-09-18T12:35:17.185Z,2025-05-04T23:37:16.253Z,6601188e-454e-46f8-39d3-12e3a2450d73,fe4720c1-f369-4760-b122-6b324f08f3a3,sample_text_122,sample_text_4882,false,2025-08-10T20:25:08.326Z,false,2025-05-14T14:57:54.314Z,115,342,119,308,true,2025-08-21T08:11:03.632Z,sample_text_6996,sample_text_1518
5addfcf9-bea6-487d-31d4-0f88cb7450f5,2025-12-06T13:18:43.500Z,2025-09-10T18:22:58.356Z,d9edb57f-a55c-4a07-df66-d6f8356c9964,545d1106-2b34-4e12-24da-7673253ca1d7,sample_text_6941,sample_text_6155,false,2025-08-22T07:03:06.992Z,false,2025-11-24T13:44:54.297Z,518,249,472,936,false,2025-05-30T11:51:13.110Z,sample_text_264,sample_text_1947
3cbc9bd4-b34b-4755-f3b9-866a284ec932,2025-05-07T22:39:25.785Z,2025-07-12T19:18:45.509Z,5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a,343e4691-d779-4742-a9b6-c828fbb55b61,sample_text_5594,sample_text_3895,false,2025-09-18T10:22:45.702Z,true,2025-10-19T12:50:13.224Z,906,904,785,29,false,2026-02-04T07:50:37.651Z,sample_text_3778,sample_text_4397
f798eb16-58b5-4914-d92b-3473930971f9,2026-01-11T05:38:16.023Z,2026-04-11T16:27:45.018Z,74bd910d-f592-4d1d-0e88-4bd9512f610b,16c0f045-ad9e-4d23-8922-374a2534b914,sample_text_6641,sample_text_3687,true,2025-10-04T05:51:31.160Z,true,2025-09-14T14:17:10.688Z,40,964,518,917,false,2025-05-29T16:33:03.614Z,sample_text_7043,sample_text_5091
