id,school_id,report_type,format,title,frequency,day_of_week,day_of_month,time_of_day,timezone,filters,options,recipients,is_active,last_run_at,next_run_at,last_error,created_by,created_at,updated_at
a75dbf2a-04b6-4aab-c6dc-711da46109cc,219980cb-3f77-4414-faeb-5f70b1472a36,sample_text_790,sample_text_6197,sample_text_9665,sample_text_7348,451,279,sample_text_6570,sample_text_647,sample_text_316,sample_text_3128,sample_text_8852,true,2025-07-23T00:51:16.320Z,2025-05-01T19:38:40.483Z,sample_text_9160,0a03ca4e-af4b-4246-96bd-740f7cbaaa56,2026-03-09T15:04:30.829Z,2025-12-10T04:28:00.913Z
cf4d10d2-2d7c-4057-55c8-219d694529ae,f0fe80e2-ee98-4631-fd46-bedaa4937130,sample_text_1567,sample_text_7006,sample_text_1678,sample_text_999,275,777,sample_text_4612,sample_text_6848,sample_text_2733,sample_text_9605,sample_text_3367,false,2025-12-05T19:07:54.863Z,2025-09-30T10:30:18.591Z,sample_text_7714,38b50208-c504-449f-d9d6-05c032bfe8b9,2025-04-30T17:41:50.499Z,2025-11-28T03:58:10.541Z
7c5b184c-9050-44a8-16f2-7604e8058e38,fecc715c-91cf-4144-4e6d-27d53565cfa5,sample_text_5125,sample_text_6838,sample_text_3634,sample_text_4937,769,167,sample_text_4928,sample_text_2921,sample_text_4944,sample_text_4203,sample_text_926,false,2025-07-04T05:16:42.653Z,2025-09-26T12:22:51.812Z,sample_text_8819,ad49ffb4-52e5-49c5-6216-6ad72a04b79c,2025-07-27T13:59:36.153Z,2025-10-03T08:25:11.490Z
5e476ebc-c171-4a0e-10da-4c9b164da5e2,f56bd850-ae1d-4c12-1f67-ecd289df1620,sample_text_7383,sample_text_8032,sample_text_2077,sample_text_7093,111,280,sample_text_7985,sample_text_2982,sample_text_3508,sample_text_5668,sample_text_9217,false,2025-09-08T16:54:24.462Z,2026-03-26T20:46:48.318Z,sample_text_1863,6bb96cb7-6e9a-4a02-0927-00e57446e5fc,2025-09-23T04:18:42.522Z,2025-12-23T12:36:54.488Z
e1f37da5-88be-4dfa-5d61-521b668bdfa2,820e0d69-1dec-4fa2-7dff-4973e37417e7,sample_text_3564,sample_text_6956,sample_text_1312,sample_text_6996,866,349,sample_text_728,sample_text_5786,sample_text_8131,sample_text_2097,sample_text_8315,false,2025-04-29T16:39:56.619Z,2025-12-30T23:21:00.231Z,sample_text_5126,0138df3f-739d-4c0e-ae25-5a4f9d137636,2026-03-12T01:21:48.057Z,2025-10-22T10:06:02.751Z
ed9da602-6bd5-4c97-b0f7-efa37ae68203,b1160aa4-615e-46be-c33f-53b664f1618f,sample_text_2532,sample_text_9442,sample_text_7555,sample_text_5909,260,376,sample_text_3740,sample_text_5931,sample_text_5325,sample_text_2083,sample_text_4963,false,2025-08-09T02:20:58.920Z,2025-10-19T01:08:00.698Z,sample_text_77,2d80bc89-58b1-460b-7dcd-ddccf5d6e7c6,2025-09-17T04:33:16.396Z,2025-10-13T13:09:33.664Z
be94f7f8-f561-4f00-a8fc-671afe7663ac,e394ca10-b5a0-45cc-8730-3524aff8641a,sample_text_28,sample_text_6972,sample_text_7679,sample_text_1062,442,416,sample_text_1699,sample_text_6329,sample_text_6132,sample_text_2225,sample_text_5242,false,2025-10-15T00:09:02.603Z,2025-10-11T17:11:10.561Z,sample_text_6366,652b292a-516d-4a55-459d-979f1c938203,2025-12-08T21:26:21.142Z,2025-10-11T06:33:47.915Z
4fdd6380-44b1-4205-b0d4-a96211168a96,b1160aa4-615e-46be-c33f-53b664f1618f,sample_text_3257,sample_text_7401,sample_text_9742,sample_text_1503,679,833,sample_text_6947,sample_text_9403,sample_text_429,sample_text_3522,sample_text_3115,false,2026-04-01T12:37:12.123Z,2025-11-04T00:32:42.557Z,sample_text_7211,96568b12-a3ba-4d98-2d68-445694542d45,2026-02-04T02:18:28.744Z,2026-03-23T12:21:21.090Z
49665657-9a4a-444e-7ea9-674e24ead53f,32a1daeb-123e-4dbe-b622-aea59b73722d,sample_text_3712,sample_text_1847,sample_text_4255,sample_text_1330,150,299,sample_text_6007,sample_text_4689,sample_text_4198,sample_text_2767,sample_text_7493,true,2025-11-06T23:15:36.011Z,2026-03-22T04:24:58.833Z,sample_text_5622,2c1886d0-9515-47bc-7274-bb5de71e0c5d,2025-08-13T14:44:14.488Z,2025-11-04T10:25:22.958Z
bfb79eb5-5232-4a8f-8bb5-52208734f2df,7e8192d3-756a-4974-209e-dc1ea1cca26e,sample_text_9862,sample_text_6227,sample_text_3217,sample_text_1577,285,47,sample_text_4486,sample_text_5740,sample_text_1852,sample_text_3197,sample_text_154,true,2025-06-19T04:40:32.588Z,2025-05-23T12:53:13.708Z,sample_text_560,70c8bf81-c190-4d4d-1f01-4aa412c75461,2025-07-27T19:07:56.583Z,2025-08-20T13:59:29.197Z
dbd82f41-f1ed-49c7-7431-17e3edc63d80,3a19d003-2447-4c77-d435-69866c42a3e8,sample_text_6804,sample_text_1722,sample_text_2450,sample_text_1542,53,153,sample_text_1701,sample_text_6841,sample_text_4937,sample_text_5013,sample_text_9292,false,2026-03-21T02:13:26.333Z,2026-02-25T18:08:27.368Z,sample_text_1350,ddae4e76-c825-4386-423b-12c938bfca6c,2026-02-22T19:45:20.275Z,2025-12-27T22:33:02.871Z
7f95ad6f-9622-495d-5aa4-e031a7647057,1eca3985-996e-497f-4644-294968d742b8,sample_text_4190,sample_text_5171,sample_text_6520,sample_text_9215,274,396,sample_text_2431,sample_text_5882,sample_text_2667,sample_text_3319,sample_text_8046,false,2025-09-24T16:37:47.688Z,2026-01-26T04:10:07.898Z,sample_text_1500,60233528-7265-45c3-40ba-3bf29ebf9cc9,2025-09-16T03:07:36.879Z,2025-07-25T20:06:31.805Z
b59066cb-c4ff-4aa0-fee0-c07ecbfd8865,8fcce2e7-79c7-439d-1c00-1a62a46a56f2,sample_text_3364,sample_text_7077,sample_text_9897,sample_text_1122,335,100,sample_text_6278,sample_text_6899,sample_text_8502,sample_text_76,sample_text_8683,false,2026-04-02T23:16:43.496Z,2026-02-15T00:25:14.216Z,sample_text_4466,ce286f92-b090-4764-24cb-e7c795e7c846,2025-07-18T18:32:12.102Z,2025-05-10T01:20:45.316Z
a2d85dfe-b21a-4c7f-447a-da8f39df4e15,24557b57-0c13-4c0c-a3e9-39903a1a94a3,sample_text_2362,sample_text_8406,sample_text_5917,sample_text_2376,738,646,sample_text_4926,sample_text_2313,sample_text_9873,sample_text_4619,sample_text_6038,false,2025-08-19T00:10:59.086Z,2025-12-10T10:59:27.413Z,sample_text_5653,defa3154-c7c0-485d-c4a5-71811fd33849,2025-05-27T10:52:47.376Z,2025-07-12T16:37:08.979Z
0c5dcc10-60b8-4d18-464c-fc2a7a5b8ed9,343e4691-d779-4742-a9b6-c828fbb55b61,sample_text_9859,sample_text_5035,sample_text_2527,sample_text_3844,843,389,sample_text_2055,sample_text_4609,sample_text_6907,sample_text_7185,sample_text_4532,true,2025-12-21T03:46:55.140Z,2025-05-05T14:03:56.190Z,sample_text_3996,09e7437c-cbb4-4aef-443a-dac284e5d585,2026-03-27T19:33:39.627Z,2025-09-09T10:37:08.251Z
07a16675-23e5-43a4-cbf7-a5010ffea499,f56bd850-ae1d-4c12-1f67-ecd289df1620,sample_text_3588,sample_text_7809,sample_text_3053,sample_text_3873,183,191,sample_text_6953,sample_text_5624,sample_text_3396,sample_text_9738,sample_text_2812,false,2026-01-13T08:59:32.010Z,2025-12-10T13:40:54.094Z,sample_text_1066,7bfe65b7-ca5e-422e-15f2-25bee20960e8,2025-11-22T05:03:28.379Z,2026-01-27T17:47:22.649Z
c81b25c6-06fc-4464-1dcd-9ebc4b96449b,314cdd92-266e-488d-cf88-6e18f6db8ca6,sample_text_8074,sample_text_6024,sample_text_8031,sample_text_4641,350,639,sample_text_8065,sample_text_6804,sample_text_256,sample_text_5779,sample_text_7863,false,2026-03-19T07:17:46.327Z,2026-02-05T20:31:36.186Z,sample_text_2581,ceebc13d-3958-44d4-b28b-dd7024b31137,2025-09-07T05:54:18.106Z,2025-06-16T08:22:25.657Z
1f375a0d-7595-43e8-bb30-df447e074467,4f68cba7-6170-4ab1-21f9-a7a23a74f8c0,sample_text_3229,sample_text_8600,sample_text_3357,sample_text_5185,290,157,sample_text_334,sample_text_4071,sample_text_5529,sample_text_6350,sample_text_7712,false,2025-10-29T02:50:41.536Z,2025-06-22T23:38:48.253Z,sample_text_6742,890e9730-5585-4e7c-4f64-71d0108ecb2f,2026-02-12T02:07:13.448Z,2025-05-23T01:41:24.597Z
9cd89213-23c7-4f75-0daa-ea7d5587c5ba,837a9baf-7fed-4fe4-630e-eeaf60164bcb,sample_text_5642,sample_text_686,sample_text_5198,sample_text_4453,544,839,sample_text_6768,sample_text_6270,sample_text_6025,sample_text_9925,sample_text_3260,false,2025-06-18T13:12:17.546Z,2025-07-15T22:24:39.384Z,sample_text_1899,5ee6f151-dd9c-4955-1c97-84b0853a2a0c,2026-01-23T23:16:18.744Z,2026-01-28T13:59:13.333Z
052325c8-0d6c-4bec-dfdb-7b520274b23d,0898bc8a-8083-4b0c-faf9-0f5d0224e73e,sample_text_4000,sample_text_3537,sample_text_1155,sample_text_3967,955,598,sample_text_5947,sample_text_5053,sample_text_3266,sample_text_9045,sample_text_1778,false,2025-07-06T04:07:57.441Z,2025-10-06T08:12:50.943Z,sample_text_8818,73ab80da-6b36-455c-d391-4b90401c3b1e,2025-07-24T22:56:41.887Z,2025-08-21T04:35:14.307Z
8dcbf7fd-11f9-49a9-f4a8-ea228e39f682,b9a92613-a49f-49ac-02ac-12389b77c55c,sample_text_5992,sample_text_188,sample_text_283,sample_text_484,177,625,sample_text_8494,sample_text_613,sample_text_1334,sample_text_739,sample_text_2273,true,2025-05-01T17:51:40.593Z,2025-09-06T04:14:31.451Z,sample_text_6495,20a0dffa-cb02-4623-213f-c07b20c6ccfe,2026-02-06T23:07:39.802Z,2025-07-15T20:37:51.865Z
37dc4098-2097-40f8-8752-459cd3fd920a,343e4691-d779-4742-a9b6-c828fbb55b61,sample_text_2564,sample_text_2868,sample_text_3797,sample_text_8782,468,788,sample_text_4778,sample_text_1918,sample_text_3901,sample_text_7845,sample_text_8881,true,2025-05-11T09:47:08.020Z,2026-04-04T15:44:04.080Z,sample_text_2502,5ef3a6a0-9b4a-42a4-9675-bb1770538e5b,2025-05-31T16:31:45.844Z,2025-05-30T00:40:30.610Z
fc4e4748-4be9-441c-4d70-e14e167454eb,f3e56a9d-701d-4138-17b4-468168466ac1,sample_text_1062,sample_text_5465,sample_text_4329,sample_text_4151,624,930,sample_text_3296,sample_text_1069,sample_text_5972,sample_text_711,sample_text_3394,true,2026-02-02T12:16:22.461Z,2026-01-21T11:11:16.285Z,sample_text_3469,4a1494c8-e6e5-416c-f5bf-a4abe7c545c9,2025-05-14T01:07:56.522Z,2025-06-02T03:09:51.649Z
d76a3e22-7830-461d-dd6f-8850fe971d1d,4c81bc97-321d-48c5-d316-8243b2e8187e,sample_text_3247,sample_text_3444,sample_text_5960,sample_text_9000,504,939,sample_text_3157,sample_text_457,sample_text_5798,sample_text_2973,sample_text_6491,true,2026-01-30T04:11:58.891Z,2025-11-21T03:33:17.098Z,sample_text_7639,9572d920-828b-45eb-7110-4ebb4e5b1934,2025-10-18T16:38:35.136Z,2025-05-27T11:42:29.880Z
8c061942-b227-4739-0790-ee80dcf3f5c7,0898bc8a-8083-4b0c-faf9-0f5d0224e73e,sample_text_7494,sample_text_483,sample_text_3767,sample_text_5532,321,12,sample_text_7941,sample_text_8918,sample_text_2868,sample_text_6615,sample_text_6678,false,2025-11-01T11:28:24.218Z,2026-01-12T14:31:57.202Z,sample_text_3303,8a7b518d-cc3a-41c8-7587-e24b2a3673e5,2025-12-27T03:06:10.851Z,2025-08-29T18:51:39.612Z
26e21ff5-5ea4-4398-fc41-06b008c463fb,5b1b6bbb-ac85-477d-9a11-d480281a4b21,sample_text_6402,sample_text_1763,sample_text_2093,sample_text_3897,514,218,sample_text_5405,sample_text_6584,sample_text_5422,sample_text_9875,sample_text_3318,true,2026-02-08T18:29:33.122Z,2025-04-17T12:41:46.635Z,sample_text_2331,be83267f-438c-479c-6c43-f3b53ae6e574,2025-04-16T03:10:39.614Z,2025-11-15T14:26:17.284Z
76041526-8421-44bf-19eb-98578cd0ae1e,24557b57-0c13-4c0c-a3e9-39903a1a94a3,sample_text_6211,sample_text_5512,sample_text_2910,sample_text_7515,147,676,sample_text_5204,sample_text_265,sample_text_3663,sample_text_4398,sample_text_6589,false,2025-06-13T22:42:25.047Z,2025-05-02T07:26:38.888Z,sample_text_8051,f725d5d1-2907-41ad-9bc1-34c12fc16b74,2025-04-22T11:39:59.912Z,2026-02-18T14:47:01.537Z
d0094bb4-efbc-4b72-dd77-86ef2f1e467c,3a19d003-2447-4c77-d435-69866c42a3e8,sample_text_1399,sample_text_7264,sample_text_14,sample_text_8325,741,557,sample_text_6045,sample_text_9972,sample_text_6384,sample_text_6926,sample_text_5974,true,2025-10-22T10:22:18.592Z,2025-12-06T16:35:47.551Z,sample_text_1678,b3e8d60d-182f-403e-bf29-a78a274b7ae0,2025-09-12T00:32:52.151Z,2025-04-15T10:57:56.585Z
16f5452f-3b95-4155-847b-234597c78a49,4fab3abf-dd8f-4d4b-ef39-52d4314418ca,sample_text_4038,sample_text_5784,sample_text_3258,sample_text_5248,448,903,sample_text_1100,sample_text_4467,sample_text_2390,sample_text_1951,sample_text_5103,false,2025-05-17T20:18:29.840Z,2025-12-04T18:53:42.528Z,sample_text_8551,939a7013-1447-48e1-9f32-787e351bcc6d,2025-04-22T16:15:47.033Z,2025-06-05T08:09:59.795Z
d273f117-1122-407d-02d7-e98d47609d99,921679af-a07e-442d-b254-00f81e5f665d,sample_text_7469,sample_text_9668,sample_text_8924,sample_text_7875,419,899,sample_text_9533,sample_text_4215,sample_text_7011,sample_text_4195,sample_text_8692,true,2025-10-10T05:54:47.608Z,2025-08-06T04:57:46.610Z,sample_text_8313,3f30e5f9-5214-43b0-55a0-ae58f6153f5b,2025-11-08T08:54:15.272Z,2025-12-05T06:26:03.829Z
3fc36bb5-57e6-44fd-26b2-177d74cda130,aed83b90-feeb-480d-e57c-176768104c81,sample_text_7254,sample_text_5495,sample_text_4804,sample_text_4709,547,193,sample_text_2957,sample_text_79,sample_text_3673,sample_text_6122,sample_text_5289,true,2025-10-14T08:38:26.385Z,2025-07-13T07:07:17.925Z,sample_text_3395,f82ac4c6-4197-4dce-77e8-420b541eb020,2025-10-28T07:36:09.398Z,2025-06-02T23:41:11.052Z
a3517958-356f-459a-414c-3d55d031e331,c8bf5171-97bd-4a3c-df89-c4059e1474e2,sample_text_7722,sample_text_9766,sample_text_53,sample_text_9756,399,683,sample_text_1360,sample_text_6032,sample_text_4216,sample_text_4404,sample_text_4748,false,2025-09-22T03:41:00.828Z,2025-12-05T23:24:27.282Z,sample_text_2709,ef4bb8d2-fe2e-4959-4b42-8c9eaae82bcc,2026-02-28T03:56:03.734Z,2025-08-03T10:24:11.646Z
1d0b5c14-92dc-4b46-186e-95dbd5f2fde7,13905047-dc05-4f11-21d1-ceb2ff2a4ead,sample_text_6917,sample_text_9994,sample_text_661,sample_text_6950,672,69,sample_text_3984,sample_text_7171,sample_text_1236,sample_text_4861,sample_text_2372,false,2025-04-13T13:04:24.684Z,2025-07-12T23:33:46.244Z,sample_text_884,b186a845-8177-4121-ed24-9561de1e1bd3,2025-06-23T20:29:28.176Z,2025-04-14T23:42:50.630Z
cec22922-4a74-466b-ac47-f388cacfed91,615ffcad-04ca-4584-4505-45cbefd50d58,sample_text_9432,sample_text_9876,sample_text_6918,sample_text_566,412,293,sample_text_4271,sample_text_3966,sample_text_7749,sample_text_2292,sample_text_1888,false,2025-06-03T15:21:35.632Z,2026-01-20T22:45:54.606Z,sample_text_3885,583862cb-1b65-47c0-6136-1f093741c3cf,2026-02-05T15:30:52.371Z,2025-04-29T22:29:15.642Z
