id,created_at,school_id,stripe_invoice_id,stripe_subscription_id,stripe_payment_intent_id,stripe_charge_id,amount,currency,status,invoice_number,invoice_pdf_url,hosted_invoice_url,period_start,period_end,subscription_tier,student_count,paid_at,refunded_at,metadata
1c3c13ee-85e2-445e-b751-87fa82ec874c,2026-03-12T14:07:59.889Z,fecc715c-91cf-4144-4e6d-27d53565cfa5,sample_text_2732,sample_text_4072,sample_text_2733,sample_text_4020,529,sample_text_7050,active,sample_text_660,sample_text_4742,sample_text_8869,2025-09-12T10:54:38.229Z,2025-11-01T10:33:18.711Z,sample_text_8552,6579,2025-12-19T14:42:23.683Z,2025-08-25T15:32:03.110Z,sample_text_269
3fe90946-72cd-4e52-3fbd-e3c01e8191de,2025-09-13T07:46:24.633Z,16c0f045-ad9e-4d23-8922-374a2534b914,sample_text_5195,sample_text_5478,sample_text_3200,sample_text_1086,768,sample_text_8628,active,sample_text_1539,sample_text_1923,sample_text_7078,2025-12-29T04:13:02.780Z,2026-01-03T02:37:00.887Z,sample_text_4865,1975,2025-06-04T22:52:30.407Z,2025-07-19T14:02:34.709Z,sample_text_1489
d44b202e-2d4f-46f7-f869-21cb0ba7d5fc,2025-04-16T06:40:18.710Z,930d6afd-4225-4c87-6245-39cb7a7a0d26,sample_text_2758,sample_text_7185,sample_text_7552,sample_text_8554,832,sample_text_4578,inactive,sample_text_2237,sample_text_7860,sample_text_4735,2025-09-24T05:03:07.963Z,2026-03-22T11:49:04.860Z,sample_text_1829,3850,2025-10-21T09:12:18.506Z,2025-05-12T05:13:58.817Z,sample_text_7930
04bfae46-ecb1-41d3-0178-af9955578c35,2025-12-13T11:53:24.404Z,32a1daeb-123e-4dbe-b622-aea59b73722d,sample_text_1590,sample_text_4736,sample_text_7856,sample_text_9483,826,sample_text_8649,inactive,sample_text_3545,sample_text_2011,sample_text_7566,2025-07-11T03:47:13.887Z,2026-03-05T11:22:50.305Z,sample_text_7428,7412,2025-04-14T06:21:07.395Z,2026-04-06T10:11:25.546Z,sample_text_9815
2f41c04d-75b7-4754-04be-8042e43b2c3d,2025-10-04T02:53:40.795Z,f902ac6e-7076-46f8-2ee0-d0970401682b,sample_text_5007,sample_text_6038,sample_text_7610,sample_text_3119,725,sample_text_2804,inactive,sample_text_1695,sample_text_8592,sample_text_4379,2025-04-18T08:58:26.181Z,2025-06-14T13:23:59.088Z,sample_text_7883,1875,2025-04-18T04:25:23.932Z,2025-11-01T20:00:33.526Z,sample_text_2801
ed5daec8-d7e3-49ee-366e-07c0ed37a189,2025-10-14T20:12:24.435Z,921679af-a07e-442d-b254-00f81e5f665d,sample_text_3729,sample_text_4505,sample_text_838,sample_text_354,616,sample_text_3294,active,sample_text_5070,sample_text_7654,sample_text_93,2026-03-13T06:20:43.949Z,2026-03-12T03:48:48.605Z,sample_text_9306,2271,2025-05-14T10:04:37.579Z,2025-09-13T10:33:36.256Z,sample_text_8946
2abffa89-d5f6-4527-f698-a121cda303bb,2026-01-03T13:11:04.922Z,b017f20d-2b75-45dd-64d2-722f145a78d0,sample_text_3550,sample_text_8270,sample_text_6606,sample_text_881,244,sample_text_8503,active,sample_text_4500,sample_text_7137,sample_text_1047,2025-11-18T06:41:36.302Z,2025-11-03T12:57:51.549Z,sample_text_5530,1811,2026-03-30T01:11:30.922Z,2025-06-20T05:39:25.189Z,sample_text_5379
56b5aa67-1e21-430d-3a5b-418737173aec,2025-11-22T12:55:42.011Z,4f68cba7-6170-4ab1-21f9-a7a23a74f8c0,sample_text_3308,sample_text_1248,sample_text_261,sample_text_1291,717,sample_text_5526,active,sample_text_1503,sample_text_4964,sample_text_8492,2025-07-14T09:20:28.693Z,2025-10-09T01:23:01.325Z,sample_text_2070,6354,2025-12-22T14:28:36.316Z,2026-03-23T19:10:05.701Z,sample_text_7256
ca1381c3-1715-4874-2f2b-e44dc8d27274,2025-10-08T01:50:53.109Z,615ffcad-04ca-4584-4505-45cbefd50d58,sample_text_4622,sample_text_2722,sample_text_7603,sample_text_7034,267,sample_text_8828,active,sample_text_4031,sample_text_8974,sample_text_199,2025-09-01T05:56:15.783Z,2025-10-14T09:26:38.345Z,sample_text_4515,9499,2026-02-28T08:37:17.749Z,2025-07-28T06:54:40.298Z,sample_text_8889
0f4b9151-9d2a-4b53-1a03-7e091fdf6303,2025-12-19T23:39:09.481Z,a41d4030-6171-4181-a953-5d0104c592fd,sample_text_9264,sample_text_773,sample_text_8601,sample_text_4073,327,sample_text_1588,inactive,sample_text_3079,sample_text_6969,sample_text_4500,2025-10-16T21:41:47.909Z,2025-07-16T03:13:12.782Z,sample_text_6632,3038,2025-07-21T17:28:12.938Z,2025-06-12T01:06:20.579Z,sample_text_5223
b38565cd-c513-469b-787f-b1578cec0519,2025-12-16T16:54:16.549Z,661bcb95-f84e-4871-e1c4-675bf8171439,sample_text_8827,sample_text_4266,sample_text_6083,sample_text_523,259,sample_text_4655,active,sample_text_8042,sample_text_9653,sample_text_8075,2025-10-17T12:44:20.299Z,2026-01-28T17:50:41.413Z,sample_text_2314,3756,2025-05-17T23:43:06.544Z,2026-03-12T14:31:37.764Z,sample_text_2608
b2c1fb8b-5dc2-43c0-73df-66ab8547c095,2025-07-10T23:37:55.832Z,7e8192d3-756a-4974-209e-dc1ea1cca26e,sample_text_4897,sample_text_4313,sample_text_2094,sample_text_6998,639,sample_text_7361,active,sample_text_4284,sample_text_3679,sample_text_421,2026-02-14T00:56:46.248Z,2025-09-11T13:06:38.587Z,sample_text_8664,3519,2025-07-21T19:26:57.425Z,2025-04-20T19:29:09.027Z,sample_text_7154
77287395-8219-41a2-212e-755117a61245,2025-07-02T01:53:14.539Z,13905047-dc05-4f11-21d1-ceb2ff2a4ead,sample_text_4007,sample_text_5570,sample_text_9600,sample_text_6800,888,sample_text_2512,active,sample_text_6727,sample_text_2001,sample_text_7839,2025-07-02T17:30:37.267Z,2026-04-09T14:43:31.524Z,sample_text_1360,1559,2025-10-19T08:02:06.811Z,2026-02-03T18:53:02.570Z,sample_text_7644
9dc130db-1553-454f-1dad-9981052a9222,2026-02-04T11:47:01.686Z,13f8f388-7de1-4383-f922-a0d8a397e76c,sample_text_961,sample_text_9303,sample_text_3804,sample_text_8249,324,sample_text_276,active,sample_text_9144,sample_text_219,sample_text_4093,2026-01-24T04:50:41.277Z,2025-10-18T16:26:06.708Z,sample_text_7037,7937,2025-04-24T17:52:53.190Z,2025-06-17T05:48:28.202Z,sample_text_6353
d731f64b-7e46-45a8-8cd6-c07100141249,2025-12-03T10:43:08.466Z,f902ac6e-7076-46f8-2ee0-d0970401682b,sample_text_3970,sample_text_9262,sample_text_8555,sample_text_7646,282,sample_text_4052,pending,sample_text_9607,sample_text_4768,sample_text_1808,2025-05-23T16:37:29.433Z,2025-12-21T03:30:27.114Z,sample_text_4013,4651,2025-05-09T18:57:18.693Z,2025-11-18T10:47:08.551Z,sample_text_4631
d2179837-c683-4ffe-8101-cadf760eba26,2026-04-08T15:32:39.968Z,94519cc1-bdc7-4549-769e-8964efcea7c6,sample_text_9649,sample_text_3302,sample_text_2376,sample_text_2245,711,sample_text_3427,pending,sample_text_7675,sample_text_3081,sample_text_7838,2025-09-21T11:55:46.010Z,2025-07-11T19:55:37.697Z,sample_text_4981,6025,2026-01-10T12:17:08.916Z,2025-11-03T13:54:30.333Z,sample_text_1306
bec8b042-5395-447a-af30-f5f5d24e2d05,2026-04-09T14:32:58.792Z,291d99ad-c85c-4557-8915-25527607d5cf,sample_text_3201,sample_text_3437,sample_text_2480,sample_text_5497,660,sample_text_5614,active,sample_text_6942,sample_text_240,sample_text_4690,2025-09-07T14:27:34.796Z,2025-11-16T06:06:31.906Z,sample_text_5226,6016,2025-06-13T23:03:18.497Z,2025-11-23T22:26:54.855Z,sample_text_7781
a694e024-e49f-4f3a-8d7a-25532b69c9e0,2026-03-19T12:30:24.157Z,7d85b267-ac94-499b-94c1-eff3632a4d8b,sample_text_6232,sample_text_2232,sample_text_2327,sample_text_3420,811,sample_text_8744,active,sample_text_9391,sample_text_8164,sample_text_7112,2025-05-07T15:19:25.166Z,2025-07-02T01:22:07.028Z,sample_text_8441,7155,2025-08-07T09:41:19.191Z,2025-11-21T13:45:12.938Z,sample_text_2110
ae7cff27-a415-4dcd-3c0a-7856cd4f72bd,2025-08-28T11:58:38.037Z,f56bd850-ae1d-4c12-1f67-ecd289df1620,sample_text_7388,sample_text_1774,sample_text_9443,sample_text_522,991,sample_text_8150,inactive,sample_text_3826,sample_text_2718,sample_text_7107,2025-11-09T07:16:54.978Z,2025-07-05T05:16:08.530Z,sample_text_6894,6768,2026-02-06T00:41:07.011Z,2025-08-29T16:51:38.305Z,sample_text_7157
26b0c435-87d3-4a45-e0e3-cdab588dc53f,2025-04-25T20:42:25.484Z,fecc715c-91cf-4144-4e6d-27d53565cfa5,sample_text_4413,sample_text_2033,sample_text_1851,sample_text_3734,614,sample_text_1533,active,sample_text_757,sample_text_9423,sample_text_7581,2026-02-23T23:04:16.281Z,2025-09-22T17:32:48.168Z,sample_text_2882,9829,2025-06-16T00:02:51.591Z,2026-03-25T07:38:06.168Z,sample_text_2406
33b3a2c1-96c5-4656-58ec-0b26a7ac3899,2026-02-06T00:49:42.271Z,615ffcad-04ca-4584-4505-45cbefd50d58,sample_text_3870,sample_text_3121,sample_text_4949,sample_text_9903,364,sample_text_4603,active,sample_text_5752,sample_text_7306,sample_text_2356,2026-02-18T15:38:27.774Z,2025-06-02T00:01:30.516Z,sample_text_9909,7660,2025-05-20T02:11:05.847Z,2025-09-27T08:52:27.734Z,sample_text_173
51faa3c6-4053-411e-7f3f-364c0df5eebd,2025-07-25T14:45:13.060Z,24557b57-0c13-4c0c-a3e9-39903a1a94a3,sample_text_8105,sample_text_665,sample_text_8221,sample_text_3587,777,sample_text_9887,pending,sample_text_1412,sample_text_6272,sample_text_6673,2025-10-25T19:48:37.905Z,2025-05-18T05:14:50.667Z,sample_text_3276,5457,2025-10-31T21:18:54.837Z,2025-06-15T18:04:24.970Z,sample_text_3421
6fe75f31-539b-4005-8bda-8b2d13967a78,2025-07-12T21:06:36.151Z,7e8192d3-756a-4974-209e-dc1ea1cca26e,sample_text_3138,sample_text_45,sample_text_6845,sample_text_8907,491,sample_text_1935,active,sample_text_4385,sample_text_5435,sample_text_6038,2026-01-04T16:45:35.009Z,2025-04-16T03:19:02.159Z,sample_text_4309,9616,2025-07-13T21:14:47.306Z,2025-08-08T07:50:49.046Z,sample_text_4117
58d86c09-868a-4c7c-4898-00d1ddac0e92,2025-12-24T06:32:20.857Z,7cc152ca-2334-4efd-8c58-4327009bcdb6,sample_text_42,sample_text_3203,sample_text_2873,sample_text_6892,953,sample_text_6594,active,sample_text_1475,sample_text_7727,sample_text_2142,2026-04-06T10:15:00.996Z,2025-08-16T18:27:10.951Z,sample_text_9171,4722,2025-09-18T03:40:03.592Z,2025-07-22T23:07:02.051Z,sample_text_240
8bc3d4a8-47da-4786-4805-023dcbd466ea,2025-06-15T03:07:31.567Z,76fb7096-3d5c-4180-3013-e7a55c8b02bb,sample_text_5099,sample_text_1995,sample_text_2303,sample_text_623,218,sample_text_62,active,sample_text_99,sample_text_6492,sample_text_7613,2026-04-08T00:55:31.828Z,2025-08-16T06:00:19.720Z,sample_text_4657,9165,2026-02-20T01:03:03.847Z,2026-02-03T08:25:11.840Z,sample_text_5830
b4f9a1f3-e8bc-4500-94ed-6d52bb817380,2025-09-06T02:24:58.903Z,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,sample_text_6069,sample_text_7596,sample_text_1263,sample_text_8594,697,sample_text_3638,active,sample_text_594,sample_text_1995,sample_text_6728,2026-03-23T04:23:01.512Z,2025-12-28T22:57:26.354Z,sample_text_5936,7653,2026-01-13T15:16:04.850Z,2025-12-05T09:30:04.747Z,sample_text_3518
11ec4fa2-c066-47bb-67eb-69443bfe2df4,2025-11-24T13:17:09.462Z,5eca5363-069f-462b-ef13-7dba299c99d9,sample_text_4149,sample_text_9196,sample_text_949,sample_text_5768,892,sample_text_6405,active,sample_text_5249,sample_text_923,sample_text_1677,2025-05-28T03:58:29.714Z,2025-04-23T18:01:01.945Z,sample_text_844,3990,2025-12-24T18:06:52.736Z,2025-12-24T00:34:59.587Z,sample_text_6964
d88306c3-300d-4484-b787-4bdedf44374c,2025-06-06T14:22:11.248Z,521d1584-627e-495f-893e-82a12f5344be,sample_text_5650,sample_text_918,sample_text_6186,sample_text_4439,87,sample_text_5832,inactive,sample_text_4178,sample_text_8084,sample_text_2944,2025-04-12T15:41:03.097Z,2025-10-08T15:27:04.636Z,sample_text_1308,9959,2025-07-15T19:57:19.913Z,2026-01-15T03:56:11.551Z,sample_text_8918
91f1b911-812e-4844-8657-5827b17ceedf,2025-10-01T14:06:18.607Z,e394ca10-b5a0-45cc-8730-3524aff8641a,sample_text_2190,sample_text_7411,sample_text_3903,sample_text_8712,824,sample_text_4826,inactive,sample_text_6857,sample_text_3108,sample_text_5193,2026-02-15T00:26:19.334Z,2026-03-07T15:23:01.524Z,sample_text_8236,8732,2025-06-27T22:44:46.440Z,2025-08-16T03:30:07.379Z,sample_text_3726
77aa42f5-5902-4cfc-763d-f6b10f50c359,2025-09-23T23:48:28.184Z,aed83b90-feeb-480d-e57c-176768104c81,sample_text_2867,sample_text_3113,sample_text_7602,sample_text_6306,279,sample_text_3641,pending,sample_text_1653,sample_text_367,sample_text_7713,2025-11-21T12:41:10.058Z,2025-12-23T07:59:09.681Z,sample_text_7542,985,2025-05-23T00:12:52.520Z,2025-07-22T10:00:19.422Z,sample_text_3070
3b5eb3de-b1ec-4adb-67c5-e90f0bdbc861,2025-04-25T12:36:11.505Z,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,sample_text_6006,sample_text_1458,sample_text_1853,sample_text_3914,40,sample_text_5649,pending,sample_text_3562,sample_text_5097,sample_text_8318,2025-06-29T14:22:01.835Z,2025-04-24T16:30:54.460Z,sample_text_4984,5263,2025-05-03T00:46:08.574Z,2025-11-11T23:15:20.456Z,sample_text_4865
73bf2dad-5f6f-4d85-8dc2-e30a2649a8b3,2025-06-10T08:31:41.351Z,32a1daeb-123e-4dbe-b622-aea59b73722d,sample_text_5962,sample_text_5283,sample_text_5638,sample_text_2045,70,sample_text_9242,active,sample_text_6885,sample_text_1553,sample_text_3349,2025-11-12T22:36:39.124Z,2025-12-10T01:18:20.299Z,sample_text_6613,7989,2025-11-18T07:46:07.671Z,2025-10-02T21:11:37.328Z,sample_text_4895
e9584d4d-f4d6-49bf-bf87-248f4c2d384e,2026-01-19T11:10:15.880Z,1612581f-ee93-42bd-8ca1-106ca3f5fb8d,sample_text_6434,sample_text_6774,sample_text_3012,sample_text_2651,867,sample_text_8284,active,sample_text_3965,sample_text_4804,sample_text_9570,2025-05-12T07:33:36.790Z,2025-07-25T03:44:23.635Z,sample_text_3362,7781,2025-07-24T08:40:00.393Z,2025-07-16T11:12:35.430Z,sample_text_7067
0c9ecf76-1659-4eb5-7998-797d3b0896ed,2026-02-02T23:35:51.735Z,2e858920-a13b-46d3-3f94-8050bb03f098,sample_text_4361,sample_text_5511,sample_text_8198,sample_text_2583,69,sample_text_6893,pending,sample_text_6871,sample_text_9195,sample_text_6803,2026-02-10T01:37:14.676Z,2026-02-05T03:31:14.690Z,sample_text_1120,6184,2025-10-08T20:48:42.318Z,2025-06-09T05:18:57.706Z,sample_text_7573
f6283fa7-401b-4b34-aec9-4f61964fff60,2025-10-09T02:30:48.992Z,f902ac6e-7076-46f8-2ee0-d0970401682b,sample_text_5691,sample_text_517,sample_text_1053,sample_text_8330,983,sample_text_2005,pending,sample_text_1485,sample_text_6388,sample_text_8853,2025-12-23T18:50:35.487Z,2026-03-30T17:18:55.876Z,sample_text_4931,455,2025-06-09T05:51:55.696Z,2025-09-07T10:02:01.094Z,sample_text_699
2fd81916-16a1-41a7-239b-768e0fc48965,2025-07-19T20:40:03.452Z,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,sample_text_5429,sample_text_3561,sample_text_6916,sample_text_674,506,sample_text_4244,active,sample_text_5934,sample_text_5715,sample_text_7745,2025-05-06T22:00:07.535Z,2025-04-21T23:34:18.732Z,sample_text_2275,4775,2026-01-04T05:59:06.874Z,2025-10-05T14:08:45.215Z,sample_text_7855
7092a053-6333-41c5-ec76-03710a5522a6,2025-10-05T17:24:16.107Z,e394ca10-b5a0-45cc-8730-3524aff8641a,sample_text_2038,sample_text_9400,sample_text_5045,sample_text_1804,341,sample_text_5987,inactive,sample_text_3140,sample_text_8128,sample_text_2448,2025-11-19T11:58:56.688Z,2026-02-05T08:59:14.954Z,sample_text_1674,4210,2025-12-19T18:35:55.594Z,2025-08-17T07:25:11.460Z,sample_text_2132
17f43e25-24e2-4873-5628-e0bedcdd9a35,2025-05-14T09:39:21.469Z,2e858920-a13b-46d3-3f94-8050bb03f098,sample_text_5039,sample_text_7664,sample_text_1853,sample_text_4639,560,sample_text_4507,inactive,sample_text_5046,sample_text_1752,sample_text_6017,2025-11-14T06:02:07.403Z,2025-12-16T18:15:37.100Z,sample_text_1889,6197,2025-04-21T08:54:42.534Z,2025-07-31T17:28:15.395Z,sample_text_1008
02c32c5b-f5e4-4a4c-13e0-10d9541d8f78,2025-06-17T01:49:55.437Z,4f68cba7-6170-4ab1-21f9-a7a23a74f8c0,sample_text_1364,sample_text_1473,sample_text_144,sample_text_9330,280,sample_text_8482,inactive,sample_text_5399,sample_text_8500,sample_text_3006,2025-08-20T01:19:19.855Z,2025-10-26T08:18:29.777Z,sample_text_5328,4001,2026-02-28T19:13:36.787Z,2025-09-27T05:56:30.311Z,sample_text_2063
cab0239b-df52-45ce-98c6-3ec9c0bb4610,2025-12-18T12:45:11.535Z,b1160aa4-615e-46be-c33f-53b664f1618f,sample_text_8276,sample_text_8862,sample_text_3373,sample_text_2310,409,sample_text_2606,active,sample_text_3761,sample_text_6116,sample_text_2738,2025-08-13T02:02:30.664Z,2025-09-26T04:00:24.308Z,sample_text_3033,1627,2026-01-12T05:37:55.309Z,2025-11-27T17:02:24.703Z,sample_text_5004
c619ac38-83d6-4443-e8c9-35268a7fc880,2025-10-03T23:54:34.175Z,7d85b267-ac94-499b-94c1-eff3632a4d8b,sample_text_9684,sample_text_600,sample_text_1040,sample_text_4576,375,sample_text_9828,active,sample_text_5981,sample_text_4459,sample_text_5802,2026-01-02T09:09:29.224Z,2025-08-30T15:01:00.496Z,sample_text_2129,1426,2026-03-26T20:38:38.924Z,2025-10-16T20:28:49.782Z,sample_text_774
f8bff7fd-603e-4e48-1831-b4d41cbfb853,2025-05-05T23:15:02.570Z,615ffcad-04ca-4584-4505-45cbefd50d58,sample_text_582,sample_text_6642,sample_text_9682,sample_text_271,157,sample_text_4770,inactive,sample_text_7630,sample_text_9155,sample_text_7751,2025-12-27T12:01:14.316Z,2025-12-26T22:50:40.757Z,sample_text_3021,1214,2025-11-28T12:01:19.934Z,2025-12-20T01:18:59.718Z,sample_text_2922
2bd45725-c4b1-41d7-0eef-f67f85d6df9e,2026-02-04T11:17:37.840Z,24557b57-0c13-4c0c-a3e9-39903a1a94a3,sample_text_5313,sample_text_9959,sample_text_1357,sample_text_3890,379,sample_text_4638,active,sample_text_8522,sample_text_3098,sample_text_4910,2025-10-04T00:29:57.124Z,2025-11-13T00:23:19.615Z,sample_text_6318,4580,2025-06-22T18:01:34.469Z,2025-08-13T15:00:36.130Z,sample_text_3467
e9522658-8a88-4460-5684-a6b449ce743a,2025-10-25T14:18:58.317Z,343e4691-d779-4742-a9b6-c828fbb55b61,sample_text_4639,sample_text_6698,sample_text_9025,sample_text_4785,603,sample_text_3242,active,sample_text_8923,sample_text_8730,sample_text_2893,2026-01-25T05:13:00.536Z,2026-02-12T17:42:09.645Z,sample_text_6650,3162,2025-06-02T16:52:04.264Z,2025-04-15T03:53:45.475Z,sample_text_6881
9b421cdb-cd54-4b1c-87f1-74aba4838ab1,2026-03-04T05:30:00.650Z,e536d26c-1212-499f-3401-979cc6978147,sample_text_2692,sample_text_8922,sample_text_2977,sample_text_9422,733,sample_text_8232,active,sample_text_8116,sample_text_4069,sample_text_1805,2025-09-19T01:54:20.508Z,2026-02-19T15:07:40.520Z,sample_text_2615,2572,2025-05-20T09:49:51.922Z,2025-07-30T09:28:34.417Z,sample_text_5956
f5d932a4-feb5-443d-f726-a54c5fcf9dab,2025-10-01T13:28:28.348Z,2bd4f3bc-df4b-49c7-997f-c11868da495a,sample_text_5386,sample_text_3625,sample_text_849,sample_text_339,639,sample_text_1128,active,sample_text_1225,sample_text_9752,sample_text_7213,2025-09-12T01:00:10.021Z,2025-11-12T14:01:58.922Z,sample_text_4722,8902,2026-02-28T13:53:01.618Z,2025-10-15T10:55:13.751Z,sample_text_4748
6d9d4871-edc6-42b1-7465-a1a6f5175214,2025-12-10T04:36:40.085Z,f902ac6e-7076-46f8-2ee0-d0970401682b,sample_text_9456,sample_text_7633,sample_text_1405,sample_text_7548,743,sample_text_3685,pending,sample_text_9125,sample_text_1037,sample_text_7917,2026-03-24T21:06:47.688Z,2025-11-28T19:58:44.383Z,sample_text_8165,7141,2025-09-27T01:54:12.830Z,2025-12-12T15:33:24.739Z,sample_text_2086
b2b993ab-236d-4bd3-3c29-bc196b508b35,2025-07-18T14:13:28.599Z,aed83b90-feeb-480d-e57c-176768104c81,sample_text_344,sample_text_2791,sample_text_2925,sample_text_5094,148,sample_text_8179,active,sample_text_7168,sample_text_2793,sample_text_4084,2025-08-23T04:25:52.210Z,2025-08-05T13:43:56.811Z,sample_text_3367,7664,2025-10-19T23:55:09.272Z,2026-01-18T08:09:56.976Z,sample_text_1433
af3d595d-34a1-4236-d7d8-790ae7d77d18,2026-01-25T16:38:46.949Z,4f68cba7-6170-4ab1-21f9-a7a23a74f8c0,sample_text_7413,sample_text_6497,sample_text_5252,sample_text_2493,260,sample_text_1729,active,sample_text_9486,sample_text_6828,sample_text_84,2025-08-11T06:42:06.547Z,2025-10-04T14:21:36.053Z,sample_text_2595,4895,2026-01-28T15:21:47.147Z,2026-02-26T09:44:28.831Z,sample_text_5178
a36bb143-443b-4609-555f-07a05c14c71e,2025-05-05T11:45:05.836Z,c41be56c-1b03-4f83-3798-7ff82c84c273,sample_text_8348,sample_text_1808,sample_text_8202,sample_text_6436,30,sample_text_892,active,sample_text_2699,sample_text_3077,sample_text_7502,2025-07-03T14:07:46.138Z,2026-02-10T13:19:00.764Z,sample_text_423,8282,2026-04-05T23:46:42.221Z,2025-07-19T16:29:11.314Z,sample_text_9590
