id,created_at,updated_at,slug,name,legal_name,domain,logo_url,primary_color,secondary_color,accent_color,subscription_tier,subscription_status,trial_ends_at,bigquery_dataset_id,clever_district_id,classlink_tenant_id,timezone,academic_year_start_month,contact_email,contact_phone,address,authorizer_id,is_active,metadata,stripe_customer_id,stripe_subscription_id,current_period_start,current_period_end,cancel_at_period_end,canceled_at,student_count
1612581f-ee93-42bd-8ca1-106ca3f5fb8d,2025-07-15T03:05:01.337Z,2026-01-15T16:49:26.558Z,innovation-prep,Innovation Prep Academy,sample_text_2473,sample_text_5480,sample_text_9668,sample_text_9518,sample_text_2930,sample_text_4364,enterprise,trialing,2026-01-24T11:57:05.363Z,sample_text_59,sample_text_7725,sample_text_913,sample_text_4331,22,masked_t605v1@example.com,555-000-6903,123 Masked St,937c0849-8e96-4876-a879-3fea4e12eabc,false,sample_text_3520,sample_text_9860,sample_text_5210,2026-02-22T20:27:42.289Z,2026-04-11T19:20:48.379Z,true,2026-03-21T06:31:26.530Z,5605
89bd14e2-cf78-45ab-904a-7a7f0f4a4010,2025-08-26T15:48:09.467Z,2025-06-05T08:06:49.970Z,academy-charter,STEM Scholars Charter,sample_text_6586,sample_text_8994,sample_text_9389,sample_text_5837,sample_text_2365,sample_text_6386,pro,active,2025-11-23T22:17:59.437Z,sample_text_9604,sample_text_9316,sample_text_2510,sample_text_8313,529,masked_vrzu04@example.com,555-000-9292,123 Masked St,937c0849-8e96-4876-a879-3fea4e12eabc,true,sample_text_5998,sample_text_1254,sample_text_7483,2026-01-28T18:22:04.211Z,2026-01-05T16:59:25.891Z,true,2025-12-09T08:53:25.654Z,6211
7006fd96-e3f8-4225-33e4-be34d610ffbb,2025-06-03T14:50:41.501Z,2025-10-20T14:00:15.030Z,academy-charter,Academy Charter School,sample_text_8814,sample_text_2998,sample_text_3537,sample_text_7618,sample_text_3306,sample_text_3478,starter,active,2025-06-22T07:33:28.497Z,sample_text_1235,sample_text_4473,sample_text_4093,sample_text_854,191,masked_25brnn@example.com,555-000-0123,123 Masked St,ade5624f-3e22-4961-c5af-1d70cde80f3c,true,sample_text_3934,sample_text_6007,sample_text_5977,2026-03-28T18:28:38.422Z,2025-05-06T21:51:10.754Z,true,2026-02-07T10:24:47.265Z,5111
b1160aa4-615e-46be-c33f-53b664f1618f,2026-01-16T04:57:11.987Z,2025-08-15T14:10:46.158Z,academy-charter,STEM Scholars Charter,sample_text_7103,sample_text_5481,sample_text_5034,sample_text_1978,sample_text_8988,sample_text_2168,enterprise,active,2026-01-15T13:50:39.207Z,sample_text_3237,sample_text_3169,sample_text_3021,sample_text_6771,544,masked_okxy72@example.com,555-000-9083,123 Masked St,42e606e3-c342-4277-22ec-a6940c357b55,false,sample_text_7377,sample_text_691,sample_text_1054,2025-07-11T23:43:14.461Z,2026-02-23T22:51:29.633Z,true,2026-03-08T00:40:33.174Z,3185
3a19d003-2447-4c77-d435-69866c42a3e8,2025-04-14T18:19:30.100Z,2026-03-25T14:00:13.336Z,innovation-prep,Academy Charter School,sample_text_1037,sample_text_1754,sample_text_2962,sample_text_9379,sample_text_1810,sample_text_3831,starter,active,2025-12-01T16:38:49.856Z,sample_text_167,sample_text_5530,sample_text_7059,sample_text_9548,236,masked_3dp58g@example.com,555-000-8689,123 Masked St,804152e2-a6ea-43a0-6a37-310de14257a5,true,sample_text_1399,sample_text_5234,sample_text_4544,2025-12-22T11:59:51.855Z,2025-06-05T13:06:40.893Z,true,2026-03-08T17:25:35.019Z,102
521d1584-627e-495f-893e-82a12f5344be,2025-05-09T01:29:42.711Z,2025-08-08T04:31:50.083Z,academy-charter,STEM Scholars Charter,sample_text_5739,sample_text_2048,sample_text_7259,sample_text_1614,sample_text_4855,sample_text_1586,pro,active,2026-04-01T07:24:20.696Z,sample_text_1373,sample_text_3877,sample_text_2838,sample_text_9041,445,masked_8y4mrs@example.com,555-000-9538,123 Masked St,63c95896-8b3c-4408-82d3-e398ced40e18,true,sample_text_9423,sample_text_6690,sample_text_3628,2025-08-18T01:17:00.112Z,2025-09-10T04:34:28.443Z,false,2025-08-08T17:56:33.332Z,5472
f56bd850-ae1d-4c12-1f67-ecd289df1620,2025-05-13T16:55:53.981Z,2025-09-10T20:35:48.515Z,stem-scholars,STEM Scholars Charter,sample_text_3923,sample_text_5807,sample_text_2800,sample_text_5488,sample_text_1218,sample_text_7613,pro,active,2026-01-20T21:05:58.632Z,sample_text_405,sample_text_3778,sample_text_3730,sample_text_7769,998,masked_36pp49@example.com,555-000-6029,123 Masked St,3b9b7b79-7627-447c-7025-c04cec0433c0,false,sample_text_3907,sample_text_4543,sample_text_1613,2025-11-24T14:41:27.944Z,2025-05-21T14:35:26.129Z,false,2026-03-28T01:19:54.971Z,8898
c0b731c7-72d6-4cbc-7d82-0603fe27478a,2025-12-16T21:17:35.185Z,2025-07-10T10:18:05.871Z,innovation-prep,Academy Charter School,sample_text_5461,sample_text_3407,sample_text_2084,sample_text_285,sample_text_7368,sample_text_5264,enterprise,active,2025-04-12T08:19:41.048Z,sample_text_2339,sample_text_968,sample_text_1378,sample_text_4203,482,masked_o9b2fx@example.com,555-000-2193,123 Masked St,12538371-413f-4e5c-4bfa-6c59b30cad65,true,sample_text_1042,sample_text_7982,sample_text_9769,2025-09-22T16:06:07.719Z,2025-04-15T20:08:22.321Z,false,2026-01-02T00:49:20.504Z,5610
8fcce2e7-79c7-439d-1c00-1a62a46a56f2,2025-05-18T18:13:28.468Z,2025-09-18T08:02:07.696Z,innovation-prep,STEM Scholars Charter,sample_text_3685,sample_text_6833,sample_text_3880,sample_text_7327,sample_text_7909,sample_text_3655,pro,active,2025-05-22T20:45:37.281Z,sample_text_5279,sample_text_7404,sample_text_8346,sample_text_2022,29,masked_vz3fcf@example.com,555-000-6512,123 Masked St,eb993436-057b-4c3c-0b86-87645b8dc653,true,sample_text_8864,sample_text_8015,sample_text_7307,2026-03-09T17:09:56.365Z,2025-05-28T18:39:50.765Z,false,2025-12-18T10:09:26.831Z,3327
820e0d69-1dec-4fa2-7dff-4973e37417e7,2025-07-20T06:24:51.002Z,2026-01-15T07:28:41.638Z,academy-charter,Academy Charter School,sample_text_1682,sample_text_2605,sample_text_863,sample_text_9877,sample_text_6200,sample_text_9667,pro,active,2026-03-31T03:54:24.766Z,sample_text_9009,sample_text_4434,sample_text_2480,sample_text_599,792,masked_fy2n5p@example.com,555-000-3204,123 Masked St,d27b7e75-faed-4af6-608c-9c2cd88174d7,false,sample_text_8061,sample_text_9365,sample_text_8828,2026-03-31T13:11:22.993Z,2025-06-14T00:29:48.512Z,true,2025-08-30T13:26:25.426Z,8487
f0fe80e2-ee98-4631-fd46-bedaa4937130,2026-02-19T06:22:45.986Z,2025-11-19T07:38:18.513Z,academy-charter,Innovation Prep Academy,sample_text_1935,sample_text_548,sample_text_9937,sample_text_8051,sample_text_1431,sample_text_4199,enterprise,active,2025-10-01T14:30:03.184Z,sample_text_6429,sample_text_8425,sample_text_8151,sample_text_2772,279,masked_mka76d@example.com,555-000-1465,123 Masked St,16cf05da-a883-4f32-d612-b4210987a9dd,false,sample_text_8331,sample_text_4417,sample_text_434,2026-01-28T17:54:24.025Z,2025-06-28T07:11:57.948Z,true,2026-01-08T15:58:46.776Z,3936
24557b57-0c13-4c0c-a3e9-39903a1a94a3,2025-05-12T22:00:31.306Z,2025-09-30T18:35:58.133Z,stem-scholars,Innovation Prep Academy,sample_text_7023,sample_text_777,sample_text_7850,sample_text_3975,sample_text_5704,sample_text_9155,pro,active,2025-08-02T20:21:30.206Z,sample_text_1893,sample_text_6547,sample_text_6167,sample_text_4992,134,masked_w5kcac@example.com,555-000-4943,123 Masked St,74c994f4-bf38-4f5e-0f9a-50258ba5ed0d,false,sample_text_3720,sample_text_253,sample_text_7537,2025-08-27T08:46:13.321Z,2025-08-31T00:12:55.087Z,true,2025-06-26T23:54:32.942Z,7222
7e8192d3-756a-4974-209e-dc1ea1cca26e,2026-02-25T02:32:13.331Z,2026-01-20T09:28:24.011Z,academy-charter,Academy Charter School,sample_text_6574,sample_text_995,sample_text_4779,sample_text_7063,sample_text_1140,sample_text_3203,starter,active,2025-09-11T22:56:58.657Z,sample_text_3664,sample_text_9198,sample_text_9299,sample_text_7536,81,masked_yelxuj@example.com,555-000-7369,123 Masked St,ade5624f-3e22-4961-c5af-1d70cde80f3c,false,sample_text_1977,sample_text_884,sample_text_4959,2025-09-30T08:57:25.620Z,2026-03-18T00:39:20.810Z,false,2025-09-25T13:40:59.821Z,5143
aed83b90-feeb-480d-e57c-176768104c81,2025-08-16T11:48:38.814Z,2026-04-04T06:34:21.063Z,academy-charter,Academy Charter School,sample_text_317,sample_text_9551,sample_text_8660,sample_text_9723,sample_text_1299,sample_text_2334,pro,active,2025-07-22T09:23:38.054Z,sample_text_8121,sample_text_4867,sample_text_9056,sample_text_434,541,masked_hht4p0@example.com,555-000-1727,123 Masked St,d2c91460-74cd-4c12-7908-fcc34390d7b7,true,sample_text_4400,sample_text_5073,sample_text_1977,2025-08-05T21:05:33.911Z,2026-01-15T06:43:02.218Z,false,2025-06-22T09:43:32.477Z,8321
291d99ad-c85c-4557-8915-25527607d5cf,2025-12-05T14:32:39.731Z,2025-12-04T22:37:21.915Z,stem-scholars,STEM Scholars Charter,sample_text_223,sample_text_8329,sample_text_9433,sample_text_6182,sample_text_6042,sample_text_4063,pro,active,2026-03-06T09:53:49.649Z,sample_text_2054,sample_text_5395,sample_text_9671,sample_text_8802,481,masked_xzz8ti@example.com,555-000-2901,123 Masked St,cb45fca7-a35b-490c-c3d1-02968b5f1e34,false,sample_text_7662,sample_text_3902,sample_text_5210,2026-03-02T20:11:52.919Z,2025-07-17T00:31:07.401Z,true,2026-01-04T22:04:27.685Z,8825
219980cb-3f77-4414-faeb-5f70b1472a36,2026-03-04T19:01:11.365Z,2025-08-25T18:25:15.602Z,academy-charter,Innovation Prep Academy,sample_text_4226,sample_text_6596,sample_text_8767,sample_text_5672,sample_text_6213,sample_text_6129,pro,trialing,2025-08-15T11:12:32.581Z,sample_text_5765,sample_text_3271,sample_text_1504,sample_text_6647,723,masked_hklegw@example.com,555-000-2200,123 Masked St,3314ef1a-5341-45c3-971f-3e5c47145a1b,false,sample_text_9062,sample_text_4449,sample_text_7912,2026-02-04T16:36:20.913Z,2026-04-03T02:02:30.349Z,false,2025-09-05T19:55:47.540Z,5059
e394ca10-b5a0-45cc-8730-3524aff8641a,2025-05-15T21:25:43.590Z,2025-10-18T06:59:33.925Z,innovation-prep,STEM Scholars Charter,sample_text_6930,sample_text_4038,sample_text_7161,sample_text_3019,sample_text_4849,sample_text_1656,enterprise,trialing,2026-01-21T05:26:19.834Z,sample_text_7909,sample_text_2481,sample_text_4076,sample_text_2844,398,masked_18fq24@example.com,555-000-8556,123 Masked St,60df001c-552e-4448-81ed-1567b92dcac7,false,sample_text_7847,sample_text_7610,sample_text_5122,2025-06-13T08:39:39.861Z,2025-06-28T13:42:23.888Z,false,2025-05-19T20:52:05.192Z,4071
4c81bc97-321d-48c5-d316-8243b2e8187e,2025-12-13T18:30:02.811Z,2025-10-13T07:08:08.451Z,innovation-prep,Academy Charter School,sample_text_744,sample_text_6703,sample_text_8136,sample_text_8935,sample_text_5452,sample_text_7817,starter,active,2025-06-01T06:41:09.719Z,sample_text_9440,sample_text_9217,sample_text_3993,sample_text_2142,276,masked_p2744e@example.com,555-000-0101,123 Masked St,c1fbbe86-632c-44de-bb3c-f199955f2d39,true,sample_text_4474,sample_text_6843,sample_text_609,2025-05-11T04:03:44.979Z,2025-07-14T01:00:20.239Z,true,2026-02-08T19:28:17.361Z,6289
2e842555-494e-4eac-25b2-d2a4430cc9ed,2025-06-28T06:21:54.101Z,2025-05-04T14:56:37.128Z,stem-scholars,STEM Scholars Charter,sample_text_3486,sample_text_5591,sample_text_2901,sample_text_4977,sample_text_8892,sample_text_4668,starter,trialing,2025-10-10T16:59:54.235Z,sample_text_5371,sample_text_3999,sample_text_4938,sample_text_8920,926,masked_030s5u@example.com,555-000-1235,123 Masked St,3ae13e3e-26ac-4d02-382f-55b6b7b168a8,true,sample_text_7834,sample_text_7475,sample_text_6414,2025-08-01T21:50:12.092Z,2025-04-29T16:59:38.360Z,true,2025-04-12T18:53:52.471Z,4094
10539e4e-19ad-49ff-5fb1-13c6a13a9cc0,2026-02-23T23:34:09.936Z,2025-08-23T00:12:06.797Z,academy-charter,Innovation Prep Academy,sample_text_2218,sample_text_4739,sample_text_4317,sample_text_3169,sample_text_2022,sample_text_140,pro,trialing,2025-08-05T23:07:47.262Z,sample_text_5891,sample_text_6637,sample_text_8855,sample_text_6962,636,masked_o5dwfc@example.com,555-000-4073,123 Masked St,c497d03e-8510-4195-2840-8e123a999ac9,true,sample_text_2738,sample_text_7434,sample_text_2613,2025-08-23T08:39:57.125Z,2026-03-21T14:14:51.116Z,false,2026-01-27T05:12:05.200Z,195
af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,2026-02-11T22:01:50.018Z,2025-08-25T12:13:23.421Z,innovation-prep,Academy Charter School,sample_text_37,sample_text_6525,sample_text_1028,sample_text_4771,sample_text_1654,sample_text_3305,starter,active,2025-04-28T23:48:39.207Z,sample_text_20,sample_text_2329,sample_text_3015,sample_text_4954,244,masked_fth7sk@example.com,555-000-4692,123 Masked St,f328e4a9-483d-416b-74fd-ec6e6139c83f,true,sample_text_7012,sample_text_7749,sample_text_9940,2025-12-28T01:47:00.350Z,2025-09-11T11:10:46.188Z,false,2025-06-23T20:24:26.947Z,4527
1eca3985-996e-497f-4644-294968d742b8,2025-10-01T23:08:24.581Z,2026-02-02T09:51:47.917Z,stem-scholars,Academy Charter School,sample_text_7809,sample_text_6933,sample_text_1867,sample_text_8493,sample_text_9607,sample_text_9758,enterprise,trialing,2025-10-30T02:32:00.413Z,sample_text_2068,sample_text_4810,sample_text_6224,sample_text_8671,585,masked_w45fmm@example.com,555-000-3645,123 Masked St,43bc4d06-e5df-4456-a665-93bc819217eb,true,sample_text_2831,sample_text_5641,sample_text_9020,2025-04-30T04:15:54.808Z,2025-07-26T00:34:00.782Z,false,2026-03-07T21:46:51.005Z,2005
5b1b6bbb-ac85-477d-9a11-d480281a4b21,2025-12-08T11:31:33.158Z,2026-02-17T10:09:33.539Z,academy-charter,Innovation Prep Academy,sample_text_2716,sample_text_509,sample_text_2744,sample_text_4201,sample_text_3517,sample_text_5202,starter,active,2025-06-09T23:55:38.333Z,sample_text_7101,sample_text_5770,sample_text_2626,sample_text_2016,661,masked_0rype0@example.com,555-000-2884,123 Masked St,a620f3b3-92b2-43d8-232b-b3ba84963f91,false,sample_text_1086,sample_text_567,sample_text_6790,2025-10-19T12:34:08.659Z,2026-02-01T02:11:53.245Z,true,2025-06-10T07:40:33.349Z,8494
2a4e5e57-fab3-47be-aa17-438ff8cedd26,2025-06-01T10:43:54.046Z,2025-09-19T15:26:27.945Z,stem-scholars,Academy Charter School,sample_text_2046,sample_text_921,sample_text_3600,sample_text_1504,sample_text_5269,sample_text_6096,enterprise,active,2026-02-14T19:01:56.245Z,sample_text_1439,sample_text_5725,sample_text_9591,sample_text_2161,770,masked_t4n32c@example.com,555-000-0548,123 Masked St,50f4cde8-fe1c-4256-5d46-f7132421442a,true,sample_text_4170,sample_text_7375,sample_text_8204,2026-01-31T04:34:59.738Z,2025-12-05T01:11:08.362Z,true,2025-12-10T07:40:24.542Z,5832
b9a92613-a49f-49ac-02ac-12389b77c55c,2025-08-03T20:45:30.725Z,2026-01-21T07:47:58.593Z,innovation-prep,Academy Charter School,sample_text_9929,sample_text_8928,sample_text_6913,sample_text_9822,sample_text_2574,sample_text_7658,starter,active,2026-03-07T19:08:49.514Z,sample_text_1668,sample_text_8239,sample_text_3570,sample_text_3124,548,masked_rziq4q@example.com,555-000-9345,123 Masked St,ade5624f-3e22-4961-c5af-1d70cde80f3c,true,sample_text_5246,sample_text_7440,sample_text_8370,2025-06-10T17:13:42.997Z,2025-08-14T08:58:52.829Z,false,2025-08-11T22:55:30.963Z,7588
00e48b05-b6cb-410f-1525-6668c44bdb40,2025-08-17T01:32:35.851Z,2025-09-04T20:38:08.380Z,stem-scholars,STEM Scholars Charter,sample_text_4821,sample_text_4728,sample_text_5761,sample_text_1607,sample_text_5058,sample_text_1834,pro,trialing,2025-10-07T23:59:40.217Z,sample_text_8893,sample_text_7275,sample_text_1256,sample_text_3410,342,masked_q8u68i@example.com,555-000-3321,123 Masked St,27da9194-c1a2-4753-f3ce-bf715488bac2,true,sample_text_495,sample_text_1477,sample_text_590,2026-02-07T23:36:27.943Z,2026-04-02T15:09:44.095Z,false,2026-03-29T18:11:25.778Z,2393
32a1daeb-123e-4dbe-b622-aea59b73722d,2025-06-13T05:50:34.799Z,2025-08-04T11:36:38.525Z,academy-charter,Innovation Prep Academy,sample_text_4959,sample_text_6078,sample_text_6649,sample_text_6011,sample_text_3827,sample_text_4130,pro,active,2025-10-08T03:45:51.512Z,sample_text_4387,sample_text_5183,sample_text_7590,sample_text_8350,279,masked_y28xjx@example.com,555-000-3519,123 Masked St,f94eacd2-e12e-4982-bf96-0317dad951c2,false,sample_text_7808,sample_text_7314,sample_text_3705,2025-06-25T22:51:53.312Z,2026-03-26T08:38:03.972Z,true,2025-08-27T05:39:19.288Z,6847
fe4720c1-f369-4760-b122-6b324f08f3a3,2025-08-31T15:29:45.114Z,2025-10-12T18:40:38.901Z,stem-scholars,Academy Charter School,sample_text_8595,sample_text_9218,sample_text_1140,sample_text_1009,sample_text_8258,sample_text_6512,pro,active,2025-11-14T19:00:50.099Z,sample_text_2110,sample_text_7450,sample_text_3315,sample_text_3013,234,masked_aqfsve@example.com,555-000-9818,123 Masked St,140745f4-f6ec-406d-5432-4a62786ecc5d,false,sample_text_3859,sample_text_7733,sample_text_8993,2026-04-07T15:09:08.684Z,2025-07-15T09:57:57.708Z,false,2025-12-12T12:13:26.597Z,6193
a41d4030-6171-4181-a953-5d0104c592fd,2025-10-06T21:37:05.764Z,2025-09-16T16:51:36.507Z,innovation-prep,Innovation Prep Academy,sample_text_8892,sample_text_6308,sample_text_430,sample_text_535,sample_text_7967,sample_text_4716,starter,trialing,2025-05-21T14:29:05.733Z,sample_text_3257,sample_text_6289,sample_text_2165,sample_text_9000,431,masked_05yag7@example.com,555-000-8484,123 Masked St,3314ef1a-5341-45c3-971f-3e5c47145a1b,false,sample_text_3842,sample_text_4214,sample_text_8952,2025-10-01T23:22:14.201Z,2026-03-17T10:30:26.651Z,false,2025-10-18T20:01:00.161Z,5793
4fab3abf-dd8f-4d4b-ef39-52d4314418ca,2026-03-30T18:07:11.445Z,2025-04-23T06:11:59.354Z,innovation-prep,Academy Charter School,sample_text_2090,sample_text_6122,sample_text_797,sample_text_2988,sample_text_6254,sample_text_141,pro,trialing,2025-10-24T15:02:38.388Z,sample_text_694,sample_text_8782,sample_text_566,sample_text_3765,63,masked_goucbd@example.com,555-000-2199,123 Masked St,c1fbbe86-632c-44de-bb3c-f199955f2d39,false,sample_text_4482,sample_text_5344,sample_text_77,2025-10-28T19:50:45.851Z,2025-06-29T00:41:02.115Z,false,2026-02-15T11:05:29.281Z,4721
0898bc8a-8083-4b0c-faf9-0f5d0224e73e,2026-01-02T23:47:33.277Z,2025-08-06T23:51:04.681Z,academy-charter,Innovation Prep Academy,sample_text_2087,sample_text_3762,sample_text_7416,sample_text_676,sample_text_9653,sample_text_505,enterprise,trialing,2025-12-12T08:59:53.832Z,sample_text_9306,sample_text_9370,sample_text_2033,sample_text_9708,297,masked_2umd2y@example.com,555-000-9799,123 Masked St,12cef442-7264-4809-8d46-9086f32d32e7,false,sample_text_8668,sample_text_888,sample_text_4446,2026-03-10T04:09:31.187Z,2025-05-08T03:29:33.151Z,false,2025-12-07T11:45:54.708Z,6403
c41be56c-1b03-4f83-3798-7ff82c84c273,2026-03-26T06:25:03.978Z,2025-10-19T17:31:51.526Z,academy-charter,Academy Charter School,sample_text_7580,sample_text_9685,sample_text_7624,sample_text_8897,sample_text_2434,sample_text_6943,starter,active,2025-10-11T11:58:43.060Z,sample_text_6099,sample_text_8558,sample_text_3184,sample_text_7010,362,masked_8ht1oh@example.com,555-000-1221,123 Masked St,f94eacd2-e12e-4982-bf96-0317dad951c2,false,sample_text_1117,sample_text_690,sample_text_7412,2025-04-23T13:33:46.782Z,2026-02-26T10:14:55.751Z,false,2025-04-21T19:45:13.857Z,30
2e858920-a13b-46d3-3f94-8050bb03f098,2026-03-24T16:56:05.532Z,2025-06-23T17:46:40.817Z,stem-scholars,Innovation Prep Academy,sample_text_2106,sample_text_8592,sample_text_6469,sample_text_8270,sample_text_9991,sample_text_1936,starter,active,2025-08-13T05:38:11.840Z,sample_text_9090,sample_text_8194,sample_text_944,sample_text_6564,336,masked_w1t13z@example.com,555-000-7720,123 Masked St,43bc4d06-e5df-4456-a665-93bc819217eb,true,sample_text_3851,sample_text_1786,sample_text_6122,2025-10-03T04:36:28.787Z,2025-12-13T00:03:33.962Z,true,2025-10-28T05:50:52.472Z,981
