id,created_at,updated_at,school_id,pass_costs_to_school,billing_contact_email,max_monthly_cost,max_syncs_per_day,max_concurrent_syncs,cost_alert_threshold,notify_on_sync_failure,notify_on_quota_warning,allow_manual_sync,allow_realtime_sync,allow_bulk_operations,metadata
d806ee69-80ef-456b-eb5f-168fcab66637,2026-03-27T20:18:10.933Z,2025-12-07T03:06:31.749Z,4ca6797c-e546-4f8b-df90-dbb08907d99e,false,masked_1s0ttc@example.com,304.99,799,886,837.22,true,false,false,true,false,sample_text_8677
5c068ffe-3990-4c32-a66f-563c93db10fd,2025-10-28T09:43:17.408Z,2026-01-09T12:20:32.906Z,5b1b6bbb-ac85-477d-9a11-d480281a4b21,false,masked_mue4pz@example.com,299.98,451,619,994.4,false,true,true,true,true,sample_text_8549
93a0ce0b-c0f8-46b3-cb5e-8f4dc088df47,2025-12-08T00:27:08.949Z,2025-09-01T04:20:15.687Z,fecc715c-91cf-4144-4e6d-27d53565cfa5,true,masked_klvqoc@example.com,652.86,521,404,729.88,true,true,true,false,true,sample_text_1904
087e9686-c5ca-46d5-5c75-9a390e64a27f,2025-10-06T23:41:45.768Z,2025-10-20T09:07:01.614Z,b1160aa4-615e-46be-c33f-53b664f1618f,true,masked_qxyhxe@example.com,84.23,152,799,484.08,true,true,false,false,true,sample_text_7391
15d840f9-d0db-4fc4-237d-6d9eda881429,2025-12-25T17:07:50.534Z,2025-11-26T08:21:03.860Z,661bcb95-f84e-4871-e1c4-675bf8171439,true,masked_zskdp5@example.com,70.42,407,930,133.04,true,false,false,false,false,sample_text_5841
e6f104ca-1203-4e05-3846-e83b4213d330,2025-07-31T08:37:00.709Z,2025-08-10T05:27:11.874Z,1612581f-ee93-42bd-8ca1-106ca3f5fb8d,false,masked_hkoggc@example.com,317.09,800,192,712.46,false,false,false,true,false,sample_text_9269
e19b73cd-f904-4754-252a-2fba98338185,2025-08-27T08:51:52.208Z,2026-03-07T23:09:22.249Z,3f4d6f7d-05f7-4310-de9f-ae93e46984db,true,masked_uungjg@example.com,269.31,457,386,230.55,true,true,false,false,true,sample_text_9455
d40ff126-4a40-43f1-d8ce-38318dcf4957,2025-07-19T02:03:08.633Z,2025-07-17T08:02:59.024Z,4fab3abf-dd8f-4d4b-ef39-52d4314418ca,false,masked_ag75aa@example.com,958.87,410,236,195.14,true,true,false,true,true,sample_text_6489
5b205864-724f-469c-ca53-7c0932ff3ad4,2025-08-13T18:26:32.798Z,2025-09-10T20:02:21.307Z,7cc152ca-2334-4efd-8c58-4327009bcdb6,true,masked_i7dllh@example.com,418.92,565,559,889.12,false,false,true,false,false,sample_text_4520
357ce57d-32d1-4e48-d8e0-769b4a803b70,2025-09-25T03:15:28.532Z,2025-06-22T18:44:10.223Z,291d99ad-c85c-4557-8915-25527607d5cf,true,masked_ztf00o@example.com,893.1,744,844,887.1,true,false,false,true,false,sample_text_5120
f2c30c9c-8b29-4240-0eab-c6fa0b4ca5a0,2025-09-06T20:44:54.520Z,2025-07-16T22:30:23.164Z,b9a92613-a49f-49ac-02ac-12389b77c55c,false,masked_4ipbpb@example.com,724.19,247,612,340.02,false,true,false,false,false,sample_text_8166
71b03cbc-e4ee-4dc7-db12-d95996d9fec9,2026-01-05T08:24:11.614Z,2025-06-29T20:17:45.933Z,7006fd96-e3f8-4225-33e4-be34d610ffbb,true,masked_5ugufu@example.com,21.22,252,655,820.51,false,false,true,true,true,sample_text_6513
406f23ae-cd41-49d0-2abe-aec3f6f06d39,2025-05-02T09:36:21.231Z,2025-05-20T19:30:31.694Z,1612581f-ee93-42bd-8ca1-106ca3f5fb8d,false,masked_qm52vs@example.com,235.87,745,96,645.11,true,true,true,false,false,sample_text_3014
5daeea4c-9295-4a38-0e5b-863f781e7a1e,2025-10-01T15:55:13.270Z,2025-09-09T20:52:24.887Z,343e4691-d779-4742-a9b6-c828fbb55b61,false,masked_9nzxfw@example.com,126.24,865,216,481.61,false,true,false,false,false,sample_text_48
6493b595-b003-4934-dc55-a30b1fc89c7a,2025-12-25T13:05:42.091Z,2026-02-14T03:43:21.273Z,baeb778f-0236-4ea0-497b-a0d46e5c6619,true,masked_q7dh7k@example.com,314.05,121,945,641.79,true,false,false,true,true,sample_text_8053
7e1e24ed-018f-41d9-905c-f42c64e52d25,2025-12-31T02:28:30.630Z,2025-07-25T16:26:55.438Z,820e0d69-1dec-4fa2-7dff-4973e37417e7,false,masked_79odgl@example.com,273.97,231,493,79.02,true,true,true,true,false,sample_text_1009
40f08db1-845a-484f-5df4-50fa7b1dca2e,2025-10-26T15:57:34.396Z,2025-10-06T01:00:02.650Z,59faa8f0-e266-467f-aa62-7fd97008cad7,false,masked_5j0zuz@example.com,892.17,459,289,319.77,false,true,true,true,true,sample_text_6058
5e22de60-3940-47e5-5bcf-5fc82e97de77,2025-05-25T08:58:05.071Z,2026-04-09T05:33:41.106Z,b1160aa4-615e-46be-c33f-53b664f1618f,true,masked_p25fmo@example.com,763.45,423,477,261.34,true,false,true,true,true,sample_text_436
5356995e-1f5a-4fe1-7575-52f06e2b9f19,2025-09-02T05:21:02.831Z,2025-11-01T14:46:40.127Z,2d706e75-fd47-4d6b-cc14-10a1bf804d62,false,masked_u2l1am@example.com,888.93,311,403,186.94,true,false,false,false,true,sample_text_7740
2f5f38c1-4bd8-448c-583f-73bd8ec5522f,2025-06-04T20:34:38.216Z,2025-09-22T03:49:59.131Z,0898bc8a-8083-4b0c-faf9-0f5d0224e73e,false,masked_dgrs8y@example.com,427.96,682,218,134.38,true,true,false,true,true,sample_text_7830
248001e6-7be0-468d-b139-7e09a8f28c5c,2025-08-17T09:57:35.350Z,2025-11-15T17:41:08.578Z,343e4691-d779-4742-a9b6-c828fbb55b61,true,masked_91shry@example.com,375.72,30,995,633.32,false,false,true,true,true,sample_text_3629
d6f86962-dadb-45ec-ce08-d701f0fc166f,2025-12-14T01:58:55.184Z,2026-01-13T08:39:38.739Z,2bd4f3bc-df4b-49c7-997f-c11868da495a,false,masked_bvl9vp@example.com,683.19,352,293,74.51,false,false,false,true,false,sample_text_6514
e5af7a8d-c0d1-4a6d-b48c-5034811538a3,2025-08-31T04:27:58.596Z,2025-11-25T04:22:44.118Z,f902ac6e-7076-46f8-2ee0-d0970401682b,true,masked_y4pstv@example.com,396.85,636,865,74.81,true,true,false,true,false,sample_text_7351
021c4b01-1c36-4c02-7879-dce810f290ec,2026-03-31T09:20:55.662Z,2025-09-22T04:50:09.489Z,469af544-bb26-4d4c-4b28-ab15c4812991,false,masked_lq3egg@example.com,565.82,520,404,785.9,false,false,false,false,false,sample_text_4228
d0e9a157-a92b-4f6e-f024-c9c93b56363a,2025-11-25T13:42:52.353Z,2025-10-24T12:49:13.751Z,73370ee3-24e1-494c-b530-e79710873eeb,true,masked_0gkrwy@example.com,923.47,484,711,174.45,true,false,true,true,false,sample_text_1985
eed440f9-3a34-4579-396c-2cfecc3bee71,2025-11-09T10:05:41.308Z,2025-09-28T02:22:30.156Z,c8bf5171-97bd-4a3c-df89-c4059e1474e2,true,masked_3rmsk8@example.com,985.27,506,320,776.76,true,false,false,false,false,sample_text_7770
49976eeb-e280-434e-f3e5-8fb4edc69fd5,2025-10-03T21:04:19.976Z,2026-01-25T20:02:20.320Z,e536d26c-1212-499f-3401-979cc6978147,true,masked_fai9dt@example.com,321.91,754,968,519.44,false,true,true,true,false,sample_text_3145
ae9e1921-b9a2-415a-8feb-aa571a26542b,2025-07-06T18:06:05.052Z,2025-06-27T22:13:23.334Z,00e48b05-b6cb-410f-1525-6668c44bdb40,true,masked_87yb28@example.com,790.65,106,895,726.86,true,false,true,false,false,sample_text_3918
2535b87f-6090-47a5-d5a0-09b37305e515,2026-02-21T03:32:34.592Z,2026-03-23T17:49:36.562Z,314cdd92-266e-488d-cf88-6e18f6db8ca6,true,masked_m2tul0@example.com,270.08,954,987,270.43,true,false,true,false,false,sample_text_5401
