id,created_at,updated_at,user_id,school_id,role,is_primary,sis_staff_id,department,grade_levels,is_active,invited_at,accepted_at
6cf22bbf-e97f-448a-6725-fb9a3fcf848c,2025-06-20T07:42:33.952Z,2025-06-30T19:20:51.767Z,034eaa7e-6ebe-4134-5494-fbfbc43c72ec,2e842555-494e-4eac-25b2-d2a4430cc9ed,teacher,false,sample_text_1720,Science,sample_text_4094,true,2025-07-08T05:20:28.743Z,2025-10-02T06:12:47.442Z
613bc286-ae44-49e5-d575-e44da960ad75,2026-03-07T01:33:44.239Z,2026-03-10T21:22:40.091Z,7d07d517-dedd-404d-c698-f00e2aeb820f,1c4d8e9f-05af-4567-fc15-60738335dd73,data_manager,false,sample_text_1871,Counseling,sample_text_6595,true,2025-07-10T06:04:52.698Z,2026-01-29T10:37:16.951Z
f9372af9-df1c-48de-d8e1-a7cc2c031d12,2025-06-27T01:11:20.840Z,2026-02-15T04:44:32.354Z,4b5660c5-6ded-4e88-5938-1722c262ea15,b9a92613-a49f-49ac-02ac-12389b77c55c,teacher,true,sample_text_5142,ELA,sample_text_5739,true,2025-10-01T04:45:16.582Z,2025-04-18T23:21:00.139Z
c5eaf418-e011-4ed1-f2ef-942779426761,2026-03-07T07:47:43.499Z,2026-01-28T20:36:22.476Z,ea49fb72-2050-42e2-81c3-091e5dbcc276,314cdd92-266e-488d-cf88-6e18f6db8ca6,counselor,false,sample_text_175,Science,sample_text_9548,false,2025-11-20T20:44:28.357Z,2026-02-12T05:46:49.159Z
6ca46a9e-8227-47ca-8952-b47fc8d3884f,2025-08-14T01:14:11.817Z,2025-08-24T19:06:23.189Z,b3ab5a31-3db7-455f-604b-d752ad0d37c7,343e4691-d779-4742-a9b6-c828fbb55b61,teacher,false,sample_text_2078,Math,sample_text_756,false,2025-10-20T01:55:06.862Z,2025-10-25T12:55:59.736Z
d1b6ad55-8fba-41ad-6a75-15d7d5e83e68,2025-08-04T05:48:59.284Z,2025-09-17T19:57:02.923Z,5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a,16c0f045-ad9e-4d23-8922-374a2534b914,teacher,true,sample_text_6566,Math,sample_text_6262,true,2026-04-06T04:24:59.374Z,2025-08-20T01:56:35.871Z
b882a222-9df6-495c-7af9-dd23cd5fa8e3,2025-05-17T17:48:15.388Z,2026-04-04T15:56:45.094Z,9eaa373f-8df1-4b6c-b2c9-c62b6f3363fe,545d1106-2b34-4e12-24da-7673253ca1d7,teacher,true,sample_text_2581,Math,sample_text_4413,false,2026-02-07T19:14:28.422Z,2026-01-09T16:26:38.270Z
f7a7c095-d413-4468-6f60-5641f4b9889a,2025-12-12T21:56:52.353Z,2025-08-08T16:09:09.704Z,b941f6ec-4ce0-4310-9221-6be0482727a0,24557b57-0c13-4c0c-a3e9-39903a1a94a3,counselor,true,sample_text_2793,Counseling,sample_text_9009,false,2025-06-23T17:20:32.876Z,2026-02-05T13:35:21.902Z
28712503-8cb8-4d4e-3b51-8dd655d4f8ce,2025-05-09T17:11:14.915Z,2025-11-15T08:06:26.132Z,699866f4-eda9-4222-4727-7702d9d050eb,4ca6797c-e546-4f8b-df90-dbb08907d99e,teacher,true,sample_text_5631,Counseling,sample_text_4204,false,2026-02-28T12:30:47.314Z,2025-06-02T09:42:09.297Z
f5ed2c40-f5bd-4886-1427-d1cc0edf622e,2025-08-25T08:04:10.579Z,2025-08-26T07:51:53.859Z,62a9a1d7-9f49-48d7-cd45-e5cf69a2994c,7d85b267-ac94-499b-94c1-eff3632a4d8b,counselor,false,sample_text_6127,Social Studies,sample_text_9438,true,2025-05-18T15:21:15.265Z,2025-05-05T01:25:33.667Z
f5cf3e73-e033-433a-ef90-5c2827056c50,2026-02-21T17:31:58.726Z,2025-10-19T02:35:48.714Z,d686c193-7466-44fb-b1a6-37325154df4c,4c81bc97-321d-48c5-d316-8243b2e8187e,teacher,true,sample_text_8933,Math,sample_text_8646,true,2025-12-14T16:46:43.123Z,2025-10-24T06:07:58.217Z
a871b3d0-fb31-4083-9cc3-ba77db776701,2026-02-08T22:21:21.774Z,2025-12-12T16:10:30.383Z,fa8263d2-b6b1-4514-4f07-6307b13d93f7,2e858920-a13b-46d3-3f94-8050bb03f098,data_manager,true,sample_text_266,Counseling,sample_text_6941,false,2025-09-17T16:29:41.098Z,2025-08-16T06:41:48.797Z
35cfac6e-5477-44ee-f48d-ef76ff51b09f,2025-08-10T15:03:58.205Z,2025-05-21T08:47:41.535Z,d9edb57f-a55c-4a07-df66-d6f8356c9964,eb97341d-2385-4175-9a86-c3256608e18e,principal,true,sample_text_6033,Math,sample_text_465,true,2025-10-30T00:42:09.233Z,2025-10-28T08:01:57.708Z
55dee39c-cfa4-48e6-7d83-47cce0a925ca,2025-04-29T18:58:38.867Z,2025-11-11T23:19:43.405Z,4b5660c5-6ded-4e88-5938-1722c262ea15,7006fd96-e3f8-4225-33e4-be34d610ffbb,teacher,false,sample_text_600,Math,sample_text_4855,true,2025-08-12T03:07:43.859Z,2025-06-19T10:03:37.731Z
7cc795fa-c3f2-4531-1a07-b023c15cad9d,2025-10-31T08:32:54.314Z,2025-05-04T16:19:59.328Z,e2e59b60-b37d-4442-b14f-f66ec99cab25,7e8192d3-756a-4974-209e-dc1ea1cca26e,counselor,true,sample_text_7459,ELA,sample_text_7607,true,2026-02-23T17:17:46.840Z,2026-03-19T18:39:01.327Z
d7ce9b3c-6ec9-4b06-44ce-88d331f63f98,2025-09-16T13:29:11.118Z,2026-01-22T01:16:43.794Z,db60da3b-65f5-43f8-0cf6-3a1af6e416bd,4c81bc97-321d-48c5-d316-8243b2e8187e,teacher,true,sample_text_5356,Math,sample_text_6425,true,2025-11-04T16:16:29.299Z,2025-09-23T06:40:09.127Z
83d36f28-efab-4795-2fa7-3f4a61c5c7a7,2026-01-05T17:30:54.124Z,2025-11-06T15:32:08.109Z,b68d9d85-277a-4f14-1564-cbb9598388f9,521d1584-627e-495f-893e-82a12f5344be,teacher,false,sample_text_9042,Math,sample_text_7925,false,2026-01-03T11:56:41.028Z,2025-07-10T03:39:12.546Z
f67d6c36-43bd-4b23-9d1f-d2a038e54ff0,2025-11-06T03:01:22.407Z,2026-03-20T13:39:23.620Z,b941f6ec-4ce0-4310-9221-6be0482727a0,3a19d003-2447-4c77-d435-69866c42a3e8,teacher,false,sample_text_8831,ELA,sample_text_1920,false,2025-10-16T02:46:29.366Z,2025-11-17T07:15:27.346Z
517a86c5-319f-4e52-d4b9-ea9d5c57ec8c,2025-05-25T07:37:27.656Z,2025-05-14T10:38:25.597Z,e2e59b60-b37d-4442-b14f-f66ec99cab25,00e48b05-b6cb-410f-1525-6668c44bdb40,teacher,false,sample_text_8412,Math,sample_text_4547,true,2026-01-02T21:39:51.077Z,2026-01-09T19:22:13.280Z
dbfe544d-8044-4578-2e03-be9b55505221,2025-09-25T20:07:49.924Z,2025-11-10T08:04:55.374Z,cb8fa579-1a0f-4b56-d0df-17115e069361,eb97341d-2385-4175-9a86-c3256608e18e,counselor,true,sample_text_278,Social Studies,sample_text_2034,false,2026-01-27T20:11:08.916Z,2025-12-27T14:13:53.855Z
8c2679d9-5345-4a0d-db9e-f7c8bb1362a9,2025-05-06T17:43:02.558Z,2025-11-05T04:49:27.342Z,b3ab5a31-3db7-455f-604b-d752ad0d37c7,3a19d003-2447-4c77-d435-69866c42a3e8,counselor,true,sample_text_6530,ELA,sample_text_4144,false,2025-05-10T12:10:20.101Z,2025-12-17T02:05:47.957Z
464e4661-3f4e-4a19-ecb8-53b04e412d93,2026-04-06T00:05:30.807Z,2025-05-31T15:39:58.172Z,cf7e2aea-c07d-4ed1-1fc0-69c3d64d741c,545d1106-2b34-4e12-24da-7673253ca1d7,teacher,true,sample_text_68,Counseling,sample_text_2995,true,2026-01-10T00:21:02.816Z,2025-07-06T01:05:13.761Z
d7c8da80-8b51-4412-7b5b-99af62ff4269,2025-12-20T01:00:05.705Z,2026-04-04T01:56:20.420Z,74bd910d-f592-4d1d-0e88-4bd9512f610b,2bd4f3bc-df4b-49c7-997f-c11868da495a,teacher,false,sample_text_2268,Social Studies,sample_text_6459,false,2025-09-20T03:21:40.949Z,2025-07-02T18:31:01.383Z
ff3a4005-ca02-4859-3ece-ab48de66d7e7,2025-04-14T09:31:45.715Z,2025-12-17T11:56:45.328Z,02eac898-e03e-4ede-7167-c2b3f40e7d1a,545d1106-2b34-4e12-24da-7673253ca1d7,counselor,true,sample_text_5356,Math,sample_text_2090,true,2025-06-18T21:38:40.509Z,2025-04-13T09:20:55.488Z
377f3f37-ff80-41e0-8ccc-5dc7472c7023,2025-09-07T11:55:43.589Z,2025-07-25T13:38:06.014Z,fa8263d2-b6b1-4514-4f07-6307b13d93f7,f56bd850-ae1d-4c12-1f67-ecd289df1620,school_admin,false,sample_text_4439,Math,sample_text_7636,false,2025-06-11T15:51:45.023Z,2026-03-28T22:43:06.686Z
db448a5e-0616-47bf-40de-f7c3aca1104b,2026-03-19T05:48:27.926Z,2026-01-06T01:27:26.717Z,af45888d-3cda-415b-1d81-91022a417bde,921679af-a07e-442d-b254-00f81e5f665d,school_admin,true,sample_text_6815,Special Education,sample_text_1528,true,2026-03-08T00:35:43.911Z,2025-06-09T13:43:18.288Z
2a4848cb-6cdc-4076-05e0-df831dc84818,2025-09-15T18:56:00.114Z,2025-11-29T03:43:13.973Z,e2e59b60-b37d-4442-b14f-f66ec99cab25,219980cb-3f77-4414-faeb-5f70b1472a36,teacher,true,sample_text_2659,Math,sample_text_9531,false,2025-04-27T03:49:21.041Z,2025-06-01T02:44:36.652Z
c85615ef-ce06-4b09-324a-10db025c42da,2025-12-04T11:47:59.165Z,2025-07-04T04:55:14.334Z,52f0edcc-bfb7-4f33-ad2e-fd54c484c769,5eca5363-069f-462b-ef13-7dba299c99d9,counselor,true,sample_text_9895,Counseling,sample_text_8149,true,2025-07-31T01:43:53.520Z,2025-07-09T13:53:08.186Z
ea977d6c-fabe-479c-275d-b59b414d1e5f,2025-06-05T23:27:15.520Z,2025-10-28T10:40:22.255Z,62a9a1d7-9f49-48d7-cd45-e5cf69a2994c,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,teacher,false,sample_text_7093,Special Education,sample_text_9281,true,2026-01-02T15:24:22.409Z,2025-12-28T12:44:09.948Z
e7af5dbf-0535-4d4e-4af5-7a390cf1ebe8,2025-05-04T21:36:57.204Z,2025-12-12T17:35:40.099Z,47f67693-54d3-499f-af1f-6dc1264f95f8,545d1106-2b34-4e12-24da-7673253ca1d7,school_admin,false,sample_text_5545,Math,sample_text_6368,false,2025-08-31T22:26:09.535Z,2025-10-28T14:51:24.043Z
55008d03-0312-41d8-2603-6f8f2452c921,2025-11-21T11:30:34.727Z,2025-12-27T01:29:59.313Z,3bfa1ef4-6a42-4cc6-e6e5-1989f79cca90,b1160aa4-615e-46be-c33f-53b664f1618f,teacher,false,sample_text_6336,Science,sample_text_8196,false,2025-12-07T00:12:04.000Z,2025-08-18T04:57:19.763Z
1dfd2172-8b52-4094-6bee-fd88857c56d5,2025-09-13T00:54:10.100Z,2025-12-20T14:55:03.928Z,62a9a1d7-9f49-48d7-cd45-e5cf69a2994c,5eca5363-069f-462b-ef13-7dba299c99d9,counselor,true,sample_text_4356,Science,sample_text_9646,false,2025-05-24T02:40:45.867Z,2025-08-02T23:01:04.026Z
eaea77a5-71a8-4034-6d56-edf85e437814,2025-08-14T02:26:15.518Z,2026-02-15T09:43:54.766Z,d686c193-7466-44fb-b1a6-37325154df4c,469af544-bb26-4d4c-4b28-ab15c4812991,teacher,false,sample_text_4810,Social Studies,sample_text_9539,true,2025-04-22T22:44:47.704Z,2025-12-02T15:37:37.665Z
ccf39fce-c9cd-4993-eb08-9609d97d3481,2025-09-11T22:04:31.743Z,2025-07-21T02:05:32.931Z,7eb2d58e-90b4-4cb6-235b-f52575ca8c43,837a9baf-7fed-4fe4-630e-eeaf60164bcb,principal,false,sample_text_1797,Special Education,sample_text_5857,true,2025-12-15T04:10:38.231Z,2026-01-07T04:33:45.754Z
59376802-ba21-41cd-cd36-3a92f24fbbc7,2025-11-26T10:21:58.001Z,2026-01-07T05:04:59.363Z,74bd910d-f592-4d1d-0e88-4bd9512f610b,76fb7096-3d5c-4180-3013-e7a55c8b02bb,teacher,false,sample_text_14,Social Studies,sample_text_2030,true,2025-10-01T20:47:43.806Z,2025-04-13T10:47:04.838Z
6f34da3d-d21b-4724-e00a-6b44037cf193,2026-01-15T19:35:50.882Z,2025-10-31T03:13:24.326Z,e4a45791-4bec-432e-83c4-834772750abf,c41be56c-1b03-4f83-3798-7ff82c84c273,school_admin,true,sample_text_848,Special Education,sample_text_706,false,2025-06-13T14:54:57.489Z,2026-03-01T08:34:06.997Z
e3404bb4-6114-42f5-bf15-a93008dbefee,2025-09-07T02:08:34.081Z,2025-09-02T19:04:06.746Z,c99158d6-bd93-42cc-6585-6fedbda473c8,16c0f045-ad9e-4d23-8922-374a2534b914,teacher,true,sample_text_5578,Science,sample_text_946,true,2025-05-20T14:53:55.342Z,2025-08-30T19:15:26.181Z
8d457e07-dc16-4098-b288-723d2be41a08,2026-02-08T00:03:44.848Z,2025-11-26T19:17:59.330Z,47f67693-54d3-499f-af1f-6dc1264f95f8,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,principal,true,sample_text_5639,ELA,sample_text_4562,false,2025-08-08T13:55:13.812Z,2026-02-07T00:44:30.757Z
bfcc469f-e845-4efb-8214-ce294afaec0f,2025-11-10T18:59:12.314Z,2025-04-29T12:36:15.897Z,1f8bb59a-e0eb-4b2b-fe13-07a0c2675cb8,4c81bc97-321d-48c5-d316-8243b2e8187e,teacher,true,sample_text_7504,Counseling,sample_text_4599,true,2025-09-25T13:53:44.343Z,2025-05-30T11:31:56.490Z
decb6447-9df2-4374-9bf0-27f02ce16062,2025-04-12T06:59:44.189Z,2026-01-24T04:13:18.724Z,b68d9d85-277a-4f14-1564-cbb9598388f9,b017f20d-2b75-45dd-64d2-722f145a78d0,data_manager,true,sample_text_8884,Math,sample_text_9036,true,2025-06-26T16:47:25.267Z,2026-03-03T04:29:13.740Z
098f9001-eb19-4782-d4b1-3eacd32008f9,2025-07-25T19:51:29.079Z,2026-01-31T22:02:00.241Z,74bd910d-f592-4d1d-0e88-4bd9512f610b,c0b731c7-72d6-4cbc-7d82-0603fe27478a,principal,false,sample_text_2548,Social Studies,sample_text_6159,false,2025-07-28T19:09:41.331Z,2025-08-12T14:56:02.900Z
da09aa71-ed43-45e1-4e4d-d905529b070e,2026-04-04T19:42:44.940Z,2025-10-24T08:43:44.836Z,74bd910d-f592-4d1d-0e88-4bd9512f610b,24557b57-0c13-4c0c-a3e9-39903a1a94a3,data_manager,false,sample_text_1831,Social Studies,sample_text_4614,true,2026-02-19T10:55:43.951Z,2025-05-06T00:50:48.840Z
8a7aaceb-4d0b-438e-6c33-5f025fff6aaa,2025-08-21T01:38:45.517Z,2026-01-02T06:29:59.314Z,d1707a15-e071-4bbb-65ff-4dfa7f902567,59faa8f0-e266-467f-aa62-7fd97008cad7,school_admin,false,sample_text_136,Counseling,sample_text_1340,false,2025-12-25T16:57:06.910Z,2025-08-26T08:59:08.448Z
d6cdff4f-b2f5-48b4-1733-4406ab332502,2025-07-07T23:03:38.159Z,2025-09-03T05:12:32.090Z,5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a,219980cb-3f77-4414-faeb-5f70b1472a36,school_admin,false,sample_text_8817,Special Education,sample_text_2665,true,2025-06-24T18:04:39.009Z,2025-05-09T19:25:09.221Z
78aa56de-35a7-4b06-0971-fd76fedddd49,2025-09-20T13:21:14.507Z,2025-10-26T19:56:48.995Z,9eaa373f-8df1-4b6c-b2c9-c62b6f3363fe,baeb778f-0236-4ea0-497b-a0d46e5c6619,teacher,false,sample_text_1123,Math,sample_text_3888,true,2025-08-10T23:58:36.244Z,2026-03-09T05:39:27.806Z
f8c0dc7b-d88a-4bfa-71b8-2e79dff6e2bc,2026-01-28T15:49:31.793Z,2026-02-25T23:08:32.707Z,13815186-454f-4056-c0e4-2d163f76617d,c41be56c-1b03-4f83-3798-7ff82c84c273,counselor,false,sample_text_9319,Math,sample_text_3725,false,2025-07-26T01:51:05.242Z,2025-05-27T15:34:59.871Z
f42606ae-b953-4aff-7931-8805ec50c4f3,2026-03-19T16:26:41.379Z,2025-04-27T07:18:53.012Z,91481a49-39f6-4c85-9a87-3de01f285177,c0b731c7-72d6-4cbc-7d82-0603fe27478a,school_admin,true,sample_text_8491,ELA,sample_text_8808,false,2025-07-10T09:51:02.811Z,2025-09-08T10:34:41.862Z
d6bde203-e118-4e08-ceea-f4b54c84668a,2026-04-05T01:03:28.278Z,2025-11-15T21:15:30.401Z,d1707a15-e071-4bbb-65ff-4dfa7f902567,32a1daeb-123e-4dbe-b622-aea59b73722d,teacher,false,sample_text_7652,ELA,sample_text_124,true,2025-11-01T15:34:15.765Z,2026-03-26T23:26:50.233Z
ecc2b747-2f66-4a21-3545-f1f47b5efc36,2025-08-03T21:35:09.277Z,2026-04-02T14:11:55.608Z,65b719d4-a6d4-4c9f-1165-ea0ebe168811,4ca6797c-e546-4f8b-df90-dbb08907d99e,teacher,true,sample_text_1384,Social Studies,sample_text_4850,false,2025-12-26T19:10:44.422Z,2025-06-17T19:14:03.773Z
c667e95e-9765-485d-ede6-57980a0a9900,2025-04-13T08:43:49.566Z,2026-03-07T00:11:06.993Z,faab496b-a78d-4496-aa0f-1f0957801a80,fe4720c1-f369-4760-b122-6b324f08f3a3,principal,true,sample_text_5461,Special Education,sample_text_814,true,2026-01-06T11:50:05.098Z,2025-09-23T12:34:55.599Z
09aad4c2-e979-4baa-4a7b-854cbc9a356c,2026-03-01T05:59:29.431Z,2026-04-12T00:17:05.101Z,6cd68fef-f7ed-4b57-a09f-e6e7ee2302bd,4fab3abf-dd8f-4d4b-ef39-52d4314418ca,data_manager,true,sample_text_7092,Social Studies,sample_text_4481,true,2026-01-13T15:26:34.484Z,2025-05-10T10:42:38.775Z
c93802a8-b16e-4d50-7313-195354b5e894,2025-06-02T15:03:25.922Z,2025-10-11T05:46:28.993Z,5bbe0d79-fac8-4b07-36d1-5a4ce3a79f5a,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,principal,false,sample_text_5096,Math,sample_text_2230,true,2026-03-06T10:50:52.612Z,2025-12-11T17:36:47.896Z
0a992179-5836-470a-2aea-b7113bcf7fcd,2025-08-14T08:43:39.224Z,2026-01-09T05:42:43.468Z,1f944d7a-c145-4606-b226-ca59addffefd,1612581f-ee93-42bd-8ca1-106ca3f5fb8d,school_admin,false,sample_text_9336,Science,sample_text_3096,false,2026-01-02T02:58:16.587Z,2025-06-04T16:19:50.268Z
ec0a6056-e6d4-4f1d-8fec-bf547f977f98,2026-02-28T20:53:35.083Z,2026-02-19T08:07:14.794Z,7eb2d58e-90b4-4cb6-235b-f52575ca8c43,73370ee3-24e1-494c-b530-e79710873eeb,teacher,true,sample_text_7167,Counseling,sample_text_336,false,2025-11-03T05:49:57.358Z,2025-10-19T02:04:22.673Z
190d48d7-07f8-4d34-c6da-afad1d5d0e10,2025-10-16T03:23:00.902Z,2026-03-15T04:08:44.785Z,7a4c360c-bb74-4deb-f15e-c8b948e7a622,32a1daeb-123e-4dbe-b622-aea59b73722d,teacher,false,sample_text_5473,ELA,sample_text_8451,true,2026-02-08T13:49:45.699Z,2025-04-20T05:01:32.243Z
74ef0b79-0e12-4faf-eed5-2b84d5660632,2025-07-08T04:58:08.991Z,2026-03-03T13:19:57.204Z,621e454c-d590-4953-4dc4-27d658cef254,b9a92613-a49f-49ac-02ac-12389b77c55c,teacher,false,sample_text_7204,Math,sample_text_1784,true,2026-02-16T16:30:16.863Z,2026-02-15T13:03:55.413Z
25073163-26d3-4320-e40a-b4e02d622daa,2025-08-24T01:15:15.354Z,2025-06-07T18:18:24.155Z,c99158d6-bd93-42cc-6585-6fedbda473c8,89bd14e2-cf78-45ab-904a-7a7f0f4a4010,counselor,false,sample_text_3385,ELA,sample_text_210,false,2025-07-30T01:01:37.725Z,2025-07-12T00:52:27.151Z
a28fa994-9b69-44d8-a35c-1c853bea990c,2026-01-02T20:48:40.667Z,2026-02-22T11:50:50.049Z,7275a4a2-65a3-47ed-3d1e-7026f453021d,c8bf5171-97bd-4a3c-df89-c4059e1474e2,teacher,true,sample_text_8535,ELA,sample_text_5924,false,2026-03-13T19:39:03.182Z,2025-11-16T22:28:21.977Z
e8e887f7-b657-40bf-3fb7-59dbe91608dd,2026-04-03T14:47:43.440Z,2025-09-24T10:34:08.531Z,b19a9a30-5bc1-42f9-ac14-0842a27abbe0,1612581f-ee93-42bd-8ca1-106ca3f5fb8d,teacher,true,sample_text_5476,Counseling,sample_text_353,false,2025-07-30T12:30:51.143Z,2025-05-06T15:13:39.138Z
f4ebf063-9e6c-4c2a-838e-547d4ac7e4eb,2026-03-29T16:39:34.233Z,2025-12-08T09:34:59.210Z,db60da3b-65f5-43f8-0cf6-3a1af6e416bd,343e4691-d779-4742-a9b6-c828fbb55b61,teacher,true,sample_text_7958,Counseling,sample_text_1542,false,2025-08-13T09:59:06.804Z,2026-04-03T07:41:39.658Z
e9cab8df-4c93-4f45-478b-fd7259d3f724,2025-10-18T11:50:55.813Z,2025-07-12T22:35:11.049Z,9c9bf7cc-e7e9-4ae2-6497-3685d6fe38d9,b017f20d-2b75-45dd-64d2-722f145a78d0,counselor,false,sample_text_9473,Science,sample_text_139,false,2025-04-26T21:20:42.229Z,2025-06-08T23:56:38.323Z
