id,student_id,school_id,attendance_rate,attendance_trend,days_absent_last_30,chronic_absence_flag,gpa_current,gpa_trend,math_assessment_pct,reading_assessment_pct,assessment_trend,proficiency_level,growth_percentile,missing_assignment_rate,missing_assignments_count,total_assignments_count,assignment_trend,behavior_incident_count,behavior_incident_trend,suspensions_count,engagement_score,data_completeness,last_sis_sync,last_lms_sync,last_assessment_sync,computed_at,created_at,updated_at
f9175cc7-3b88-49e8-a44e-6da1f9a4d4a8,73e655b7-927f-4010-5d38-ed87d5958465,0898bc8a-8083-4b0c-faf9-0f5d0224e73e,73.05,343.12,47,true,992.14,90.04,365,296,703.69,225.91,911,52.73,3740,254,317.65,5775,291.07,7827,899.6,89.77,2025-10-25T02:35:59.496Z,2025-08-05T02:02:25.278Z,2025-11-10T10:09:41.298Z,2025-07-12T08:56:12.371Z,2025-11-06T18:59:07.802Z,2025-04-18T00:53:48.017Z
7dd90651-0998-4403-4fd9-b8fd167b6e8d,63b3d997-8d4b-4027-f32c-5ba74efdff76,f3e56a9d-701d-4138-17b4-468168466ac1,33.6,328.51,255,false,747.73,863.01,804,975,195.03,842.05,208,90.32,2832,3166,109.14,1862,478.16,4613,749.96,54.21,2025-12-03T20:39:10.213Z,2026-01-19T12:08:37.082Z,2025-12-02T07:44:44.884Z,2025-06-02T12:46:21.583Z,2025-05-06T14:52:27.196Z,2026-03-03T22:12:57.403Z
984e37a5-54d5-4816-5e9f-4af8ad46caf3,f61f2a14-3a64-4170-c4e0-7f394614ec15,314cdd92-266e-488d-cf88-6e18f6db8ca6,32.05,558.08,755,false,847.77,846.07,204,430,373.72,422.66,35,16.36,1703,9715,877.86,3166,233.04,3917,886.55,680.56,2025-07-20T02:20:22.912Z,2026-01-19T15:51:45.210Z,2026-01-28T12:42:17.199Z,2025-09-27T13:33:14.182Z,2025-11-06T07:01:08.574Z,2025-09-24T04:21:27.430Z
34854fba-705f-4ca0-cc2a-ee09c2c32d49,8896db36-2d61-437b-b2c1-dc033ac04606,4ca6797c-e546-4f8b-df90-dbb08907d99e,95.87,937.63,776,true,42.84,156.76,20,945,405.47,667.88,203,77.75,1678,9871,30.11,9389,889.37,7575,166.73,689.7,2025-08-25T00:08:37.580Z,2026-03-27T19:05:38.232Z,2025-09-20T21:25:46.633Z,2025-08-09T07:27:35.360Z,2026-04-05T01:30:02.260Z,2025-04-23T00:20:25.800Z
86dd0887-300d-4172-23d7-fbe4eddd35af,b913d05c-d452-4b8d-58bc-5af42ecc92ad,343e4691-d779-4742-a9b6-c828fbb55b61,14.05,656.51,653,true,542.57,10.73,57,56,18.49,984.34,427,15.79,821,9632,332.04,8441,407.5,8976,96.08,116.88,2025-05-11T18:50:40.603Z,2025-10-15T02:54:35.490Z,2025-05-30T10:15:21.114Z,2026-03-23T17:39:15.452Z,2025-08-30T15:54:49.864Z,2025-09-25T20:29:40.478Z
ca052f0a-388f-4bb0-bbb2-013bfa3b6ba9,942582d6-df90-465e-0a7c-344463dcc5fc,73370ee3-24e1-494c-b530-e79710873eeb,40.16,844.22,485,true,316.29,696.95,447,806,996.59,875.74,804,67.16,4888,8276,176,8237,228.73,5184,108.31,297.27,2025-09-29T05:48:25.920Z,2025-06-22T23:28:27.431Z,2025-08-31T16:51:39.518Z,2026-01-18T09:44:13.585Z,2025-07-30T16:53:22.423Z,2026-02-06T21:11:28.431Z
159a726a-9f8c-41c9-44e4-6379bb01ae89,230051a7-77f6-49c9-6d7a-c1c341da56c9,615ffcad-04ca-4584-4505-45cbefd50d58,53.98,706.86,995,true,3.59,956.06,507,741,788.42,731.99,172,35.32,5324,836,863.16,7916,628.8,132,165.95,539.42,2025-10-11T19:24:36.153Z,2026-03-16T03:24:57.014Z,2025-05-26T06:19:48.384Z,2025-12-13T03:07:15.359Z,2025-12-25T20:01:46.544Z,2025-09-14T18:16:05.168Z
b6d4fd5f-f45e-4eb1-b624-9b37497a8ca0,44e91cce-ea65-438a-461a-9f0cf86acc81,2e842555-494e-4eac-25b2-d2a4430cc9ed,48.59,313.41,401,false,805.45,718.91,20,696,298.99,955.13,353,27.6,1710,4072,483.92,7429,635.88,8854,999.36,230.5,2025-10-13T09:40:46.785Z,2025-12-10T18:04:07.342Z,2025-05-31T05:10:27.313Z,2026-01-19T07:04:35.561Z,2026-01-27T12:53:50.247Z,2025-05-07T13:24:40.555Z
b4c4da4a-94ac-46b4-f03b-883144db3189,974aa30d-547e-4e21-86d6-1f3c34623f7f,1eca3985-996e-497f-4644-294968d742b8,6.38,455.58,315,true,54.47,936.04,150,748,210.5,509.78,99,26.2,8538,5448,375.23,6952,740.79,6266,318.02,321.78,2025-07-18T07:23:31.624Z,2026-01-18T04:08:06.726Z,2025-06-09T20:37:54.591Z,2025-08-21T22:42:41.153Z,2025-06-10T02:16:06.641Z,2025-06-30T20:00:09.037Z
64b1bc20-f3c1-4bdd-44ca-4275b9050959,e66f5152-bb91-495c-70a1-919b8657aacd,e536d26c-1212-499f-3401-979cc6978147,22.14,102.05,414,true,543.98,481.74,355,724,653.13,255.49,735,27.04,1224,7532,795.18,9956,272.37,3501,812.71,687.61,2025-06-09T21:43:10.673Z,2026-02-15T03:26:33.506Z,2025-10-07T20:31:06.221Z,2026-01-25T11:07:57.789Z,2025-09-19T17:22:07.945Z,2025-06-09T17:58:52.976Z
00b967d3-fd5b-4052-e21b-47ac2f0201ca,4459d0bc-ac12-45e0-2241-37b73184e150,5b1b6bbb-ac85-477d-9a11-d480281a4b21,92.24,403.17,399,false,141.76,91.86,805,758,575.78,922.04,544,96.76,9811,5049,113.87,1427,901.56,7477,567.87,201.79,2026-03-12T17:01:14.750Z,2026-04-04T11:59:08.360Z,2026-01-03T15:55:33.210Z,2025-05-30T01:24:56.668Z,2025-04-21T17:40:08.672Z,2025-10-16T07:48:44.673Z
d98d68bf-04e0-44bf-0637-d11e3bdb296c,6ca9565d-394f-4984-5af6-b337411ec843,b9a92613-a49f-49ac-02ac-12389b77c55c,39.98,683.31,327,false,455.57,487.3,169,790,143.4,557.59,333,60.94,1214,1332,431.35,7222,350.98,7555,312.82,468.79,2025-05-05T11:40:06.179Z,2026-02-06T21:55:57.361Z,2025-11-25T16:56:33.774Z,2026-01-27T02:12:56.851Z,2025-05-07T17:02:55.042Z,2026-02-14T13:56:41.137Z
54b84770-1081-4628-83ab-b0f0a037374b,44e91cce-ea65-438a-461a-9f0cf86acc81,1612581f-ee93-42bd-8ca1-106ca3f5fb8d,67.13,196.3,342,false,629.89,851.75,815,849,155.55,157.02,722,24.92,161,6537,686.03,5767,95.35,8467,429.2,647.57,2025-07-09T05:12:04.703Z,2026-03-07T10:36:57.160Z,2025-12-18T01:03:25.572Z,2025-11-08T21:06:47.383Z,2026-01-21T18:12:22.239Z,2025-10-19T13:24:48.941Z
ba98e4d8-42a2-442b-4822-1a2f4469c7a8,08c9d53b-5bb4-4a4e-3e69-2fcd9679e99e,c41be56c-1b03-4f83-3798-7ff82c84c273,20.87,707.06,537,true,361.13,96.74,817,68,543.86,498.36,755,45.5,8764,5995,925.18,9263,184.11,5070,17.93,764.09,2025-04-25T03:21:57.298Z,2025-11-10T03:17:40.822Z,2025-12-07T06:10:12.017Z,2025-12-11T19:44:38.076Z,2025-08-29T23:30:17.694Z,2025-09-26T22:42:46.764Z
62485bba-306c-4832-d043-08197e1afcc6,44e96aef-1775-4e8c-e285-02e0cadba8e3,5b1b6bbb-ac85-477d-9a11-d480281a4b21,88.32,627.4,259,false,791.64,340.2,126,689,597.33,774.36,42,64.03,4523,334,591.61,7346,287.62,2585,782.4,215.55,2025-08-24T06:23:38.804Z,2025-08-21T18:51:10.620Z,2025-12-05T23:51:22.416Z,2026-01-09T16:56:29.882Z,2025-12-24T12:00:20.004Z,2025-12-31T07:31:57.157Z
301c18aa-b300-4dbd-945a-01e165300a11,98dc63d7-8988-4ff8-b7ca-2ab8d1f39352,2a4e5e57-fab3-47be-aa17-438ff8cedd26,2.99,381.95,767,false,703.7,900.6,708,136,999.39,259.52,952,93.07,9883,4685,322.16,4502,867.39,2140,222.41,515.27,2026-04-05T06:30:37.540Z,2025-06-29T10:24:01.216Z,2025-04-19T10:00:37.892Z,2025-07-24T09:54:17.750Z,2025-10-16T18:29:06.208Z,2025-09-04T11:01:26.739Z
4c902c83-4b4b-4079-58b4-5fb3de70ba1d,8a50d483-aa92-4384-4deb-3d5c6bf0f0f7,24557b57-0c13-4c0c-a3e9-39903a1a94a3,78.77,928.54,669,false,166.07,33.29,773,650,588.07,715.23,426,39.34,711,1003,723.07,6613,133.28,9344,739.23,924.33,2025-09-25T06:50:50.043Z,2025-09-02T12:51:59.450Z,2025-12-11T16:34:17.556Z,2025-05-02T19:24:30.953Z,2025-12-01T23:56:05.533Z,2025-10-28T02:30:10.594Z
a5eb891f-08c4-469f-ce7d-4106b94f0e2f,e66f5152-bb91-495c-70a1-919b8657aacd,32a1daeb-123e-4dbe-b622-aea59b73722d,75.9,922.98,430,true,76.09,909.5,196,470,424.88,395.74,534,31.95,7386,4471,126.44,6110,318.75,3429,170.68,879.04,2026-02-02T16:06:49.167Z,2025-12-21T08:05:08.390Z,2025-11-07T22:38:45.137Z,2026-04-06T09:04:42.357Z,2026-02-17T11:58:13.021Z,2025-10-11T18:50:36.726Z
c704d440-c441-4d23-b0f7-5e3c6716fd68,4361747f-bbcd-4426-e55e-5ac00ba3e695,7e8192d3-756a-4974-209e-dc1ea1cca26e,44.62,327.12,534,false,300.06,173.02,844,328,288.83,727.43,809,80.35,3658,6409,839.79,7462,658.82,8960,462.07,489.72,2025-05-28T05:47:38.874Z,2025-08-26T19:45:55.408Z,2025-12-15T16:39:52.669Z,2025-06-04T08:52:56.339Z,2025-12-15T19:09:12.499Z,2026-01-18T22:19:24.393Z
26f7cc51-1d3a-486f-5723-b5b55a85d187,fb441a9a-76af-4633-ef6e-1ccf7e88caa7,f902ac6e-7076-46f8-2ee0-d0970401682b,74.06,163.04,965,true,450.13,417.97,632,454,642.89,956.1,35,28.83,5148,9754,333.94,5924,28.59,5264,333.94,879.73,2025-09-06T14:09:29.284Z,2025-09-14T17:11:16.590Z,2025-10-24T01:11:48.852Z,2025-10-21T23:59:18.684Z,2025-05-31T13:32:39.307Z,2025-04-19T05:43:02.476Z
3a6d1dab-3dfa-4a2e-fe43-f418767c7547,152072c0-f075-4a77-bebe-aaa40d5c36c5,2e858920-a13b-46d3-3f94-8050bb03f098,98.33,181.8,656,true,67.57,987.17,515,628,402.07,727.77,341,99.14,7997,2335,689.53,6390,567.85,9815,373.93,694.66,2025-08-18T09:29:40.423Z,2026-03-17T19:31:04.403Z,2025-09-19T12:09:13.539Z,2026-01-16T18:09:54.636Z,2025-10-01T07:45:30.961Z,2025-10-06T16:12:11.276Z
6c15873d-633e-448c-f450-8deb32ff50ac,9a9475d1-a832-46dc-d803-59feef06073e,af7db41b-a69f-4ae5-eb9c-f59fa17dcd26,97.51,870.72,480,true,486.02,358.97,505,686,659.25,295.55,999,46.23,32,7046,814.74,7809,759.36,5162,712.53,980.21,2025-11-17T02:32:48.301Z,2025-06-15T10:23:45.525Z,2025-09-02T21:39:21.440Z,2026-04-09T06:01:57.684Z,2025-05-15T17:33:12.257Z,2025-12-24T22:05:38.296Z
ed9de1ea-6b08-45af-af77-cedd8bb6a235,25984c0e-a7ff-4156-822e-ec2fb55f198a,13905047-dc05-4f11-21d1-ceb2ff2a4ead,52.32,134.47,267,false,367.89,24.15,248,955,828.27,154.7,532,23.37,3959,2654,60.14,3492,368.79,4612,441.98,206.42,2025-09-05T16:34:08.959Z,2025-06-30T22:12:56.398Z,2026-03-29T04:43:50.879Z,2025-11-08T08:14:46.722Z,2026-02-14T19:14:05.161Z,2025-09-04T15:01:12.020Z
a31e6bfb-55d4-423f-878d-5dec87e3b266,08c9d53b-5bb4-4a4e-3e69-2fcd9679e99e,94dc4310-c140-4af7-8a5b-88c24ff5a5d3,69.78,584.96,138,false,251.07,116.32,364,918,740.68,903.86,453,37.4,1145,925,637.2,5922,437.65,107,640.13,967.27,2025-08-04T15:30:42.517Z,2025-11-05T16:17:02.275Z,2025-05-25T00:10:37.778Z,2025-09-08T06:07:43.769Z,2025-08-17T19:07:06.786Z,2025-04-12T18:23:07.483Z
75780342-b9ae-4700-865e-caa0f3ca0a12,152072c0-f075-4a77-bebe-aaa40d5c36c5,7cc152ca-2334-4efd-8c58-4327009bcdb6,63.7,779.16,762,false,784.51,801.57,814,748,333.33,441.3,495,39.33,2104,6061,602,488,227.62,5554,324.71,211.47,2026-04-11T20:33:13.764Z,2026-01-29T03:29:10.019Z,2025-09-03T16:48:22.995Z,2025-07-12T05:36:50.277Z,2025-10-11T09:48:21.124Z,2026-01-04T19:20:37.030Z
ee0ccddd-3046-4db6-14bb-1ba633fa1422,4ca4247e-c61f-4837-bf77-9c36a300d1a6,219980cb-3f77-4414-faeb-5f70b1472a36,52.01,998.26,856,false,349.33,973.66,774,286,881.92,108.36,348,97.01,9688,3297,503.25,3606,430.79,408,504.28,423.74,2025-06-04T12:49:46.607Z,2025-05-21T01:12:49.921Z,2025-05-01T18:31:52.823Z,2026-02-10T15:14:02.854Z,2025-12-15T13:30:41.492Z,2025-12-10T21:06:43.824Z
db811e77-5ea5-4f18-47ed-92f879e3078f,afb57115-93e2-41e4-19fb-726afc7dc847,eb97341d-2385-4175-9a86-c3256608e18e,74.88,526.8,72,true,362,263.14,918,946,73.42,171.06,368,6.89,5896,6774,933.03,6630,33.47,1414,915.76,371.01,2025-07-13T09:16:03.911Z,2025-11-01T20:42:44.309Z,2026-03-29T05:29:33.583Z,2025-07-23T07:34:16.470Z,2025-10-06T15:40:51.776Z,2025-05-24T22:17:48.145Z
17e4a0ee-2d01-4bb9-2522-13d70424f5da,152072c0-f075-4a77-bebe-aaa40d5c36c5,8fcce2e7-79c7-439d-1c00-1a62a46a56f2,78.99,293.14,14,false,607.81,914.29,777,439,809.04,896.77,496,83.84,5754,2484,789.99,927,625.06,46,226.69,600.21,2025-09-26T07:13:09.135Z,2025-11-20T02:00:48.150Z,2025-10-14T17:29:37.018Z,2025-12-21T04:51:21.214Z,2025-08-12T13:22:02.557Z,2025-09-30T01:42:48.885Z
6b44a56a-c827-45c6-91f7-0014569c4ac8,4459d0bc-ac12-45e0-2241-37b73184e150,32a1daeb-123e-4dbe-b622-aea59b73722d,37.1,258.4,639,true,618.55,737.88,279,756,994.84,462.8,933,45.23,6930,2198,115.52,3076,433.55,4908,257.86,747.98,2025-12-06T20:33:42.386Z,2025-12-12T12:37:46.189Z,2026-01-16T01:10:31.171Z,2025-10-08T10:29:47.578Z,2026-02-08T12:19:35.334Z,2025-09-22T20:28:49.457Z
9d4eabb7-8265-446e-793e-a4046f2fbb8a,74996144-2438-4454-03fb-d777b4c9db8b,b017f20d-2b75-45dd-64d2-722f145a78d0,28.16,189.46,886,true,19.48,351.95,896,947,795.09,116.08,530,95.69,443,845,879.73,5143,931.73,2552,634.7,19.75,2025-10-17T01:52:21.362Z,2025-12-25T07:42:21.295Z,2025-05-17T10:52:10.911Z,2025-08-27T17:14:41.461Z,2026-01-02T11:56:29.579Z,2025-07-01T22:54:13.123Z
44288d9d-3591-4970-e488-8d7c5a3cfe65,8ec11999-7a20-466e-84f7-f134e29d20eb,4fab3abf-dd8f-4d4b-ef39-52d4314418ca,24.97,361.83,918,false,583.22,379.93,320,925,699.84,234.05,162,29.13,9836,1983,946.1,630,100.06,593,775.96,860.36,2025-08-28T21:16:22.154Z,2025-04-26T03:47:23.603Z,2025-11-28T01:46:51.138Z,2026-01-02T00:24:47.137Z,2025-04-17T22:59:46.972Z,2025-04-12T23:11:41.503Z
29881489-60e8-4b9a-a8a8-d9219c2975da,3aaad658-14e8-4861-52c9-2341f1d4e7da,545d1106-2b34-4e12-24da-7673253ca1d7,74.2,227.14,740,false,39.31,655.79,919,591,872.05,592.7,588,58.9,7223,9530,418.75,1467,478.97,9643,996.01,332.45,2025-10-02T10:20:07.393Z,2025-10-27T14:46:59.861Z,2025-05-05T01:35:27.103Z,2025-10-19T08:21:27.122Z,2025-05-30T00:05:15.952Z,2025-10-25T14:17:17.162Z
f79b011e-369c-4212-1d27-2ce8b6d6d609,8ec11999-7a20-466e-84f7-f134e29d20eb,2d706e75-fd47-4d6b-cc14-10a1bf804d62,5.91,846.1,878,true,511.67,999.1,698,436,387.74,863.12,298,89.01,8221,3065,359.68,373,83.81,8079,425.34,118.05,2025-11-24T19:12:24.331Z,2025-07-19T20:40:51.494Z,2025-10-04T21:13:48.399Z,2025-06-27T04:02:50.346Z,2026-03-13T05:17:10.078Z,2026-01-07T01:50:06.970Z
852a13b3-e37e-4a47-fe4d-fa423de9029f,19b0ce65-5cea-46af-9685-0855cb090984,4fab3abf-dd8f-4d4b-ef39-52d4314418ca,45.65,873.12,432,true,406.6,473.87,246,587,679.87,876.23,219,13.13,1580,8764,285.92,8080,150.2,4630,442.99,787.78,2025-07-07T09:32:49.501Z,2025-12-09T14:44:30.681Z,2025-12-24T10:24:41.249Z,2025-06-02T17:00:22.014Z,2026-02-15T13:24:24.339Z,2025-07-08T07:03:52.488Z
1d11200a-f29f-482c-8d5e-d2d66b15c5cc,4f6d2f72-e04a-4494-a2d8-a7c9330625ec,b017f20d-2b75-45dd-64d2-722f145a78d0,20.05,79.84,38,true,103.32,870.65,143,943,30.83,411.37,295,74.29,4815,5029,467.52,6900,117.07,1553,539.45,928.02,2025-04-29T08:11:24.333Z,2025-05-12T19:44:16.728Z,2025-07-27T19:10:34.990Z,2025-05-31T06:59:26.597Z,2026-04-07T01:53:23.601Z,2025-12-12T12:28:15.363Z
8b253d3f-9c2e-41ea-65f9-b9338afaae57,b913d05c-d452-4b8d-58bc-5af42ecc92ad,73370ee3-24e1-494c-b530-e79710873eeb,60.71,230.9,105,true,392.91,369.82,515,680,664.08,996.78,398,10.57,2905,6937,262.53,7520,658.38,455,67.4,230.6,2025-10-18T19:02:33.339Z,2025-07-29T10:02:26.946Z,2025-11-22T18:11:01.543Z,2025-08-10T20:31:18.457Z,2025-07-07T04:28:09.275Z,2026-02-09T06:34:43.056Z
69da04a3-43b3-40c9-dd64-339f3d4d7c9a,a37257b2-9391-4433-6110-687c09f379ec,c41be56c-1b03-4f83-3798-7ff82c84c273,1.03,972.74,610,true,266.37,391.07,131,77,878.05,624.07,482,87.56,6796,542,976.99,3730,789.6,7296,687.98,125.32,2026-03-01T06:20:02.655Z,2025-06-17T14:55:13.071Z,2026-02-05T10:46:55.822Z,2026-01-25T07:47:26.903Z,2025-09-24T10:37:30.554Z,2026-02-28T15:01:30.297Z
e70f08d4-fa02-4a86-5cab-e341abe9ea23,73e655b7-927f-4010-5d38-ed87d5958465,1eca3985-996e-497f-4644-294968d742b8,94.77,123.27,168,true,412.35,337.41,257,888,267.91,170.06,131,35.93,1312,9818,2.19,5366,834.36,9506,839.57,728.92,2025-11-10T10:37:46.407Z,2026-03-11T05:06:17.125Z,2025-11-14T00:21:38.201Z,2025-07-11T08:26:16.240Z,2025-09-04T04:56:06.237Z,2025-10-07T14:00:32.494Z
bf576117-4f8e-4c4b-4d83-3178b181f51a,2de16969-104d-43a0-bfd9-fe690d9d6eac,837a9baf-7fed-4fe4-630e-eeaf60164bcb,24.65,72.02,884,true,495.99,981.54,544,27,322.02,449.3,166,90.11,6931,9847,764.12,4121,7.78,1713,92.94,296.07,2025-09-15T05:10:42.267Z,2026-01-12T01:40:29.049Z,2026-04-04T02:35:19.462Z,2025-11-16T01:06:32.718Z,2025-12-13T00:42:25.299Z,2025-04-30T14:07:34.701Z
730ea2ce-78b8-43c8-cb55-aa46fdff5b01,974aa30d-547e-4e21-86d6-1f3c34623f7f,aed83b90-feeb-480d-e57c-176768104c81,32.44,774.71,287,true,813.99,749.13,19,173,409.49,86.98,821,24.91,7087,8771,959.16,654,461.98,738,961.76,141.26,2025-05-31T17:26:58.611Z,2026-02-11T04:03:59.695Z,2025-05-15T03:08:15.172Z,2025-11-07T09:42:35.260Z,2026-01-14T22:07:41.115Z,2025-07-19T18:01:30.863Z
0167dd30-ab4c-43f2-dd3a-b097c15e3b5c,08c9d53b-5bb4-4a4e-3e69-2fcd9679e99e,3d03d7a9-93e0-4b8e-6b5b-e7f8337fab48,84.39,531.76,8,false,586.76,832.77,848,126,355.38,970.06,40,16.76,1032,3327,572.01,4438,670.24,4975,636.27,720.32,2025-10-02T21:18:33.115Z,2025-08-20T09:21:49.431Z,2025-05-07T16:59:31.776Z,2025-08-21T12:58:26.396Z,2025-10-13T14:25:53.986Z,2025-05-12T21:51:00.978Z
